일,bmi: (인도),muscle: (인도),weight loss: (인도),gym: (인도),body mass: (인도)
2018-12-01,13,27,39,87,4
2018-12-02,13,28,36,94,3
2018-12-03,16,32,35,100,4
2018-12-04,14,28,28,90,1
2018-12-05,13,29,38,89,4
2018-12-06,17,34,28,90,3
2018-12-07,13,32,31,88,3
2018-12-08,13,33,25,97,3
2018-12-09,11,32,35,89,4
2018-12-10,11,30,31,89,4
2018-12-11,12,25,28,80,2
2018-12-12,16,28,32,86,4
2018-12-13,12,32,35,89,3
2018-12-14,8,32,27,93,5
2018-12-15,11,59,27,99,3
2018-12-16,13,29,33,86,5
2018-12-17,10,31,40,97,4
2018-12-18,16,34,41,92,4
2018-12-19,16,32,34,78,5
2018-12-20,15,28,38,83,4
2018-12-21,10,25,31,89,1
2018-12-22,10,32,28,93,4
2018-12-23,15,29,29,96,3
2018-12-24,10,28,39,94,1
2018-12-25,8,33,35,92,2
2018-12-26,15,29,35,85,2
2018-12-27,15,25,34,92,3
2018-12-28,11,25,33,94,2
2018-12-29,9,26,31,82,2
2018-12-30,12,27,35,99,2
2018-12-31,7,25,25,93,2
