일,bmi: (인도),muscle: (인도),weight loss: (인도),gym: (인도),body mass: (인도)
2017-06-01,6,24,34,67,2
2017-06-02,5,22,38,75,1
2017-06-03,6,24,28,77,4
2017-06-04,7,24,30,73,1
2017-06-05,10,24,39,80,2
2017-06-06,5,23,31,92,<1
2017-06-07,9,23,34,82,<1
2017-06-08,8,19,34,74,2
2017-06-09,9,17,30,75,2
2017-06-10,12,16,26,77,2
2017-06-11,5,23,34,71,1
2017-06-12,12,19,35,84,2
2017-06-13,9,25,41,83,1
2017-06-14,11,23,37,80,1
2017-06-15,7,18,31,67,2
2017-06-16,7,30,41,92,1
2017-06-17,7,25,28,87,2
2017-06-18,6,20,31,68,1
2017-06-19,9,18,29,100,<1
2017-06-20,9,20,34,87,2
2017-06-21,6,23,35,83,2
2017-06-22,5,22,39,77,1
2017-06-23,7,19,30,82,2
2017-06-24,7,19,27,94,2
2017-06-25,3,23,33,79,1
2017-06-26,6,31,32,92,2
2017-06-27,11,21,39,85,3
2017-06-28,11,21,42,91,3
2017-06-29,8,21,34,90,0
2017-06-30,8,23,35,84,<1
2017-07-01,8,26,32,98,3
