Company_Name,Category,Address,Url,Latitude,Longitude,State
"ILS Hospitals, Agartala",General hospital,"Capital Complex Extension P.O - New Secretariat, Agartala, Tripura 799010, India","https://www.google.co.kr/maps/place/ILS+Hospitals,+Agartala/data=!4m5!3m4!1s0x3753f14d1a5ccdad:0x1d6e81bdd9eaa78c!8m2!3d23.867536!4d91.289606?authuser=0&hl=en&rclk=1",23.867536,91.289606,Tripura
"Dhalai District Hospital,Kulai",Government hospital,"Dist, Purba Nalichhara, Tripura 799278, India","https://www.google.co.kr/maps/place/Dhalai+District+Hospital,Kulai/data=!4m5!3m4!1s0x3753d2adfeff58f7:0x279d18e725b96237!8m2!3d23.9548798!4d91.8252288?authuser=0&hl=en&rclk=1",23.9548798,91.8252288,Tripura
"District Hospital, Dharmanagar, North Tripura",Hospital,"95Q5+X43, Chandrapur, Dharmanagar, Tripura 799251, India","https://www.google.co.kr/maps/place/District+Hospital,+Dharmanagar,+North+Tripura/data=!4m5!3m4!1s0x3751ecc77c92b9cb:0x5104dc9375ae5e91!8m2!3d24.3898786!4d92.1578064?authuser=0&hl=en&rclk=1",24.3898786,92.1578064,Tripura
District Hospital - Gomati Tripura,Hospital,"Dist omati, Shillong - Agartala - Sabrum Rd, Radhakishorepur R.F., Tripura 799114, India",https://www.google.co.kr/maps/place/District+Hospital+-+Gomati+Tripura/data=!4m5!3m4!1s0x375399e583b72c25:0xbc41d9612b1118fb!8m2!3d23.5544771!4d91.4556067?authuser=0&hl=en&rclk=1,23.5544771,91.4556067,Tripura
"District Hospital,South Tripura",Hospital,"Trijunction, Bagafa Rd, Santirbazar, Tripura 799144, India","https://www.google.co.kr/maps/place/District+Hospital,South+Tripura/data=!4m5!3m4!1s0x37530bc61ae650f3:0xca315a423254c0ed!8m2!3d23.3142658!4d91.5831544?authuser=0&hl=en&rclk=1",23.3142658,91.5831544,Tripura
Tripura Sundari Hospital,Hospital,"Dak Bunglow Rd, Udaipur, Tripura 799120, India",https://www.google.co.kr/maps/place/Tripura+Sundari+Hospital/data=!4m5!3m4!1s0x375398415bcc178d:0x4a83d9c618fab71c!8m2!3d23.5363599!4d91.4974344?authuser=0&hl=en&rclk=1,23.5363599,91.4974344,Tripura
Bishramganj Hospital,Hospital,"Shillong - Agartala - Sabrum Rd, Hospital Tilla, Bishramganj, Tripura 799103, India",https://www.google.co.kr/maps/place/Bishramganj+Hospital/data=!4m5!3m4!1s0x37538fc9802ba47b:0x943e69abc4dd1180!8m2!3d23.6088299!4d91.3507393?authuser=0&hl=en&rclk=1,23.6088299,91.3507393,Tripura
Bishalgarh Sub-Divisional Hospital,Hospital,"M7MH+5QF, Office Tila, Bishalgarh, Tripura 799102, India",https://www.google.co.kr/maps/place/Bishalgarh+Sub-Divisional+Hospital/data=!4m5!3m4!1s0x37538bed87e400b1:0x506401e514f934f6!8m2!3d23.682927!4d91.2794191?authuser=0&hl=en&rclk=1,23.682927,91.2794191,Tripura
ASR Hospitas PVT Ltd.,Hospital,"Ground floor, Times 24 Building, Hari Ganga Basak Rd, opposite of Sarkar Nursing Home, Agartala, Tripura 799001, India",https://www.google.co.kr/maps/place/ASR+Hospitas+PVT+Ltd./data=!4m5!3m4!1s0x3753f47255555555:0x90de12582fab0ddf!8m2!3d23.8297485!4d91.2776009?authuser=0&hl=en&rclk=1,23.8297485,91.2776009,Tripura
Agartala Nursing Home,Hospital,"Mantribari Rd, Battala, Agartala, Tripura 799001, India",https://www.google.co.kr/maps/place/Agartala+Nursing+Home/data=!4m5!3m4!1s0x3753f412b72e1a53:0xfb08ec0bdbae4f29!8m2!3d23.829997!4d91.2785489?authuser=0&hl=en&rclk=1,23.829997,91.2785489,Tripura
Venkataesware Hospitals,Hospital,"Chittaranjan Road, Agartala, Tripura 799004, India",https://www.google.co.kr/maps/place/Venkataesware+Hospitals/data=!4m5!3m4!1s0x3753f40b26be7f9b:0x5f2d34da1263ca42!8m2!3d23.8303726!4d91.2864518?authuser=0&hl=en&rclk=1,23.8303726,91.2864518,Tripura
Hospital,General hospital,"F8MH+8HJ, Telkajla, Tripura 799115, India",https://www.google.co.kr/maps/place/Hospital/data=!4m5!3m4!1s0x37538487dd6e718b:0x2abafbacd90880d!8m2!3d23.4833315!4d91.3288827?authuser=0&hl=en&rclk=1,23.4833315,91.3288827,Tripura
Vatenary Hospital,Hospital,"Q6GM+5V6, Pandabpur, Tripura 799003, India",https://www.google.co.kr/maps/place/Vatenary+Hospital/data=!4m5!3m4!1s0x3753f5393a1a5d0d:0x2a109942f1e12c5a!8m2!3d23.7754201!4d91.2346334?authuser=0&hl=en&rclk=1,23.7754201,91.2346334,Tripura
Kanchanmala Hospital,Hospital,"P8P8+9CV, Kanchanmala, Tripura 799130, India",https://www.google.co.kr/maps/place/Kanchanmala+Hospital/data=!4m5!3m4!1s0x37538cc2f05430e1:0xd74571c61898f85e!8m2!3d23.7359767!4d91.316058?authuser=0&hl=en&rclk=1,23.7359767,91.316058,Tripura
Karbook Hospital,Hospital,"Ichhachhari, Tripura 799144, India",https://www.google.co.kr/maps/place/Karbook+Hospital/data=!4m5!3m4!1s0x375300cd3ce1bfb5:0xeb125d6bec9cd582!8m2!3d23.3389733!4d91.7549412?authuser=0&hl=en&rclk=1,23.3389733,91.7549412,Tripura
MODERN PSYCHIATRY HOSPITAL,Hospital,"Narsingarh, Singarbil, Tripura 799009, India",https://www.google.co.kr/maps/place/MODERN+PSYCHIATRY+HOSPITAL/data=!4m5!3m4!1s0x3753f7aa1e692e0f:0xcdd649692c1bb3ea!8m2!3d23.906836!4d91.2496406?authuser=0&hl=en&rclk=1,23.906836,91.2496406,Tripura
AOD Hospital,Hospital,"J86X+6V6, Hospital Tilla, Bishramganj, Tripura 799103, India",https://www.google.co.kr/maps/place/AOD+Hospital/data=!4m5!3m4!1s0x37538fcbb6aaaaab:0xcd8eae6813ab6e8c!8m2!3d23.610538!4d91.349637?authuser=0&hl=en&rclk=1,23.610538,91.349637,Tripura
District Hospital,Hospital,"Tepania, Tripura, India",https://www.google.co.kr/maps/place/District+Hospital/data=!4m5!3m4!1s0x375399ef09851167:0xb2b3ef64c653b1a!8m2!3d23.5522721!4d91.4556718?authuser=0&hl=en&rclk=1,23.5522721,91.4556718,Tripura
IGM Hospital (New Building Under Construction),Hospital,"Dhaleswar A.A.Road, RMS Chowmuhani, Dhaleswar, Agartala, Tripura 799001, India",https://www.google.co.kr/maps/place/IGM+Hospital+(New+Building+Under+Construction)/data=!4m5!3m4!1s0x3753f4130f9259a9:0x931ed63a7c8ba5e9!8m2!3d23.8317582!4d91.2764217?authuser=0&hl=en&rclk=1,23.8317582,91.2764217,Tripura
Takarjala Hospital,Hospital,"PC4C+FHJ, Takarjala, Tripura 799045, India",https://www.google.co.kr/maps/place/Takarjala+Hospital/data=!4m5!3m4!1s0x375393a1020654a7:0xadc2662d5e80c539!8m2!3d23.706202!4d91.4213961?authuser=0&hl=en&rclk=1,23.706202,91.4213961,Tripura
HOSPITAL,Hospital,"Ampinagar, Tripura 799101, India",https://www.google.co.kr/maps/place/HOSPITAL/data=!4m5!3m4!1s0x3753b9767c84a177:0x63387fd8014147db!8m2!3d23.6767456!4d91.6350713?authuser=0&hl=en&rclk=1,23.6767456,91.6350713,Tripura
Belonia Sub Divisional Hospital,Hospital,"Belonia, Tripura 799155, India",https://www.google.co.kr/maps/place/Belonia+Sub+Divisional+Hospital/data=!4m5!3m4!1s0x375373beaaaaaaab:0x3d97bcb481051caf!8m2!3d23.2504915!4d91.4676394?authuser=0&hl=en&rclk=1,23.2504915,91.4676394,Tripura
Hospital Kumarghat,Hospital,"527R+96H, Pabiachhara part, Tripura 799264, India",https://www.google.co.kr/maps/place/Hospital+Kumarghat/data=!4m5!3m4!1s0x375189bb0b8778ed:0x30f40d2af2a6c553!8m2!3d24.1634256!4d92.0406089?authuser=0&hl=en&rclk=1,24.1634256,92.0406089,Tripura
Makunda Christian Missionary Hospital,Hospital,"Kamacherra, Ambassa, Tripura, India",https://www.google.co.kr/maps/place/Makunda+Christian+Missionary+Hospital/data=!4m5!3m4!1s0x375232cb15f32d37:0x7fc0cb423e491f5c!8m2!3d23.9148029!4d91.833079?authuser=0&hl=en&rclk=1,23.9148029,91.833079,Tripura
RGM Hospital Kailashahar,Government hospital,"near RGM Hospital, Kailashahar, Tripura 799277, India",https://www.google.co.kr/maps/place/RGM+Hospital+Kailashahar/data=!4m5!3m4!1s0x37518fe23286765b:0xbea7480dd368058!8m2!3d24.3182016!4d92.0021923?authuser=0&hl=en&rclk=1,24.3182016,92.0021923,Tripura
Bishramganj grouth centre,Hospital,"Agartala - Sabrum Rd, Bishramganj, Tripura 799103, India",https://www.google.co.kr/maps/place/Bishramganj+grouth+centre/data=!4m5!3m4!1s0x37538fb6744a45a5:0x31d8e4ff542b3b71!8m2!3d23.6085129!4d91.3454999?authuser=0&hl=en&rclk=1,23.6085129,91.3454999,Tripura
District Hospital Khowai,Hospital,"3JC3+H3P, Khowai, Tripura 799202, India",https://www.google.co.kr/maps/place/District+Hospital+Khowai/data=!4m5!3m4!1s0x3753d933e79b708f:0xf75716fbd70b9131!8m2!3d24.0714562!4d91.6027164?authuser=0&hl=en&rclk=1,24.0714562,91.6027164,Tripura
Makunda Christian Leprosy & General Hospital,Hospital,"WR8M+26X, Raipasa, Tripura 799204, India",https://www.google.co.kr/maps/place/Makunda+Christian+Leprosy+%26+General+Hospital/data=!4m5!3m4!1s0x375232cb17c8890b:0xae85853f6172632b!8m2!3d23.9151235!4d91.8331185?authuser=0&hl=en&rclk=1,23.9151235,91.8331185,Tripura
St. Joseph's Hospital,Hospital,"DC Para Main Rd, Bodhjung Nagar, Agartala, Tripura 799008, India",https://www.google.co.kr/maps/place/St.+Joseph's+Hospital/data=!4m5!3m4!1s0x3753f178a0679c73:0xdfef3816636611b6!8m2!3d23.8600693!4d91.3275701?authuser=0&hl=en&rclk=1,23.8600693,91.3275701,Tripura
Regional Cancer Institute,Hospital,"Kunjaban, Agartala, Tripura 799006, India",https://www.google.co.kr/maps/place/Regional+Cancer+Institute/data=!4m5!3m4!1s0x3753f1516d4a4b9f:0x9cb5ffa8caab4b3!8m2!3d23.8607129!4d91.2945913?authuser=0&hl=en&rclk=1,23.8607129,91.2945913,Tripura
"ECHS POLYCLINIC, AGARTALA",Hospital,"V7JV+788, Salbagan, Agartala, Tripura 799012, India","https://www.google.co.kr/maps/place/ECHS+POLYCLINIC,+AGARTALA/data=!4m5!3m4!1s0x3753f13422828c1b:0x8d2704ebb67b73a3!8m2!3d23.8806564!4d91.2933417?authuser=0&hl=en&rclk=1",23.8806564,91.2933417,Tripura
DR. ARINDAM DATTA CLINIC,Hospital,"Pragati Rd, Krishna Nagar, Agartala, Tripura 799002, India",https://www.google.co.kr/maps/place/DR.+ARINDAM+DATTA+CLINIC/data=!4m5!3m4!1s0x3753f5abe4094825:0x2a8a830d46ab89b2!8m2!3d23.8414161!4d91.278033?authuser=0&hl=en&rclk=1,23.8414161,91.278033,Tripura
Madhupur Primary Health Centre,Hospital,"799102, Madhupur, Tripura, India",https://www.google.co.kr/maps/place/Madhupur+Primary+Health+Centre/data=!4m5!3m4!1s0x37538a8fde0f9113:0x3d53a62f1c3d4d4d!8m2!3d23.7221928!4d91.2227074?authuser=0&hl=en&rclk=1,23.7221928,91.2227074,Tripura
Melaghar Hospital,Hospital,"Melaghar, Tripura 799115, India",https://www.google.co.kr/maps/place/Melaghar+Hospital/data=!4m5!3m4!1s0x3753848b7ea00b7d:0xd79a68a9289e1997!8m2!3d23.4931504!4d91.3322321?authuser=0&hl=en&rclk=1,23.4931504,91.3322321,Tripura
Hospital,Hospital,"Melaghar - Sonamura Rd, Ghrantali, Tripura 799115, India",https://www.google.co.kr/maps/place/Hospital/data=!4m5!3m4!1s0x37538508be176679:0xdf811688d2855325!8m2!3d23.4963867!4d91.3054678?authuser=0&hl=en&rclk=1,23.4963867,91.3054678,Tripura
Veterinary Hospital,Hospital,"NEEPCO Road, opposite to, Annada Spices Factory, R.K. Nagar, Bodhjung Nagar, Agartala, Tripura 799008, India",https://www.google.co.kr/maps/place/Veterinary+Hospital/data=!4m5!3m4!1s0x3753f17224a40575:0xd587ccfbb0f7a1e0!8m2!3d23.8678021!4d91.3496312?authuser=0&hl=en&rclk=1,23.8678021,91.3496312,Tripura
"Dakshin Rani,Health Centre,tripura",Hospital,"F92V+3H2, Uttar taibadul, Tripura 799105, India","https://www.google.co.kr/maps/place/Dakshin+Rani,Health+Centre,tripura/data=!4m5!3m4!1s0x37539d2f86c7cbb9:0xab173af55823541!8m2!3d23.450143!4d91.3938803?authuser=0&hl=en&rclk=1",23.450143,91.3938803,Tripura
Jalabasa Hospital,Hospital,"Jalabasa, Pekuchhara, Tripura 799260, India",https://www.google.co.kr/maps/place/Jalabasa+Hospital/data=!4m5!3m4!1s0x3751f307d55cf59b:0xd512f6811ff6e6ad!8m2!3d24.2591773!4d92.1819341?authuser=0&hl=en&rclk=1,24.2591773,92.1819341,Tripura
Baikhora Hospital,Hospital,"Baikhora, Tripura 799142, India",https://www.google.co.kr/maps/place/Baikhora+Hospital/data=!4m5!3m4!1s0x37530c7318158985:0xb1543dbe7ef01b15!8m2!3d23.2709341!4d91.5777122?authuser=0&hl=en&rclk=1,23.2709341,91.5777122,Tripura
Sanicherra P.H.C. শনিছড়া প্রাথমিক স্বাস্থ্য কেন্দ্র,Hospital,"96HJ+C85, Dharmanagar, Tripura 799262, India",https://www.google.co.kr/maps/place/Sanicherra+P.H.C.+%E0%A6%B6%E0%A6%A8%E0%A6%BF%E0%A6%9B%E0%A6%A1%E0%A6%BC%E0%A6%BE+%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A5%E0%A6%AE%E0%A6%BF%E0%A6%95+%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A7%8D%E0%A6%A5%E0%A7%8D%E0%A6%AF+%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0/data=!4m5!3m4!1s0x3751ee9b2108e969:0xfd13bbd5dddbdfd!8m2!3d24.3785129!4d92.2308481?authuser=0&hl=en&rclk=1,24.3785129,92.2308481,Tripura
Mohanpur Hospital,Government hospital,"X9CC+GX9, Sidhai Mohanpur, Tripura 799211, India",https://www.google.co.kr/maps/place/Mohanpur+Hospital/data=!4m5!3m4!1s0x3753e549df4345f3:0xe485ec026ad3e86e!8m2!3d23.9712836!4d91.372488?authuser=0&hl=en&rclk=1,23.9712836,91.372488,Tripura
Unity Gastro & Liver Hospital,Hospital,"17, Thakur Pally Rd, opp. CNG Pump station, Kadamtali, Padma Pukur, Krishna Nagar, Agartala, Tripura 799001, India",https://www.google.co.kr/maps/place/Unity+Gastro+%26+Liver+Hospital/data=!4m5!3m4!1s0x3753f58080a0b617:0x2468143bfeefff3!8m2!3d23.8342447!4d91.2764067?authuser=0&hl=en&rclk=1,23.8342447,91.2764067,Tripura
Mortuary GBP Hospital,Government hospital,"V75R+GWQ, Kunjaban, Agartala, Tripura 799006, India",https://www.google.co.kr/maps/place/Mortuary+GBP+Hospital/data=!4m5!3m4!1s0x3753f1547689c3ed:0x72af8b344a42501a!8m2!3d23.85884!4d91.2923634?authuser=0&hl=en&rclk=1,23.85884,91.2923634,Tripura
"Dasharath Deb Memorial Primary Health Center, Ratanpur Hospital",Hospital,"2GVC+X9C, Ratanpur, Tripura 799201, India","https://www.google.co.kr/maps/place/Dasharath+Deb+Memorial+Primary+Health+Center,+Ratanpur+Hospital/data=!4m5!3m4!1s0x3753de01d7e4596b:0x2c0d661aaf08970f!8m2!3d24.0449453!4d91.5208876?authuser=0&hl=en&rclk=1",24.0449453,91.5208876,Tripura
Teliamura Subdivision Hospital,Hospital,"Ompi Road, Teliamura, Tripura 799205, India",https://www.google.co.kr/maps/place/Teliamura+Subdivision+Hospital/data=!4m5!3m4!1s0x3753c66394386bd1:0x1fd5503692ef06a3!8m2!3d23.8337088!4d91.6410516?authuser=0&hl=en&rclk=1,23.8337088,91.6410516,Tripura
Yashoda Hospitals Medical Information Centre,Medical Center,"Yashoda Hospitals Medical Center KPS Mansion (02nd Floor), Above Life Care Pharmacy Krishna Nagar, Main Road, W, Agartala, Tripura 799001, India",https://www.google.co.kr/maps/place/Yashoda+Hospitals+Medical+Information+Centre/data=!4m5!3m4!1s0x3753f5c62016aa1d:0xa889590f365c457e!8m2!3d23.8385453!4d91.2714441?authuser=0&hl=en&rclk=1,23.8385453,91.2714441,Tripura
Government Ayurvedic Hospital,Hospital,"R7HG+JFJ, Rabindra palli, Battala, Agartala, Tripura 799001, India",https://www.google.co.kr/maps/place/Government+Ayurvedic+Hospital/data=!4m5!3m4!1s0x3753f46ccbfa6b2d:0x41076235fb0378a7!8m2!3d23.8290943!4d91.2761414?authuser=0&hl=en&rclk=1,23.8290943,91.2761414,Tripura
Gandacherra Sub Divisional Hospital,Hospital,"JR39+X49, Gandacherra, Tripura 799284, India",https://www.google.co.kr/maps/place/Gandacherra+Sub+Divisional+Hospital/data=!4m5!3m4!1s0x3753b2d94590180b:0xe6c9acae43d8f9c5!8m2!3d23.6049101!4d91.8178564?authuser=0&hl=en&rclk=1,23.6049101,91.8178564,Tripura
muhuripur hospital(P.H.C),Hospital,"hospital road, Muhuripur, India",https://www.google.co.kr/maps/place/muhuripur+hospital(P.H.C)/data=!4m5!3m4!1s0x37530db26cd3482d:0x3b2ef6c29406395f!8m2!3d23.2271825!4d91.5700854?authuser=0&hl=en&rclk=1,23.2271825,91.5700854,Tripura
Hospital Kakraban,Hospital,"799105, Kamarangatali, Tripura, India",https://www.google.co.kr/maps/place/Hospital+Kakraban/data=!4m5!3m4!1s0x37539b849d980547:0x3b68eb31ff9dd904!8m2!3d23.481174!4d91.4097268?authuser=0&hl=en&rclk=1,23.481174,91.4097268,Tripura
Thelakung Hospital,Hospital,"Thelakung, P.S- Jampuijala, Sepahijala, Tripura 799102, India",https://www.google.co.kr/maps/place/Thelakung+Hospital/data=!4m5!3m4!1s0x375395e71403d915:0xd0da9eb602ee554!8m2!3d23.6686112!4d91.5030006?authuser=0&hl=en&rclk=1,23.6686112,91.5030006,Tripura
Old Regional Cancer Hospital 🏥,Hospital,"V76V+5G6, Kunjaban, Agartala, Tripura 799006, India",https://www.google.co.kr/maps/place/Old+Regional+Cancer+Hospital+%F0%9F%8F%A5/data=!4m5!3m4!1s0x3753f153e0f56343:0xc690a8e2df9bbe24!8m2!3d23.8604038!4d91.2937675?authuser=0&hl=en&rclk=1,23.8604038,91.2937675,Tripura
