Record Id,Shared To Id,Permission Type,Sharing Source,Shared By Id,Shared Time,Shared From Id,Share Related Records
zcrm_1920545000001882023,zcrm_1920545000001666003,,0,zcrm_1920545000003466001,2018-07-17 13:44:32,zcrm_1920545000001882023,0
zcrm_1920545000006860061,zcrm_1920545000001666003,,0,zcrm_1920545000003466001,2019-05-31 15:05:19,zcrm_1920545000006860061,0
zcrm_1920545000031042014,zcrm_1920545000001666011,,0,zcrm_1920545000016756022,2020-11-21 03:26:01,zcrm_1920545000031042014,0
zcrm_1920545000008614012,zcrm_1920545000002567031,,0,zcrm_1920545000016756022,2020-01-22 18:55:20,zcrm_1920545000008614012,0
zcrm_1920545000014435183,zcrm_1920545000002567031,,0,zcrm_1920545000016756022,2019-11-08 20:40:05,zcrm_1920545000014435183,0
zcrm_1920545000024685001,zcrm_1920545000011572075,,0,zcrm_1920545000016756022,2020-01-15 18:19:56,zcrm_1920545000024685001,0
zcrm_1920545000026580401,zcrm_1920545000011572075,,0,zcrm_1920545000016756022,2021-05-12 20:44:32,zcrm_1920545000026580401,0
zcrm_1920545000024297028,zcrm_1920545000022219003,,0,zcrm_1920545000016756022,2020-04-08 18:04:08,zcrm_1920545000024297028,0
