Record Id,S.NO,QuotedItems Owner Id,Created by ID,Modified by ID,Created Time,Modified Time,Last Activity Time,Layout ID,Parent ID,Currency,Exchange Rate,Product ID,Description,Quantity,Price Book Id,List Price,Amount,Discount,Total After Discount,Tax,Total
zcrm_1920545000007412007,1,zcrm_1920545000006702001,zcrm_1920545000006702001,zcrm_1920545000006702001,2018-05-25 20:13:47,2018-05-25 20:13:47,,,zcrm_1920545000007412005,INR,1.000000000,zcrm_1920545000006890744,"InBody 270
Body Composition Analyzer,SMF-BIA Technology, 10 Impedance Measurement via 2 Frequencies(20 KHz, 100 KHz), Voice Guidance,  600 x 1024 7inch Color TFT LCD Display, Touchscreen, Keypad input interface,100,000 Data Backup, 30 seconds measuring time, Bluetooth & Wi Fi Connectivity.",1.0,,650000.0,650000.0,260000.0,390000.0,0.0,390000.0
