Convert Id,Lead ID,Company ID,Customer ID,Deal ID,Lead Creation Date,Converted Time,Converted By Id
zcrm_1920545000002691365,zcrm_1920545000002655578,zcrm_1920545000002691345,zcrm_1920545000002691347,zcrm_1920545000002691349,2017-09-19 17:36:03,2017-09-22 14:54:24,zcrm_1920545000000097003
zcrm_1920545000002691399,zcrm_1920545000002655580,zcrm_1920545000002691379,zcrm_1920545000002691381,zcrm_1920545000002691383,2017-09-19 17:36:03,2017-09-22 14:58:51,zcrm_1920545000000097003
zcrm_1920545000002691437,zcrm_1920545000002655582,zcrm_1920545000002691417,zcrm_1920545000002691419,zcrm_1920545000002691421,2017-09-19 17:36:03,2017-09-22 15:03:47,zcrm_1920545000000097003
zcrm_1920545000002691465,zcrm_1920545000002655583,zcrm_1920545000002691445,zcrm_1920545000002691447,zcrm_1920545000002691449,2017-09-19 17:36:03,2017-09-22 15:04:52,zcrm_1920545000000097003
zcrm_1920545000002691493,zcrm_1920545000002655584,zcrm_1920545000002691473,zcrm_1920545000002691475,zcrm_1920545000002691477,2017-09-19 17:36:03,2017-09-22 15:06:39,zcrm_1920545000000097003
zcrm_1920545000002691521,zcrm_1920545000002655585,zcrm_1920545000002691501,zcrm_1920545000002691503,zcrm_1920545000002691505,2017-09-19 17:36:03,2017-09-22 15:07:32,zcrm_1920545000000097003
zcrm_1920545000002691553,zcrm_1920545000002655586,zcrm_1920545000001013002,zcrm_1920545000002691537,zcrm_1920545000002691539,2017-09-19 17:36:03,2017-09-22 15:35:31,zcrm_1920545000000097003
zcrm_1920545000002691581,zcrm_1920545000002655587,zcrm_1920545000002691561,zcrm_1920545000002691563,zcrm_1920545000002691565,2017-09-19 17:36:03,2017-09-22 15:37:36,zcrm_1920545000000097003
zcrm_1920545000002691609,zcrm_1920545000002655588,zcrm_1920545000002691589,zcrm_1920545000002691591,zcrm_1920545000002691593,2017-09-19 17:36:03,2017-09-22 15:38:14,zcrm_1920545000000097003
zcrm_1920545000002691637,zcrm_1920545000002655589,zcrm_1920545000002691617,zcrm_1920545000002691619,zcrm_1920545000002691621,2017-09-19 17:36:03,2017-09-22 15:43:32,zcrm_1920545000000097003
zcrm_1920545000002691665,zcrm_1920545000002655590,zcrm_1920545000002691645,zcrm_1920545000002691647,zcrm_1920545000002691649,2017-09-19 17:36:03,2017-09-22 15:44:12,zcrm_1920545000000097003
zcrm_1920545000002691693,zcrm_1920545000002655591,zcrm_1920545000002691673,zcrm_1920545000002691675,zcrm_1920545000002691677,2017-09-19 17:36:03,2017-09-22 15:46:07,zcrm_1920545000000097003
zcrm_1920545000002691721,zcrm_1920545000002655593,zcrm_1920545000002691701,zcrm_1920545000002691703,zcrm_1920545000002691705,2017-09-19 17:36:03,2017-09-22 15:46:47,zcrm_1920545000000097003
zcrm_1920545000002691741,zcrm_1920545000002655592,zcrm_1920545000002691701,zcrm_1920545000002691703,zcrm_1920545000002691729,2017-09-19 17:36:03,2017-09-22 15:47:41,zcrm_1920545000000097003
zcrm_1920545000002691769,zcrm_1920545000002655595,zcrm_1920545000002691749,zcrm_1920545000002691751,zcrm_1920545000002691753,2017-09-19 17:36:03,2017-09-22 15:52:27,zcrm_1920545000000097003
zcrm_1920545000002691789,zcrm_1920545000002655594,zcrm_1920545000002691749,zcrm_1920545000002691751,zcrm_1920545000002691777,2017-09-19 17:36:03,2017-09-22 15:53:48,zcrm_1920545000000097003
zcrm_1920545000002691817,zcrm_1920545000002655596,zcrm_1920545000002691797,zcrm_1920545000002691799,zcrm_1920545000002691801,2017-09-19 17:36:03,2017-09-22 15:59:30,zcrm_1920545000000097003
zcrm_1920545000002691845,zcrm_1920545000002655597,zcrm_1920545000002691825,zcrm_1920545000002691827,zcrm_1920545000002691829,2017-09-19 17:36:03,2017-09-22 16:00:25,zcrm_1920545000000097003
zcrm_1920545000002691873,zcrm_1920545000002655598,zcrm_1920545000002691853,zcrm_1920545000002691855,zcrm_1920545000002691857,2017-09-19 17:36:03,2017-09-22 16:01:33,zcrm_1920545000000097003
zcrm_1920545000002691929,zcrm_1920545000002655600,zcrm_1920545000002691909,zcrm_1920545000002691911,zcrm_1920545000002691913,2017-09-19 17:36:03,2017-09-22 16:04:19,zcrm_1920545000000097003
zcrm_1920545000002691957,zcrm_1920545000002655601,zcrm_1920545000002691937,zcrm_1920545000002691939,zcrm_1920545000002691941,2017-09-19 17:36:03,2017-09-22 16:06:56,zcrm_1920545000000097003
zcrm_1920545000002691991,zcrm_1920545000002655602,zcrm_1920545000002691971,zcrm_1920545000002691973,zcrm_1920545000002691975,2017-09-19 17:36:03,2017-09-22 18:23:18,zcrm_1920545000000097003
zcrm_1920545000002692023,zcrm_1920545000002679033,zcrm_1920545000002692011,zcrm_1920545000002692013,,2017-09-21 18:12:14,2017-09-22 14:46:16,zcrm_1920545000001670001
zcrm_1920545000002692059,zcrm_1920545000002636001,zcrm_1920545000002692041,zcrm_1920545000002692043,zcrm_1920545000002692045,2017-09-18 13:33:12,2017-09-22 14:52:59,zcrm_1920545000001670001
zcrm_1920545000002692083,zcrm_1920545000002607043,zcrm_1920545000002692065,zcrm_1920545000002692067,zcrm_1920545000002692069,2017-09-15 11:54:21,2017-09-22 14:53:41,zcrm_1920545000001670001
zcrm_1920545000002692107,zcrm_1920545000002502047,zcrm_1920545000002692089,zcrm_1920545000002692091,zcrm_1920545000002692093,2017-09-07 11:45:35,2017-09-22 14:54:23,zcrm_1920545000001670001
zcrm_1920545000002692131,zcrm_1920545000002184056,zcrm_1920545000002692113,zcrm_1920545000002692115,zcrm_1920545000002692117,2017-08-14 16:42:11,2017-09-22 14:55:14,zcrm_1920545000001670001
zcrm_1920545000002692155,zcrm_1920545000001886003,zcrm_1920545000002692137,zcrm_1920545000002692139,zcrm_1920545000002692141,2017-07-26 13:34:14,2017-09-22 14:55:51,zcrm_1920545000001670001
zcrm_1920545000002692179,zcrm_1920545000002607001,zcrm_1920545000002692161,zcrm_1920545000002692163,zcrm_1920545000002692165,2017-09-15 11:37:39,2017-09-22 14:56:34,zcrm_1920545000001670001
zcrm_1920545000002692203,zcrm_1920545000002477001,zcrm_1920545000002692185,zcrm_1920545000002692187,zcrm_1920545000002692189,2017-09-05 21:33:06,2017-09-22 14:57:39,zcrm_1920545000001670001
zcrm_1920545000002692227,zcrm_1920545000001874056,zcrm_1920545000002692209,zcrm_1920545000002692211,zcrm_1920545000002692213,2017-07-25 14:07:35,2017-09-22 14:58:19,zcrm_1920545000001670001
zcrm_1920545000002692251,zcrm_1920545000001732238,zcrm_1920545000002692233,zcrm_1920545000002692235,zcrm_1920545000002692237,2017-07-12 17:58:45,2017-09-22 14:59:04,zcrm_1920545000001670001
zcrm_1920545000002692283,zcrm_1920545000001712125,zcrm_1920545000002692265,zcrm_1920545000002692267,zcrm_1920545000002692269,2017-07-10 17:38:04,2017-09-22 15:02:17,zcrm_1920545000001670001
zcrm_1920545000002692309,zcrm_1920545000001752001,zcrm_1920545000002692291,zcrm_1920545000002692293,zcrm_1920545000002692295,2017-07-12 19:25:56,2017-09-22 15:04:15,zcrm_1920545000001670001
zcrm_1920545000002692335,zcrm_1920545000002568075,zcrm_1920545000002692317,zcrm_1920545000002692319,zcrm_1920545000002692321,2017-09-13 14:56:30,2017-09-22 15:06:04,zcrm_1920545000001670001
zcrm_1920545000002692364,zcrm_1920545000000471009,zcrm_1920545000002692346,zcrm_1920545000002692348,zcrm_1920545000002692350,2016-11-09 16:06:10,2017-09-22 15:13:49,zcrm_1920545000001670001
zcrm_1920545000002692386,zcrm_1920545000001712191,zcrm_1920545000002692368,zcrm_1920545000002692370,zcrm_1920545000002692372,2017-07-10 18:01:40,2017-09-22 15:25:34,zcrm_1920545000001670001
zcrm_1920545000002699019,zcrm_1920545000002655603,zcrm_1920545000002691999,zcrm_1920545000002699001,zcrm_1920545000002699003,2017-09-19 17:36:03,2017-09-22 18:23:50,zcrm_1920545000000097003
zcrm_1920545000002699047,zcrm_1920545000002655604,zcrm_1920545000002699027,zcrm_1920545000002699029,zcrm_1920545000002699031,2017-09-19 17:36:03,2017-09-22 18:24:20,zcrm_1920545000000097003
zcrm_1920545000002699075,zcrm_1920545000002655605,zcrm_1920545000002699055,zcrm_1920545000002699057,zcrm_1920545000002699059,2017-09-19 17:36:03,2017-09-22 18:26:30,zcrm_1920545000000097003
zcrm_1920545000002699103,zcrm_1920545000002655606,zcrm_1920545000002699083,zcrm_1920545000002699085,zcrm_1920545000002699087,2017-09-19 17:36:03,2017-09-22 18:28:35,zcrm_1920545000000097003
zcrm_1920545000002699131,zcrm_1920545000002655607,zcrm_1920545000002699111,zcrm_1920545000002699113,zcrm_1920545000002699115,2017-09-19 17:36:03,2017-09-22 18:30:50,zcrm_1920545000000097003
zcrm_1920545000002699159,zcrm_1920545000002655608,zcrm_1920545000002699139,zcrm_1920545000002699141,zcrm_1920545000002699143,2017-09-19 17:36:03,2017-09-22 18:34:16,zcrm_1920545000000097003
zcrm_1920545000002699187,zcrm_1920545000002655609,zcrm_1920545000002699167,zcrm_1920545000002699169,zcrm_1920545000002699171,2017-09-19 17:36:03,2017-09-22 18:36:02,zcrm_1920545000000097003
zcrm_1920545000002699215,zcrm_1920545000002655610,zcrm_1920545000002699195,zcrm_1920545000002699197,zcrm_1920545000002699199,2017-09-19 17:36:03,2017-09-22 18:39:26,zcrm_1920545000000097003
zcrm_1920545000002699243,zcrm_1920545000002655611,zcrm_1920545000002699223,zcrm_1920545000002699225,zcrm_1920545000002699227,2017-09-19 17:36:03,2017-09-22 18:40:18,zcrm_1920545000000097003
zcrm_1920545000002699263,zcrm_1920545000002655613,zcrm_1920545000002699251,zcrm_1920545000002699253,,2017-09-19 17:36:03,2017-09-22 18:41:19,zcrm_1920545000000097003
zcrm_1920545000002699295,zcrm_1920545000002655612,zcrm_1920545000002699251,zcrm_1920545000002699253,zcrm_1920545000002699283,2017-09-19 17:36:03,2017-09-22 18:43:01,zcrm_1920545000000097003
zcrm_1920545000002699323,zcrm_1920545000002655614,zcrm_1920545000002699303,zcrm_1920545000002699305,zcrm_1920545000002699307,2017-09-19 17:36:03,2017-09-22 18:45:32,zcrm_1920545000000097003
zcrm_1920545000002699351,zcrm_1920545000002655615,zcrm_1920545000002699331,zcrm_1920545000002699333,zcrm_1920545000002699335,2017-09-19 17:36:03,2017-09-22 18:47:14,zcrm_1920545000000097003
zcrm_1920545000002699379,zcrm_1920545000002655616,zcrm_1920545000002699359,zcrm_1920545000002699361,zcrm_1920545000002699363,2017-09-19 17:36:03,2017-09-22 18:49:39,zcrm_1920545000000097003
zcrm_1920545000002699411,zcrm_1920545000002655618,,,zcrm_1920545000002699395,2017-09-19 17:36:03,2017-09-22 18:55:11,zcrm_1920545000000097003
zcrm_1920545000002699439,zcrm_1920545000002655619,zcrm_1920545000002699419,zcrm_1920545000002699421,zcrm_1920545000002699423,2017-09-19 17:36:03,2017-09-22 18:56:40,zcrm_1920545000000097003
zcrm_1920545000002699465,zcrm_1920545000002655620,zcrm_1920545000002699447,zcrm_1920545000002699449,zcrm_1920545000002699451,2017-09-19 17:36:03,2017-09-22 18:57:45,zcrm_1920545000000097003
zcrm_1920545000002699493,zcrm_1920545000002655621,zcrm_1920545000002699473,zcrm_1920545000002699475,zcrm_1920545000002699477,2017-09-19 17:36:03,2017-09-22 18:58:35,zcrm_1920545000000097003
zcrm_1920545000002699521,zcrm_1920545000002655622,zcrm_1920545000002699501,zcrm_1920545000002699503,zcrm_1920545000002699505,2017-09-19 17:36:03,2017-09-22 19:08:50,zcrm_1920545000000097003
zcrm_1920545000002699549,zcrm_1920545000002655623,zcrm_1920545000002699529,zcrm_1920545000002699531,zcrm_1920545000002699533,2017-09-19 17:36:03,2017-09-22 19:22:20,zcrm_1920545000000097003
zcrm_1920545000002699577,zcrm_1920545000002655625,,,zcrm_1920545000002699561,2017-09-19 17:36:03,2017-09-22 19:28:55,zcrm_1920545000000097003
zcrm_1920545000002699613,zcrm_1920545000002655624,zcrm_1920545000002699593,zcrm_1920545000002699595,zcrm_1920545000002699597,2017-09-19 17:36:03,2017-09-22 19:32:13,zcrm_1920545000000097003
zcrm_1920545000002699641,zcrm_1920545000002655626,zcrm_1920545000002699621,zcrm_1920545000002699623,zcrm_1920545000002699625,2017-09-19 17:36:03,2017-09-22 19:33:38,zcrm_1920545000000097003
zcrm_1920545000002699669,zcrm_1920545000002655627,zcrm_1920545000002699649,zcrm_1920545000002699651,zcrm_1920545000002699653,2017-09-19 17:36:03,2017-09-22 19:36:16,zcrm_1920545000000097003
zcrm_1920545000002699697,zcrm_1920545000002655628,zcrm_1920545000002699677,zcrm_1920545000002699679,zcrm_1920545000002699681,2017-09-19 17:36:03,2017-09-22 19:36:52,zcrm_1920545000000097003
zcrm_1920545000002699725,zcrm_1920545000002655629,zcrm_1920545000002699705,zcrm_1920545000002699707,zcrm_1920545000002699709,2017-09-19 17:36:03,2017-09-22 19:37:32,zcrm_1920545000000097003
zcrm_1920545000002699753,zcrm_1920545000002655630,zcrm_1920545000002699733,zcrm_1920545000002699735,zcrm_1920545000002699737,2017-09-19 17:36:03,2017-09-22 19:38:20,zcrm_1920545000000097003
zcrm_1920545000002699783,zcrm_1920545000002655632,zcrm_1920545000002699763,zcrm_1920545000002699765,zcrm_1920545000002699767,2017-09-19 17:36:03,2017-09-22 19:52:14,zcrm_1920545000000097003
zcrm_1920545000002699811,zcrm_1920545000002655633,zcrm_1920545000002699791,zcrm_1920545000002699793,zcrm_1920545000002699795,2017-09-19 17:36:03,2017-09-22 19:59:32,zcrm_1920545000000097003
zcrm_1920545000002699839,zcrm_1920545000002655634,zcrm_1920545000002699819,zcrm_1920545000002699821,zcrm_1920545000002699823,2017-09-19 17:36:03,2017-09-22 20:02:30,zcrm_1920545000000097003
zcrm_1920545000002699867,zcrm_1920545000002655635,zcrm_1920545000002699847,zcrm_1920545000002699849,zcrm_1920545000002699851,2017-09-19 17:36:03,2017-09-22 20:03:39,zcrm_1920545000000097003
zcrm_1920545000002699895,zcrm_1920545000002655636,zcrm_1920545000002699875,zcrm_1920545000002699877,zcrm_1920545000002699879,2017-09-19 17:36:03,2017-09-22 20:04:28,zcrm_1920545000000097003
zcrm_1920545000002699923,zcrm_1920545000002655640,zcrm_1920545000002699903,zcrm_1920545000002699905,zcrm_1920545000002699907,2017-09-19 17:36:03,2017-09-22 20:06:12,zcrm_1920545000000097003
zcrm_1920545000002699943,zcrm_1920545000002655639,zcrm_1920545000002699903,zcrm_1920545000002699905,zcrm_1920545000002699931,2017-09-19 17:36:03,2017-09-22 20:12:48,zcrm_1920545000000097003
zcrm_1920545000002699963,zcrm_1920545000002655638,zcrm_1920545000002699903,zcrm_1920545000002699905,zcrm_1920545000002699951,2017-09-19 17:36:03,2017-09-22 20:13:53,zcrm_1920545000000097003
zcrm_1920545000002699983,zcrm_1920545000002655637,zcrm_1920545000002699903,zcrm_1920545000002699905,zcrm_1920545000002699971,2017-09-19 17:36:03,2017-09-22 20:16:02,zcrm_1920545000000097003
zcrm_1920545000002703025,zcrm_1920545000002655631,zcrm_1920545000000359013,zcrm_1920545000002703009,zcrm_1920545000002703011,2017-09-19 17:36:03,2017-09-22 21:32:21,zcrm_1920545000000097003
zcrm_1920545000002703045,zcrm_1920545000002655641,zcrm_1920545000000144005,zcrm_1920545000002703029,zcrm_1920545000002703031,2017-09-19 17:36:03,2017-09-22 21:35:18,zcrm_1920545000000097003
zcrm_1920545000002703071,zcrm_1920545000002655642,zcrm_1920545000002703051,zcrm_1920545000002703053,zcrm_1920545000002703055,2017-09-19 17:36:03,2017-09-22 21:38:52,zcrm_1920545000000097003
zcrm_1920545000002703099,zcrm_1920545000002655643,zcrm_1920545000002703079,zcrm_1920545000002703081,zcrm_1920545000002703083,2017-09-19 17:36:03,2017-09-22 21:39:58,zcrm_1920545000000097003
zcrm_1920545000002703133,zcrm_1920545000002655644,zcrm_1920545000002703113,zcrm_1920545000002703115,zcrm_1920545000002703117,2017-09-19 17:36:03,2017-09-22 21:43:45,zcrm_1920545000000097003
zcrm_1920545000002703161,zcrm_1920545000002655645,zcrm_1920545000002703141,zcrm_1920545000002703143,zcrm_1920545000002703145,2017-09-19 17:36:03,2017-09-22 21:44:28,zcrm_1920545000000097003
zcrm_1920545000002703189,zcrm_1920545000002655514,zcrm_1920545000002703169,zcrm_1920545000002703171,zcrm_1920545000002703173,2017-09-19 17:36:03,2017-09-22 21:45:31,zcrm_1920545000000097003
zcrm_1920545000002703217,zcrm_1920545000002655646,zcrm_1920545000002703197,zcrm_1920545000002703199,zcrm_1920545000002703201,2017-09-19 17:36:03,2017-09-22 21:46:21,zcrm_1920545000000097003
zcrm_1920545000002703245,zcrm_1920545000002655647,zcrm_1920545000002703225,zcrm_1920545000002703227,zcrm_1920545000002703229,2017-09-19 17:36:03,2017-09-22 21:46:58,zcrm_1920545000000097003
zcrm_1920545000002703273,zcrm_1920545000002655649,zcrm_1920545000002703253,zcrm_1920545000002703255,zcrm_1920545000002703257,2017-09-19 17:36:03,2017-09-22 21:47:44,zcrm_1920545000000097003
zcrm_1920545000002703307,zcrm_1920545000002655648,zcrm_1920545000002703287,zcrm_1920545000002703289,zcrm_1920545000002703291,2017-09-19 17:36:03,2017-09-22 21:49:05,zcrm_1920545000000097003
zcrm_1920545000002703335,zcrm_1920545000002655650,zcrm_1920545000002703315,zcrm_1920545000002703317,zcrm_1920545000002703319,2017-09-19 17:36:03,2017-09-22 21:51:59,zcrm_1920545000000097003
zcrm_1920545000002703363,zcrm_1920545000002655651,zcrm_1920545000002703343,zcrm_1920545000002703345,zcrm_1920545000002703347,2017-09-19 17:36:03,2017-09-22 21:54:27,zcrm_1920545000000097003
zcrm_1920545000002703391,zcrm_1920545000002655652,zcrm_1920545000002703371,zcrm_1920545000002703373,zcrm_1920545000002703375,2017-09-19 17:36:03,2017-09-22 21:57:17,zcrm_1920545000000097003
zcrm_1920545000002703419,zcrm_1920545000002655653,zcrm_1920545000002703399,zcrm_1920545000002703401,zcrm_1920545000002703403,2017-09-19 17:36:03,2017-09-22 21:59:41,zcrm_1920545000000097003
zcrm_1920545000002703447,zcrm_1920545000002655654,zcrm_1920545000002703427,zcrm_1920545000002703429,zcrm_1920545000002703431,2017-09-19 17:36:03,2017-09-22 22:00:27,zcrm_1920545000000097003
zcrm_1920545000002703479,zcrm_1920545000002655655,zcrm_1920545000002703459,zcrm_1920545000002703461,zcrm_1920545000002703463,2017-09-19 17:36:03,2017-09-22 22:01:15,zcrm_1920545000000097003
zcrm_1920545000002703507,zcrm_1920545000002655656,zcrm_1920545000002703487,zcrm_1920545000002703489,zcrm_1920545000002703491,2017-09-19 17:36:03,2017-09-22 22:01:45,zcrm_1920545000000097003
zcrm_1920545000002703533,zcrm_1920545000002655657,zcrm_1920545000002703513,zcrm_1920545000002703515,zcrm_1920545000002703517,2017-09-19 17:36:03,2017-09-22 22:02:20,zcrm_1920545000000097003
zcrm_1920545000002703561,zcrm_1920545000002655658,zcrm_1920545000002703541,zcrm_1920545000002703543,zcrm_1920545000002703545,2017-09-19 17:36:03,2017-09-22 22:03:12,zcrm_1920545000000097003
zcrm_1920545000002703589,zcrm_1920545000002655659,zcrm_1920545000002703569,zcrm_1920545000002703571,zcrm_1920545000002703573,2017-09-19 17:36:03,2017-09-22 22:03:52,zcrm_1920545000000097003
zcrm_1920545000002703613,zcrm_1920545000002655660,zcrm_1920545000000793352,zcrm_1920545000002703597,zcrm_1920545000002703599,2017-09-19 17:36:03,2017-09-22 22:05:28,zcrm_1920545000000097003
zcrm_1920545000002703643,zcrm_1920545000002655661,zcrm_1920545000002703623,zcrm_1920545000002703625,zcrm_1920545000002703627,2017-09-19 17:36:03,2017-09-22 22:06:14,zcrm_1920545000000097003
zcrm_1920545000002703671,zcrm_1920545000002655662,zcrm_1920545000002703651,zcrm_1920545000002703653,zcrm_1920545000002703655,2017-09-19 17:36:03,2017-09-22 22:06:45,zcrm_1920545000000097003
zcrm_1920545000002703699,zcrm_1920545000002655663,zcrm_1920545000002703679,zcrm_1920545000002703681,zcrm_1920545000002703683,2017-09-19 17:36:03,2017-09-22 22:07:19,zcrm_1920545000000097003
zcrm_1920545000002703727,zcrm_1920545000002655664,zcrm_1920545000002703707,zcrm_1920545000002703709,zcrm_1920545000002703711,2017-09-19 17:36:03,2017-09-22 22:07:53,zcrm_1920545000000097003
zcrm_1920545000002703757,zcrm_1920545000002655667,zcrm_1920545000002703737,zcrm_1920545000002703739,zcrm_1920545000002703741,2017-09-19 17:36:03,2017-09-22 22:08:56,zcrm_1920545000000097003
zcrm_1920545000002703779,zcrm_1920545000002655666,zcrm_1920545000002703737,zcrm_1920545000002703739,zcrm_1920545000002703767,2017-09-19 17:36:03,2017-09-22 22:09:46,zcrm_1920545000000097003
zcrm_1920545000002703801,zcrm_1920545000002655665,zcrm_1920545000002703737,zcrm_1920545000002703739,zcrm_1920545000002703789,2017-09-19 17:36:03,2017-09-22 22:10:28,zcrm_1920545000000097003
zcrm_1920545000002703831,zcrm_1920545000002655668,zcrm_1920545000002703811,zcrm_1920545000002703813,zcrm_1920545000002703815,2017-09-19 17:36:03,2017-09-22 22:12:10,zcrm_1920545000000097003
zcrm_1920545000002703859,zcrm_1920545000002655669,zcrm_1920545000002703839,zcrm_1920545000002703841,zcrm_1920545000002703843,2017-09-19 17:36:03,2017-09-22 22:12:38,zcrm_1920545000000097003
zcrm_1920545000002703887,zcrm_1920545000002655670,zcrm_1920545000002703867,zcrm_1920545000002703869,zcrm_1920545000002703871,2017-09-19 17:36:03,2017-09-22 22:13:37,zcrm_1920545000000097003
zcrm_1920545000002703915,zcrm_1920545000002655671,zcrm_1920545000002703895,zcrm_1920545000002703897,zcrm_1920545000002703899,2017-09-19 17:36:03,2017-09-22 22:14:18,zcrm_1920545000000097003
zcrm_1920545000002703943,zcrm_1920545000002655672,zcrm_1920545000002703923,zcrm_1920545000002703925,zcrm_1920545000002703927,2017-09-19 17:36:03,2017-09-22 22:14:56,zcrm_1920545000000097003
zcrm_1920545000002703975,zcrm_1920545000002655673,zcrm_1920545000002703955,zcrm_1920545000002703957,zcrm_1920545000002703959,2017-09-19 17:36:03,2017-09-22 22:15:37,zcrm_1920545000000097003
zcrm_1920545000002711003,zcrm_1920545000002655675,zcrm_1920545000002703983,zcrm_1920545000002703985,zcrm_1920545000002703987,2017-09-19 17:36:03,2017-09-22 22:16:10,zcrm_1920545000000097003
zcrm_1920545000002711029,zcrm_1920545000002655674,zcrm_1920545000002703983,zcrm_1920545000002703985,zcrm_1920545000002711017,2017-09-19 17:36:03,2017-09-22 22:18:11,zcrm_1920545000000097003
zcrm_1920545000002711057,zcrm_1920545000002655676,zcrm_1920545000002711037,zcrm_1920545000002711039,zcrm_1920545000002711041,2017-09-19 17:36:03,2017-09-22 22:18:48,zcrm_1920545000000097003
zcrm_1920545000002711085,zcrm_1920545000002655677,zcrm_1920545000002711065,zcrm_1920545000002711067,zcrm_1920545000002711069,2017-09-19 17:36:03,2017-09-22 22:19:46,zcrm_1920545000000097003
zcrm_1920545000002711113,zcrm_1920545000002655678,zcrm_1920545000002711093,zcrm_1920545000002711095,zcrm_1920545000002711097,2017-09-19 17:36:03,2017-09-22 22:20:18,zcrm_1920545000000097003
zcrm_1920545000002711141,zcrm_1920545000002655679,zcrm_1920545000002711121,zcrm_1920545000002711123,zcrm_1920545000002711125,2017-09-19 17:36:03,2017-09-22 22:21:10,zcrm_1920545000000097003
zcrm_1920545000002711169,zcrm_1920545000002655680,zcrm_1920545000002711149,zcrm_1920545000002711151,zcrm_1920545000002711153,2017-09-19 17:36:03,2017-09-22 22:21:46,zcrm_1920545000000097003
zcrm_1920545000002711195,zcrm_1920545000002655682,zcrm_1920545000002711175,zcrm_1920545000002711177,zcrm_1920545000002711179,2017-09-19 17:36:03,2017-09-22 22:22:29,zcrm_1920545000000097003
zcrm_1920545000002711215,zcrm_1920545000002655681,zcrm_1920545000002711175,zcrm_1920545000002711177,zcrm_1920545000002711203,2017-09-19 17:36:03,2017-09-22 22:23:16,zcrm_1920545000000097003
zcrm_1920545000002720019,zcrm_1920545000002338127,zcrm_1920545000002720001,zcrm_1920545000002720003,zcrm_1920545000002720005,2017-08-28 18:16:32,2017-09-23 19:31:11,zcrm_1920545000002263009
zcrm_1920545000002724034,zcrm_1920545000002724010,zcrm_1920545000002724016,zcrm_1920545000002724018,zcrm_1920545000002724020,2017-09-24 19:06:25,2017-09-24 20:07:08,zcrm_1920545000000243011
zcrm_1920545000002735025,zcrm_1920545000002735001,zcrm_1920545000002735007,zcrm_1920545000002735009,zcrm_1920545000002735011,2017-09-26 00:18:01,2017-09-26 01:19:15,zcrm_1920545000001670001
zcrm_1920545000002760027,zcrm_1920545000002760001,zcrm_1920545000002760009,zcrm_1920545000002760011,zcrm_1920545000002760013,2017-09-27 11:21:25,2017-09-27 12:23:05,zcrm_1920545000001670001
zcrm_1920545000002770142,zcrm_1920545000002522035,zcrm_1920545000002770124,zcrm_1920545000002770126,zcrm_1920545000002770128,2017-09-08 21:05:37,2017-09-27 21:24:15,zcrm_1920545000000511027
zcrm_1920545000002770182,zcrm_1920545000002524001,zcrm_1920545000002770164,zcrm_1920545000002770166,zcrm_1920545000002770168,2017-09-08 15:21:19,2017-09-27 22:05:13,zcrm_1920545000000511027
zcrm_1920545000002770244,zcrm_1920545000002673185,zcrm_1920545000002770226,zcrm_1920545000002770228,zcrm_1920545000002770230,2017-09-21 19:58:19,2017-09-28 17:48:51,zcrm_1920545000002263009
zcrm_1920545000002781033,zcrm_1920545000002781005,zcrm_1920545000002781015,zcrm_1920545000002781017,zcrm_1920545000002781019,2017-09-28 11:43:43,2017-09-28 12:48:24,zcrm_1920545000001695001
zcrm_1920545000002802025,zcrm_1920545000001433018,zcrm_1920545000002802007,zcrm_1920545000002802009,zcrm_1920545000002802011,2017-06-13 15:22:40,2017-09-28 21:54:11,zcrm_1920545000000511027
zcrm_1920545000002805019,zcrm_1920545000002360069,zcrm_1920545000002805001,zcrm_1920545000002805003,zcrm_1920545000002805005,2017-08-28 23:53:50,2017-09-28 22:59:17,zcrm_1920545000002263009
zcrm_1920545000002808025,zcrm_1920545000002808001,zcrm_1920545000002808007,zcrm_1920545000002808009,zcrm_1920545000002808011,2017-09-29 11:39:33,2017-09-29 12:40:48,zcrm_1920545000000511027
zcrm_1920545000002813027,zcrm_1920545000002766010,zcrm_1920545000002813009,zcrm_1920545000002813011,zcrm_1920545000002813013,2017-09-27 16:58:18,2017-09-29 13:08:47,zcrm_1920545000001670001
zcrm_1920545000002818025,zcrm_1920545000002828001,zcrm_1920545000002818007,zcrm_1920545000002818009,zcrm_1920545000002818011,2017-10-03 11:51:41,2017-10-03 20:19:57,zcrm_1920545000001695001
zcrm_1920545000002827027,zcrm_1920545000002298009,zcrm_1920545000002827009,zcrm_1920545000002827011,zcrm_1920545000002827013,2017-08-23 12:14:56,2017-10-03 12:44:54,zcrm_1920545000000511027
zcrm_1920545000002827057,zcrm_1920545000002808098,zcrm_1920545000002827039,zcrm_1920545000002827041,zcrm_1920545000002827043,2017-09-29 14:15:20,2017-10-03 12:54:34,zcrm_1920545000000511027
zcrm_1920545000002827179,zcrm_1920545000002570198,zcrm_1920545000002827161,zcrm_1920545000002827163,zcrm_1920545000002827165,2017-09-13 17:57:53,2017-10-03 19:06:44,zcrm_1920545000000511027
zcrm_1920545000002841033,zcrm_1920545000002828011,zcrm_1920545000002841015,zcrm_1920545000002841017,zcrm_1920545000002841019,2017-10-03 13:00:35,2017-10-04 18:26:10,zcrm_1920545000001695001
