Company_Name,Category,Address,Url,Latitude,Longitude,Territory
Neo Fitness(Best Gym In Hoshiarpur),Gym,"PCR Tower,Opp Easyday, The Mall Road, Hoshiarpur, Punjab 146001, India",https://www.google.co.kr/maps/place/Neo+Fitness(Best+Gym+In+Hoshiarpur)/data=!4m5!3m4!1s0x391ae2de83650d5b:0x432c1d5b4ca69dea!8m2!3d31.5317064!4d75.9196952?authuser=0&hl=en&rclk=1,31.5317064,75.9196952,Punjab
ALERT GYM,Gym,"Nh 703a, Kala Sanghian-Lohian Khas Rd, Rampur Jagir, Punjab 144620, India",https://www.google.co.kr/maps/place/ALERT+GYM/data=!4m5!3m4!1s0x391a3e7cef6cfe4f:0x9f137940cad9748b!8m2!3d31.178618!4d75.2576187?authuser=0&hl=en&rclk=1,31.178618,75.2576187,Punjab
The Code Fitness Mohali,Gym,"SCO 112 to 114, Phase 10, Sector 64, Sahibzada Ajit Singh Nagar, Punjab 160062, India",https://www.google.co.kr/maps/place/The+Code+Fitness+Mohali/data=!4m5!3m4!1s0x390fed7f325cad7d:0x1dd879a1513f79b5!8m2!3d30.6839207!4d76.7421504?authuser=0&hl=en&rclk=1,30.6839207,76.7421504,Punjab
Fitness centre,Gym,"9MV5+89R, Madara, Punjab 144025, India",https://www.google.co.kr/maps/place/Fitness+centre/data=!4m5!3m4!1s0x391a570e54e8b61b:0xa30d484d4ac37a9!8m2!3d31.3933601!4d75.6583967?authuser=0&hl=en&rclk=1,31.3933601,75.6583967,Punjab
Ultimate Fitness Gym,Gym,"SCO 513, 514,515, near Reliance Fresh, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160071, India",https://www.google.co.kr/maps/place/Ultimate+Fitness+Gym/data=!4m5!3m4!1s0x390fee9115555535:0x41277ee3a9408bcd!8m2!3d30.6976053!4d76.7219453?authuser=0&hl=en&rclk=1,30.6976053,76.7219453,Punjab
Super Fitness Gym Women's,Gym,"1st Floor, Above Central Bank, Tahli Wala Chowk, Sultanwind Road, Amritsar, Punjab 143001, India",https://www.google.co.kr/maps/place/Super+Fitness+Gym+Women's/data=!4m5!3m4!1s0x39197cbb06fdfac7:0xbb670627691f577a!8m2!3d31.615487!4d74.888537?authuser=0&hl=en&rclk=1,31.615487,74.888537,Punjab
Thakur Fitness World Pvt.Ltd,Gym,"Lakkar Mandi Rd, Abad Pura, Phillaur, Punjab 144410, India",https://www.google.co.kr/maps/place/Thakur+Fitness+World+Pvt.Ltd/data=!4m5!3m4!1s0x391a89578f43495b:0xc1591199e3a7f9d0!8m2!3d31.0219693!4d75.7862239?authuser=0&hl=en&rclk=1,31.0219693,75.7862239,Punjab
B.S. Basra Unisex Gym,Gym,"Pathankot Rd, 23 New Colony, Aman Nagar, Jalandhar, Punjab 144003, India",https://www.google.co.kr/maps/place/B.S.+Basra+Unisex+Gym/data=!4m5!3m4!1s0x391a5a773617182f:0xd856ac47b50cd698!8m2!3d31.3494045!4d75.587371?authuser=0&hl=en&rclk=1,31.3494045,75.587371,Punjab
Invoke Fitness,Gym,"Raja Garden Rd, Preet Nagar, Ludhiana, Punjab 141012, India",https://www.google.co.kr/maps/place/Invoke+Fitness/data=!4m5!3m4!1s0x391a81dcc1a96895:0xc10fe7907604df12!8m2!3d30.8821244!4d75.7693597?authuser=0&hl=en&rclk=1,30.8821244,75.7693597,Punjab
Fitness Hangover,Gym,"1060, G.T. Road, Near India Gate, Chheharta, Amritsar, Punjab 143001, India",https://www.google.co.kr/maps/place/Fitness+Hangover/data=!4m5!3m4!1s0x39196557a87f4a8f:0x8a8a53abf18ff392!8m2!3d31.626222!4d74.783284?authuser=0&hl=en&rclk=1,31.626222,74.783284,Punjab
fitness centre,Gym,"vill, Khosa, Punjab, India",https://www.google.co.kr/maps/place/fitness+centre/data=!4m5!3m4!1s0x391a163d4cfa7c45:0x81f55c55a349a40d!8m2!3d31.1236207!4d75.2304197?authuser=0&hl=en&rclk=1,31.1236207,75.2304197,Punjab
Dhillon Muscular Gym & Fitness Planet,Gym,"Bibi Wala Rd, Bharat Nagar, Bathinda, Punjab 151001, India",https://www.google.co.kr/maps/place/Dhillon+Muscular+Gym+%26+Fitness+Planet/data=!4m5!3m4!1s0x391732b9f6d5dc53:0xb1f0b3bf117c1559!8m2!3d30.2203989!4d74.9551943?authuser=0&hl=en&rclk=1,30.2203989,74.9551943,Punjab
"Burn Gym, Model Town, Jalandhar",Gym,"Satya Sai Tower, Plot No - 687 L, Model Town, Jalandhar, Punjab 144003, India","https://www.google.co.kr/maps/place/Burn+Gym,+Model+Town,+Jalandhar/data=!4m5!3m4!1s0x391a5babd7552bfd:0x7ecc792c21d21794!8m2!3d31.3071915!4d75.5755123?authuser=0&hl=en&rclk=1",31.3071915,75.5755123,Punjab
Dhawan Fitness centre,Gym,"C24C+PV8, Sangam Education Welfare Society, Fazilka, Punjab 152123, India",https://www.google.co.kr/maps/place/Dhawan+Fitness+centre/data=!4m5!3m4!1s0x3917907dbdb67db7:0xb82066c5f55bde6a!8m2!3d30.4067949!4d74.0221979?authuser=0&hl=en&rclk=1,30.4067949,74.0221979,Punjab
FITNESS TOWN GYM,Gym,"66-Feet, Nakodar Link Road, Near Sant Sampla Service Station, Sofi Pind M : 83607-25031, 79733-88110, Jalandhar Cantt, Jalandhar, Punjab 144024, India",https://www.google.co.kr/maps/place/FITNESS+TOWN+GYM/data=!4m5!3m4!1s0x391a59c677799dd9:0xd0a30767c4833971!8m2!3d31.2709242!4d75.6389497?authuser=0&hl=en&rclk=1,31.2709242,75.6389497,Punjab
The Fitness Hub,Gym,"DMC Rd, Block-B, Udham Singh Nagar, Tagore Nagar, Ludhiana, Punjab 141001, India",https://www.google.co.kr/maps/place/The+Fitness+Hub/data=!4m5!3m4!1s0x391a83e84e99562f:0xdea1b14e08d9519b!8m2!3d30.9117154!4d75.8210492?authuser=0&hl=en&rclk=1,30.9117154,75.8210492,Punjab
Gold's Gym,Gym,"3rd Floor, GK Mall, Ludhiana Bypass Road, Jawadi Bridge, Ludhiana, Punjab 141013, India",https://www.google.co.kr/maps/place/Gold's+Gym/data=!4m5!3m4!1s0x391a82345e1745e7:0xf89c61e70eabd5e1!8m2!3d30.883168!4d75.830321?authuser=0&hl=en&rclk=1,30.883168,75.830321,Punjab
Curl Gym,Gym,"Sainik Vihar, Kaki Pind, Jalandhar, Punjab 144007, India",https://www.google.co.kr/maps/place/Curl+Gym/data=!4m5!3m4!1s0x391a59be06d7771f:0xc211e85082eb8dc6!8m2!3d31.316525!4d75.631409?authuser=0&hl=en&rclk=1,31.316525,75.631409,Punjab
Nandra Fitness,Gym,"Factory EG 1/9,Link Nagar,Ladowali Road, Jalandhar, Punjab 144008, India",https://www.google.co.kr/maps/place/Nandra+Fitness/data=!4m5!3m4!1s0x391a5a333778d67f:0x1b9b1093ab49f763!8m2!3d31.312923!4d75.605346?authuser=0&hl=en&rclk=1,31.312923,75.605346,Punjab
Pulse 180 Fitness Lounge,Gym,"Block G, Sco-41F, BRS Nagar Main Rd, Defence Colony, Bhai Randhir Singh Nagar, Ludhiana, Punjab 141001, India",https://www.google.co.kr/maps/place/Pulse+180+Fitness+Lounge/data=!4m5!3m4!1s0x391a81f29927174d:0x26b92f7813c32181!8m2!3d30.8869875!4d75.8033397?authuser=0&hl=en&rclk=1,30.8869875,75.8033397,Punjab
"Burn Gym, Ghumar Mandi, Ludhiana",Gym,"Plot no B-19/186 3rd-4th Floor Rani Jhasi Road , Ghumar Mandi, Ludhiana, Punjab 141001, India","https://www.google.co.kr/maps/place/Burn+Gym,+Ghumar+Mandi,+Ludhiana/data=!4m5!3m4!1s0x391a83be8349133b:0x7ab63b03b012d839!8m2!3d30.9079654!4d75.8355701?authuser=0&hl=en&rclk=1",30.9079654,75.8355701,Punjab
Fitness World,Fitness center,"SCO 83, first and second floor, Sector 91, Sahibzada Ajit Singh Nagar, Punjab 140307, India",https://www.google.co.kr/maps/place/Fitness+World/data=!4m5!3m4!1s0x390fef024289fa99:0xe5d6bfa2654bb569!8m2!3d30.7004264!4d76.6793375?authuser=0&hl=en&rclk=1,30.7004264,76.6793375,Punjab
THE EDGE PRO FITNESS GYMS,Gym,"Sutheri Road, opp icici bank, near miraz cinemaz, Hoshiarpur, Punjab 146001, India",https://www.google.co.kr/maps/place/THE+EDGE+PRO+FITNESS+GYMS/data=!4m5!3m4!1s0x391ae2d6ed0a40e9:0xefead77992669407!8m2!3d31.5286167!4d75.9073329?authuser=0&hl=en&rclk=1,31.5286167,75.9073329,Punjab
THE URBAN GYM,Gym,"SCO-13, Phase II Main Rd, Urban Estate Phase II, Urban Estate, Patiala, Punjab 147002, India",https://www.google.co.kr/maps/place/THE+URBAN+GYM/data=!4m5!3m4!1s0x39102816aa7d60f5:0xf10eedc9f1d8e63c!8m2!3d30.3507177!4d76.4390864?authuser=0&hl=en&rclk=1,30.3507177,76.4390864,Punjab
Xtreme Fitness Gym,Gym,"Jalandhar - Nakodar Rd, Opposite PNB Bank, Lambra, Bhagwanpur, Jalandhar, Punjab 144026, India",https://www.google.co.kr/maps/place/Xtreme+Fitness+Gym/data=!4m5!3m4!1s0x391a5cab9eed8461:0xa003a37a91256482!8m2!3d31.2541367!4d75.5308227?authuser=0&hl=en&rclk=1,31.2541367,75.5308227,Punjab
"Breathe Gym, Jalandhar",Gym,"Hotel Inderprasth, New Adarsh Nagar, Jalandhar, Punjab 144002, India","https://www.google.co.kr/maps/place/Breathe+Gym,+Jalandhar/data=!4m5!3m4!1s0x391a5bb78df43529:0x14cda3adfbe83343!8m2!3d31.3272631!4d75.5611872?authuser=0&hl=en&rclk=1",31.3272631,75.5611872,Punjab
CrossFit INQUILAB,Fitness center,"SCO 38-C URBAN ESTATE PHASE 2, Jalandhar, Punjab 144003, India",https://www.google.co.kr/maps/place/CrossFit+INQUILAB/data=!4m5!3m4!1s0x391a5bbaefd812df:0x1c000b715d36eb3c!8m2!3d31.2967311!4d75.5880678?authuser=0&hl=en&rclk=1,31.2967311,75.5880678,Punjab
Concept Fitness,Gym,"Indus Ind ATM, Nehru Sidhant Kender Complex, Feroze Gandhi Market Road, Pritm Nagar, Model Town, Ludhiana, Punjab 141001, India",https://www.google.co.kr/maps/place/Concept+Fitness/data=!4m5!3m4!1s0x391a836c721b0dab:0xe4b33fa879b301d2!8m2!3d30.8909167!4d75.8413374?authuser=0&hl=en&rclk=1,30.8909167,75.8413374,Punjab
Fitness Freaks,Gym,"164, Golden Ave, Part 2, Golden Avenue, Jalandhar, Punjab 144001, India",https://www.google.co.kr/maps/place/Fitness+Freaks/data=!4m5!3m4!1s0x391a5a5f309bf7cb:0x650af482d9460c00!8m2!3d31.3011199!4d75.5904141?authuser=0&hl=en&rclk=1,31.3011199,75.5904141,Punjab
Body Tuner Gym,Gym,"48-B, Tagor Nagar. Opp Dr M.S. Sethi Hospital, Near Hero Heart DMC, Ludhiana, Punjab 141001, India",https://www.google.co.kr/maps/place/Body+Tuner+Gym/data=!4m5!3m4!1s0x391a83c1a0b32fe1:0xf81086d412fdb361!8m2!3d30.9103735!4d75.8240633?authuser=0&hl=en&rclk=1,30.9103735,75.8240633,Punjab
Speed Fitness Unisex Gym - Best gym in Ludhiana,Gym,"Guru Nanak Dev Nagar, St. 5, Daba Lohara Rd, near Sai Dental Hospital, Shimlapuri, Ludhiana, Punjab 141008, India",https://www.google.co.kr/maps/place/Speed+Fitness+Unisex+Gym+-+Best+gym+in+Ludhiana/data=!4m5!3m4!1s0x391a83973686e259:0x5bd581d90f11879e!8m2!3d30.862254!4d75.8856419?authuser=0&hl=en&rclk=1,30.862254,75.8856419,Punjab
Super Fitness Shop,Gym,"Damoria Pul, Goal Market, Civil Lines, Ludhiana, Punjab 141008, India",https://www.google.co.kr/maps/place/Super+Fitness+Shop/data=!4m5!3m4!1s0x391a839a43c56b21:0xcef646722484eeb0!8m2!3d30.91977!4d75.84346?authuser=0&hl=en&rclk=1,30.91977,75.84346,Punjab
Fitness Point,Gym,"7V32+85Q, Guru Teg Bahadur Colony, Mubarik Mehal Colony, Sangrur, Punjab 148001, India",https://www.google.co.kr/maps/place/Fitness+Point/data=!4m5!3m4!1s0x39105106d61fd403:0xf5485e0e8d558e72!8m2!3d30.2533481!4d75.8504891?authuser=0&hl=en&rclk=1,30.2533481,75.8504891,Punjab
PUNJABI BULLS GYM,Gym,"Udham Singh Nagar, Patiala, Punjab 147004, India",https://www.google.co.kr/maps/place/PUNJABI+BULLS+GYM/data=!4m5!3m4!1s0x3910273720f11625:0x99e42a475d47ce0d!8m2!3d30.3696516!4d76.3981396?authuser=0&hl=en&rclk=1,30.3696516,76.3981396,Punjab
Fitness Centre,Gym,"47HR+7X8, Muridwal, Punjab 144702, India",https://www.google.co.kr/maps/place/Fitness+Centre/data=!4m5!3m4!1s0x391a15928a2d24af:0x2c83da2efa7d34cd!8m2!3d31.1281743!4d75.2924666?authuser=0&hl=en&rclk=1,31.1281743,75.2924666,Punjab
Gold's Gym,Fitness center,"G.T Road, Near McDonald's, Bullepur, Khanna, Punjab 141401, India",https://www.google.co.kr/maps/place/Gold's+Gym/data=!4m5!3m4!1s0x39101b9362be20f9:0xa18b8a58ed8a3100!8m2!3d30.684493!4d76.2562028?authuser=0&hl=en&rclk=1,30.684493,76.2562028,Punjab
T&S Fitness Gym Only Female Gaushala Road Jandiala Guru,Gym,"Jandiala Guru, Punjab 143115, India",https://www.google.co.kr/maps/place/T%26S+Fitness+Gym+Only+Female+Gaushala+Road+Jandiala+Guru/data=!4m5!3m4!1s0x391bd69e735708b9:0xae47b926ab241d22!8m2!3d31.5593974!4d75.0322863?authuser=0&hl=en&rclk=1,31.5593974,75.0322863,Punjab
fitness curves gym,Gym,"Phase 1, markit, Jalandhar, Punjab 144022, India",https://www.google.co.kr/maps/place/fitness+curves+gym/data=!4m5!3m4!1s0x391a5baef43334a7:0x8dbabb0c51a516a!8m2!3d31.2895856!4d75.5958664?authuser=0&hl=en&rclk=1,31.2895856,75.5958664,Punjab
Bajwa Fitness Gym,Gym,"88CP+9RR, Hussainpur, Lodhi Bholana, Punjab 144620, India",https://www.google.co.kr/maps/place/Bajwa+Fitness+Gym/data=!4m5!3m4!1s0x391a3801383789c7:0xb6f609f8b8b955e6!8m2!3d31.3209833!4d75.3370116?authuser=0&hl=en&rclk=1,31.3209833,75.3370116,Punjab
JAIN FITNESS WORLD,Gym,"Street Number 8, near Basant Park, opp. Lottey Kanda, Industrial Area-B, Ludhiana, Punjab 141003, India",https://www.google.co.kr/maps/place/JAIN+FITNESS+WORLD/data=!4m5!3m4!1s0x391a82e46e47c28d:0x10740974796ea13d!8m2!3d30.8848261!4d75.8630178?authuser=0&hl=en&rclk=1,30.8848261,75.8630178,Punjab
The Perfect Fitness,Fitness center,"Ghuman market near HP petrol pump Bhogpur, punjab, Punjab 144201, India",https://www.google.co.kr/maps/place/The+Perfect+Fitness/data=!4m5!3m4!1s0x391bab4051ea7247:0x9b0b596c8af290b3!8m2!3d31.559782!4d75.641702?authuser=0&hl=en&rclk=1,31.559782,75.641702,Punjab
