Company_Name,Category,Address,Url,Latitude,Longitude,Territory
Amplified Fitness Academy,Fitness center,"D'khel seikhazou, Kohima, Nagaland 797001, India",https://www.google.co.kr/maps/place/Amplified+Fitness+Academy/data=!4m5!3m4!1s0x374621fa86ab3df3:0xb7296b712ead5cb0!8m2!3d25.6713892!4d94.1177989?authuser=0&hl=en&rclk=1,25.6713892,94.1177989,Nagaland
Titan Fitness GYM,Gym,"797001, P.R. Hill, Kohima, Nagaland 797005, India",https://www.google.co.kr/maps/place/Titan+Fitness+GYM/data=!4m5!3m4!1s0x37462116dbaa2613:0xf1694b4fab237a9a!8m2!3d25.6601446!4d94.0999523?authuser=0&hl=en&rclk=1,25.6601446,94.0999523,Nagaland
Dumbbells And scissors Gyms,Gym,"near Petrol Pump, Sub Jail Jn, Oriental Colony, Dimapur, Nagaland 797113, India",https://www.google.co.kr/maps/place/Dumbbells+And+scissors+Gyms/data=!4m5!3m4!1s0x3745e1a9a8284991:0xd42c58fa81acfa67!8m2!3d25.9025249!4d93.699564?authuser=0&hl=en&rclk=1,25.9025249,93.699564,Nagaland
Sculpt nation,Gym,"VPRC+9MJ, Thahekhu Village, Dimapur, Nagaland 797112, India",https://www.google.co.kr/maps/place/Sculpt+nation/data=!4m5!3m4!1s0x3745e3b3a26a951f:0x1eacc4d28abfe511!8m2!3d25.8909556!4d93.7216398?authuser=0&hl=en&rclk=1,25.8909556,93.7216398,Nagaland
FITNESS ARENA GYM,Gym,"Lane 3, High School Colony, Purana Bazar, Dimapur, Nagaland 797112, India",https://www.google.co.kr/maps/place/FITNESS+ARENA+GYM/data=!4m5!3m4!1s0x37460b7c944b4f93:0xb7cc2ac344efdf38!8m2!3d25.9064666!4d93.7585118?authuser=0&hl=en&rclk=1,25.9064666,93.7585118,Nagaland
FITNESS ARENA GYM,Gym,"High School Colony, Lane 3, Purana Bazar, Dimapur, Nagaland 797112, India",https://www.google.co.kr/maps/place/FITNESS+ARENA+GYM/data=!4m5!3m4!1s0x37460b7bfe282535:0x9e60cf6a96920622!8m2!3d25.9158193!4d93.7515723?authuser=0&hl=en&rclk=1,25.9158193,93.7515723,Nagaland
Fitness Studio,Gym,"8GGC+4W3, Alongmen Ward, Tongdentsuyong Ward, Mokokchung, Nagaland 798601, India",https://www.google.co.kr/maps/place/Fitness+Studio/data=!4m5!3m4!1s0x3747a8355c4c4803:0x55acf2374a4b7b8a!8m2!3d26.325266!4d94.522306?authuser=0&hl=en&rclk=1,26.325266,94.522306,Nagaland
Universal Gym,Gym,"WP39+MWM, Zeliangrong Village, Dimapur, Nagaland 797113, India",https://www.google.co.kr/maps/place/Universal+Gym/data=!4m5!3m4!1s0x3745e1c6c4b790c3:0x6a1ee6ad234a7119!8m2!3d25.9042048!4d93.719804?authuser=0&hl=en&rclk=1,25.9042048,93.719804,Nagaland
Ke2 Hill Fitness Center,Gym,"Kohima Science College Rd, Kohima Vill, Nagaland 797002, India",https://www.google.co.kr/maps/place/Ke2+Hill+Fitness+Center/data=!4m5!3m4!1s0x374621136a2a9deb:0xe6420d729a1e8a21!8m2!3d25.6650452!4d94.0749652?authuser=0&hl=en&rclk=1,25.6650452,94.0749652,Nagaland
The Squad (GYM),Fitness center,"Industrial Estate, Razphie Village, Industrial Estate Colony, Dimapur, Nagaland 797113, India",https://www.google.co.kr/maps/place/The+Squad+(GYM)/data=!4m5!3m4!1s0x3745e136f7c0a2e5:0xcf41d41a80fdda51!8m2!3d25.9023736!4d93.6981292?authuser=0&hl=en&rclk=1,25.9023736,93.6981292,Nagaland
Kanai,Gym,"979112, Bank Colony, Police Colony, Dimapur, Nagaland 797112, India",https://www.google.co.kr/maps/place/Kanai/data=!4m5!3m4!1s0x3745e13dd8b8395f:0xeb5cd87318e269a!8m2!3d25.9102778!4d93.7330286?authuser=0&hl=en&rclk=1,25.9102778,93.7330286,Nagaland
Gym equipment repairing service,Fitness center,"City Tower, near Bajaj showroom, N.S.T. Colony, Dimapur, Nagaland 797112, India",https://www.google.co.kr/maps/place/Gym+equipment+repairing+service/data=!4m5!3m4!1s0x3745e18380b14e45:0xf3ce4ee6dcb809e!8m2!3d25.9114986!4d93.7204643?authuser=0&hl=en&rclk=1,25.9114986,93.7204643,Nagaland
MKG GYM,Gym,"Mokokchung, Kumlong, Mokokchung, Nagaland 798601, India",https://www.google.co.kr/maps/place/MKG+GYM/data=!4m5!3m4!1s0x3747a9b81e2cf933:0x2e5b3ad20d77b5e5!8m2!3d26.323785!4d94.5108573?authuser=0&hl=en&rclk=1,26.323785,94.5108573,Nagaland
Kapfo Gym,Gym,"H7CW+36G, Pfutsero, Nagaland 797107, India",https://www.google.co.kr/maps/place/Kapfo+Gym/data=!4m5!3m4!1s0x3748834de40012d9:0x254ea250759af8f4!8m2!3d25.5701934!4d94.2955654?authuser=0&hl=en&rclk=1,25.5701934,94.2955654,Nagaland
Apong,Gym,"Nagarjan Dhansari Bridge, Mao Colony, Full Nagarjan, Dimapur, Nagaland 797112, India",https://www.google.co.kr/maps/place/Apong/data=!4m5!3m4!1s0x3745e39f5e490dbb:0x586f6ce4c468e927!8m2!3d25.8863464!4d93.7355341?authuser=0&hl=en&rclk=1,25.8863464,93.7355341,Nagaland
Olympic Dealers,Gym,"Village, Tuensang, Nagaland 798612, India",https://www.google.co.kr/maps/place/Olympic+Dealers/data=!4m5!3m4!1s0x37479b3e22b75dab:0x845cbb82bc1fda77!8m2!3d26.2376703!4d94.8134031?authuser=0&hl=en&rclk=1,26.2376703,94.8134031,Nagaland
Local Ground,Gym,"37V2+HQ9, Wokha, Nagaland 797111, India",https://www.google.co.kr/maps/place/Local+Ground/data=!4m5!3m4!1s0x37464f40f7698157:0x5da6b9a8d10469d2!8m2!3d26.0939235!4d94.2519809?authuser=0&hl=en&rclk=1,26.0939235,94.2519809,Nagaland
Anabolic Nation,Gym,"WP74+GCV, Duncan Basti, Dimapur, Nagaland 797113, India",https://www.google.co.kr/maps/place/Anabolic+Nation/data=!4m5!3m4!1s0x3745e16058b2f005:0x140387cf47f2c30!8m2!3d25.913874!4d93.7060431?authuser=0&hl=en&rclk=1,25.913874,93.7060431,Nagaland
Amplified Gym,Boxing gym,"M4C9+R3W, D.khel, Kohima, Nagaland 797003, India",https://www.google.co.kr/maps/place/Amplified+Gym/data=!4m5!3m4!1s0x374621e15aca9843:0xb84857eaa8dcde46!8m2!3d25.6721069!4d94.1177152?authuser=0&hl=en&rclk=1,25.6721069,94.1177152,Nagaland
The gym mokokchung,Gym,"NH2, Sungkomen, Mokokchung Village, Nagaland 798601, India",https://www.google.co.kr/maps/place/The+gym+mokokchung/data=!4m5!3m4!1s0x3747a9df967ac3fb:0x34ce4880d8cd6ceb!8m2!3d26.3304371!4d94.5304013?authuser=0&hl=en&rclk=1,26.3304371,94.5304013,Nagaland
SUTHOZUMI FOOTBALL GROUND,Gym,"Chakabama-Mokokchung Rd, Nagaland 797104, India",https://www.google.co.kr/maps/place/SUTHOZUMI+FOOTBALL+GROUND/data=!4m5!3m4!1s0x37462d41c5370341:0x92e01cac3ddf4b36!8m2!3d25.7612042!4d94.365949?authuser=0&hl=en&rclk=1,25.7612042,94.365949,Nagaland
Rangapahar Officers Gym,Gym,"VMFX+QQ3, Nagaland 782480, India",https://www.google.co.kr/maps/place/Rangapahar+Officers+Gym/data=!4m5!3m4!1s0x3745e3b5bc031bbf:0x9bfc685014afc797!8m2!3d25.8743802!4d93.6994234?authuser=0&hl=en&rclk=1,25.8743802,93.6994234,Nagaland
Ponens Castle,Gym,"8GC5+5G8, Mongsenbai, Mokokchung, Nagaland 798601, India",https://www.google.co.kr/maps/place/Ponens+Castle/data=!4m5!3m4!1s0x3747a9b99990d5af:0xc8dc219472cbeee!8m2!3d26.3204079!4d94.5088426?authuser=0&hl=en&rclk=1,26.3204079,94.5088426,Nagaland
Meluri Local Ground,Gym,"Kohima - Meluri Rd, Meluri, Nagaland 797114, India",https://www.google.co.kr/maps/place/Meluri+Local+Ground/data=!4m5!3m4!1s0x3747d96092820c0f:0xdc3fc74584868931!8m2!3d25.6808189!4d94.6232214?authuser=0&hl=en&rclk=1,25.6808189,94.6232214,Nagaland
"Football Ground, Pangti",Gym,"786C+HXC, Pangti, Nagaland 797100, India","https://www.google.co.kr/maps/place/Football+Ground,+Pangti/data=!4m5!3m4!1s0x374655781cd1c8eb:0xca45381b2565a43f!8m2!3d26.2614476!4d94.3223835?authuser=0&hl=en&rclk=1",26.2614476,94.3223835,Nagaland
A1 Powerplay Astroturf,Gym,"VQJ5+6XX, 3rd Mile, Dimapur, Nagaland 797115, India",https://www.google.co.kr/maps/place/A1+Powerplay+Astroturf/data=!4m5!3m4!1s0x374609ec0abed2db:0x2a010e90152efa96!8m2!3d25.8806097!4d93.7599782?authuser=0&hl=en&rclk=1,25.8806097,93.7599782,Nagaland
Vekuho (New) Local Ground,Gym,"4G23+7PV, Zunheboto, Nagaland 798619, India",https://www.google.co.kr/maps/place/Vekuho+(New)+Local+Ground/data=!4m5!3m4!1s0x3747b13c823e3097:0x8061cc48d181ef4f!8m2!3d26.1007252!4d94.5042876?authuser=0&hl=en&rclk=1,26.1007252,94.5042876,Nagaland
Dzulhami local ground,Gym,"Chakabama-Mokokchung Rd, Dzulhami, Nagaland 797104, India",https://www.google.co.kr/maps/place/Dzulhami+local+ground/data=!4m5!3m4!1s0x374632d118676201:0x98ca3d0b07c9bb1c!8m2!3d25.8259213!4d94.3904312?authuser=0&hl=en&rclk=1,25.8259213,94.3904312,Nagaland
Public Ground,Gym,"VQHP+P55, Kiphire, Nagaland 798611, India",https://www.google.co.kr/maps/place/Public+Ground/data=!4m5!3m4!1s0x3747ebdcb07c4793:0x4b32eba8b6bdfaff!8m2!3d25.8792577!4d94.78549?authuser=0&hl=en&rclk=1,25.8792577,94.78549,Nagaland
Prayer Center Wokha,Gym,"37P2+Q66, Wokha, Nagaland 797111, India",https://www.google.co.kr/maps/place/Prayer+Center+Wokha/data=!4m5!3m4!1s0x37464f46479ba2b3:0x5d3650822318b119!8m2!3d26.0869208!4d94.250505?authuser=0&hl=en&rclk=1,26.0869208,94.250505,Nagaland
North View Hub,Gym,"near Belly Gharam road, Kohima, Nagaland 797003, India",https://www.google.co.kr/maps/place/North+View+Hub/data=!4m5!3m4!1s0x37462179ff758deb:0xde23ce34630d04e4!8m2!3d25.688039!4d94.1154937?authuser=0&hl=en&rclk=1,25.688039,94.1154937,Nagaland
Scouts Training Centre,Gym,"Q39M+Q2W, Kohima, Nagaland 797105, India",https://www.google.co.kr/maps/place/Scouts+Training+Centre/data=!4m5!3m4!1s0x374622964c3847db:0x73141bb1fb1b8774!8m2!3d25.769495!4d94.08257?authuser=0&hl=en&rclk=1,25.769495,94.08257,Nagaland
DBHSS Football Ground,Gym,"4726+47C, DBHSS, Wokha, Nagaland 797111, India",https://www.google.co.kr/maps/place/DBHSS+Football+Ground/data=!4m5!3m4!1s0x37464f16f16ea53b:0xea9fe788b91f1fd8!8m2!3d26.1003205!4d94.2606344?authuser=0&hl=en&rclk=1,26.1003205,94.2606344,Nagaland
Badminton Hall,Gym,"X6H5+393, Tesophenyu, Nagaland 797109, India",https://www.google.co.kr/maps/place/Badminton+Hall/data=!4m5!3m4!1s0x37463873c3f2b8b9:0x584d499024661ca6!8m2!3d25.9776311!4d94.2084185?authuser=0&hl=en&rclk=1,25.9776311,94.2084185,Nagaland
Muscle And Fitness Gym Dimapur,Gymnasium Cz,"DMC Offices, opposite Dimapur, West Yard Colony, Marwari Patti, Dimapur, Nagaland 797112, India",https://www.google.co.kr/maps/place/Muscle+And+Fitness+Gym+Dimapur/data=!4m5!3m4!1s0x3745e166a86d48e9:0xb2fe48986a67d527!8m2!3d25.9045526!4d93.7260202?authuser=0&hl=en&rclk=1,25.9045526,93.7260202,Nagaland
Kato fitness corner,Gym,"VQV2+PJG, 2 ½ Mile, Dimapur, Nagaland 797112, India",https://www.google.co.kr/maps/place/Kato+fitness+corner/data=!4m5!3m4!1s0x374609283105a8a3:0x9d13ecb502665022!8m2!3d25.8943224!4d93.751592?authuser=0&hl=en&rclk=1,25.8943224,93.751592,Nagaland
Community Hall,Gym,"9GWM+427, Mopungchuket, Nagaland 798615, India",https://www.google.co.kr/maps/place/Community+Hall/data=!4m5!3m4!1s0x3747064d4b97920b:0xfcf52f1973a9aa0b!8m2!3d26.3952967!4d94.532544?authuser=0&hl=en&rclk=1,26.3952967,94.532544,Nagaland
Fitness point,Gym,"2Q78+W8F, Sukhanjan, Assam 782480, India",https://www.google.co.kr/maps/place/Fitness+point/data=!4m5!3m4!1s0x37467558183de35f:0xf6d4d7d8426b2a3e!8m2!3d26.0148163!4d93.7657909?authuser=0&hl=en&rclk=1,26.0148163,93.7657909,Nagaland
"Public Ground, Yaongyimchen",Gym,"GP6H+P3M, Nagaland 798625, India","https://www.google.co.kr/maps/place/Public+Ground,+Yaongyimchen/data=!4m5!3m4!1s0x37470dcbdd844ce5:0xb58cca95e8a4007b!8m2!3d26.5118349!4d94.727665?authuser=0&hl=en&rclk=1",26.5118349,94.727665,Nagaland
"Golf Course, Chieswama",Gym,"Nagaland 797105, India","https://www.google.co.kr/maps/place/Golf+Course,+Chieswama/data=!4m5!3m4!1s0x374619bcf37259a5:0xb842324bec16603a!8m2!3d25.7438928!4d94.0664917?authuser=0&hl=en&rclk=1",25.7438928,94.0664917,Nagaland
JP UNISEX FITNESS CENTRE MERAPANI,Fitness center,"Tractor Ali, Golaghat, Assam 785705, India",https://www.google.co.kr/maps/place/JP+UNISEX+FITNESS+CENTRE+MERAPANI/data=!4m5!3m4!1s0x37465f92e874f495:0xee3a5bfe6daa4985!8m2!3d26.3200325!4d94.0911228?authuser=0&hl=en&rclk=1,26.3200325,94.0911228,Nagaland
IRONHOUSE Gym,Gym,"Deberapara village, Nakachari, Assam 785635, India",https://www.google.co.kr/maps/place/IRONHOUSE+Gym/data=!4m5!3m4!1s0x37471fcf80706105:0xdc98f58f933aa390!8m2!3d26.6931948!4d94.4101757?authuser=0&hl=en&rclk=1,26.6931948,94.4101757,Nagaland
Muscle On Gym,Physical fitness program,"Near, Thana Road, Bokajan, Assam 782480, India",https://www.google.co.kr/maps/place/Muscle+On+Gym/data=!4m5!3m4!1s0x37467519f2dbf495:0x94cfedd79a34e2e1!8m2!3d26.0243027!4d93.7691319?authuser=0&hl=en&rclk=1,26.0243027,93.7691319,Nagaland
