Company_Name,Category,Address,Url,latitude,longtitude
Golds Gym,Gym,"32, 18, Sardar Patel Marg, Gayatripuram Colony, Civil Lines, Prayagraj, Uttar Pradesh 211001, India",https://www.google.co.kr/maps/place/Golds+Gym/data=!4m5!3m4!1s0x399acac2f3071fd3:0x8041416b3310c623!8m2!3d25.4520471!4d81.8340366?authuser=0&hl=en&rclk=1,25.4520471,81.8340366
The Happy Gym,Gym,"Bazar India building kanoongopura, Bahraich, India",https://www.google.co.kr/maps/place/The+Happy+Gym/data=!4m5!3m4!1s0x3999a9929d9a8f8b:0x8f88556e78288e9c!8m2!3d27.5715962!4d81.6023476?authuser=0&hl=en&rclk=1,27.5715962,81.6023476
A+A gym 99,Fitness center,"Nadan Mahal Rd, near Taxi Stand, Moulavi, Hazratganj, Lucknow, Uttar Pradesh 226018, India",https://www.google.co.kr/maps/place/A%2BA+gym+99/data=!4m5!3m4!1s0x399bfdc9a73f193d:0x13d5b7c88d783141!8m2!3d26.8555972!4d80.90999?authuser=0&hl=en&rclk=1,26.8555972,80.90999
Salam Club,Gym,"5/23, Kanpur Road, LDA Colony, Sector F, Kanpur Road, Near SBI ATM, Hind Nagar, Lucknow, Uttar Pradesh 226012, India",https://www.google.co.kr/maps/place/Salam+Club/data=!4m5!3m4!1s0x399bfbfe044c0f53:0xf474d7431735b8cc!8m2!3d26.78094!4d80.89915?authuser=0&hl=en&rclk=1,26.78094,80.89915
Gaurav Shahi fitness,Fitness center,"Gaurav fitness Langda chauraha, Post, Bariyarpur, Uttar Pradesh 274001, India",https://www.google.co.kr/maps/place/Gaurav+Shahi+fitness/data=!4m5!3m4!1s0x3993c56589b877b1:0x379642a14695762c!8m2!3d26.5082682!4d83.8728134?authuser=0&hl=en&rclk=1,26.5082682,83.8728134
The Indian Gym,Gym,"Pandeypur Rd, Opposite Police Chowki, Premchandra Nagar Phase - 2, Naibasti, Varanasi, Uttar Pradesh 221002, India",https://www.google.co.kr/maps/place/The+Indian+Gym/data=!4m5!3m4!1s0x398e2e7f3f01c1e3:0x9e6bdfd2fef5944b!8m2!3d25.349584!4d82.9946679?authuser=0&hl=en&rclk=1,25.349584,82.9946679
"UFC GYM, Bareilly",Gym,"3rd Floor, Galleria Tower, Rampur Garden, Bareilly, Uttar Pradesh 243001, India","https://www.google.co.kr/maps/place/UFC+GYM,+Bareilly/data=!4m5!3m4!1s0x39a0019814a4877b:0x922d7c10d51d5c08!8m2!3d28.3481745!4d79.4235798?authuser=0&hl=en&rclk=1",28.3481745,79.4235798
Gold's Gym,Gym,"Gallantt Landmark, 3rd Floor, Bank Rd, Gorakhpur, Uttar Pradesh 273001, India",https://www.google.co.kr/maps/place/Gold's+Gym/data=!4m5!3m4!1s0x39914468c1662e81:0xf3befcafa3d087c1!8m2!3d26.754901!4d83.366624?authuser=0&hl=en&rclk=1,26.754901,83.366624
Gold's Gym Hazratganj,Gym,"Trident, UGF 213-218, Rohtas k's, Rana Pratap Marg, Opp.NBRI, Lucknow, Uttar Pradesh 226001, India",https://www.google.co.kr/maps/place/Gold's+Gym+Hazratganj/data=!4m5!3m4!1s0x399bfdab9bf6f433:0xc457a0753c57ebc1!8m2!3d26.8539804!4d80.9524712?authuser=0&hl=en&rclk=1,26.8539804,80.9524712
Oliempiya Fitness,Gym,"Kali Ji Temple, Sector A, Phool Bagh, Sector A, Jankipuram, Lucknow, Uttar Pradesh 226021, India",https://www.google.co.kr/maps/place/Oliempiya+Fitness/data=!4m5!3m4!1s0x399957bc1761ae81:0x3717cc912e90d213!8m2!3d26.91361!4d80.96061?authuser=0&hl=en&rclk=1,26.91361,80.96061
Tata Gym,Gym,"QWGC+QC9, Sector N, Ashiyana, Lucknow, Uttar Pradesh 226012, India",https://www.google.co.kr/maps/place/Tata+Gym/data=!4m5!3m4!1s0x399bfb8d4dd6f1f9:0xb41f383da9deb735!8m2!3d26.7769144!4d80.921106?authuser=0&hl=en&rclk=1,26.7769144,80.921106
Kamya Body Care,Gym,"Raebareli Road, Raebareily Road, near Corporation Bank, Gandhi Nagar, Telibagh, Lucknow, Uttar Pradesh 226002, India",https://www.google.co.kr/maps/place/Kamya+Body+Care/data=!4m5!3m4!1s0x399bfb8051ffbcbb:0xc3c9e3de3c9a9227!8m2!3d26.78643!4d80.94081?authuser=0&hl=en&rclk=1,26.78643,80.94081
Sunny’s Fitness Factory,Gym,"439/7 Kha, Hardoi Rd, near City Montessori School, Lucknow, Uttar Pradesh 226003, India",https://www.google.co.kr/maps/place/Sunny%E2%80%99s+Fitness+Factory/data=!4m5!3m4!1s0x399bfdfb641ef6a5:0xa5a802524a9504f9!8m2!3d26.8702517!4d80.9046091?authuser=0&hl=en&rclk=1,26.8702517,80.9046091
The Gold's Gym,Fitness center,"Somvanshi tower, Ratasiya, Mod, near SBI bank, Bhatpar Rani, Uttar Pradesh 274702, India",https://www.google.co.kr/maps/place/The+Gold's+Gym/data=!4m5!3m4!1s0x39915bdf19a64271:0xb1c1774d51a5cdd0!8m2!3d26.7419854!4d83.4312?authuser=0&hl=en&rclk=1,26.7419854,83.4312
Muscle Town (Gym),Gym,"2nd floor Dr. Tripathi complex ,Inderlok Market Krishna Nagar Opp. Saisovir Mandir, near brijwasi Bakery, Lucknow, Uttar Pradesh 226023, India",https://www.google.co.kr/maps/place/Muscle+Town+(Gym)/data=!4m5!3m4!1s0x399bfea6ab4ff933:0x68b61c52087002b3!8m2!3d26.79735!4d80.885564?authuser=0&hl=en&rclk=1,26.79735,80.885564
