Record Id,Quote Number,Subject,Deal ID,Quote Stage,Valid Until,Team,Customer ID,Carrier,Company ID,Quote Owner ID,Created by ID,Modified by ID,Created Time,Modified Time,Sub Total,Tax,Adjustment,Grand Total,Billing Street,Shipping Street,Billing City,Shipping City,Billing State,Shipping State,Billing Code,Shipping Code,Billing Country,Shipping Country,Product Details,Terms and Conditions,Description,Discount,Currency,Exchange Rate,Layout ID,Tag,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time
zcrm_1920545000007412005,1920545000007412009,Quote for IB270,,Negotiation,,,,FedEX,zcrm_1920545000007352001,zcrm_1920545000006702001,zcrm_1920545000006702001,zcrm_1920545000006702001,2018-05-25 20:13:47,2018-05-25 20:13:47,390000.0,0.0,0.0,390000.0,"183/1,link road, sec28",,Faridabad,,,,,,,,,,,0.0,INR,1.000000000,,,,,,
