Member Id,Campaign ID,Lead ID,Member Status
zcrm_1920545000017507309,zcrm_1920545000000738001,zcrm_1920545000000383025,Sent
zcrm_1920545000017507317,zcrm_1920545000000738001,zcrm_1920545000000384001,Bounced
zcrm_1920545000017507319,zcrm_1920545000000738001,zcrm_1920545000000384009,Sent
zcrm_1920545000017507321,zcrm_1920545000000738001,zcrm_1920545000000384015,Sent
zcrm_1920545000017507327,zcrm_1920545000000738001,zcrm_1920545000000384031,Sent
zcrm_1920545000017507329,zcrm_1920545000000738001,zcrm_1920545000000385001,Sent
zcrm_1920545000017507333,zcrm_1920545000000738001,zcrm_1920545000000385009,Sent
zcrm_1920545000017507337,zcrm_1920545000000738001,zcrm_1920545000000385025,Sent
zcrm_1920545000017507341,zcrm_1920545000000738001,zcrm_1920545000000386005,Sent
zcrm_1920545000017507343,zcrm_1920545000000738001,zcrm_1920545000000386009,Sent
zcrm_1920545000017507347,zcrm_1920545000000738001,zcrm_1920545000000386017,Opened
zcrm_1920545000017507351,zcrm_1920545000000738001,zcrm_1920545000000394001,Sent
zcrm_1920545000017507353,zcrm_1920545000000738001,zcrm_1920545000000410001,Sent
zcrm_1920545000017507355,zcrm_1920545000000738001,zcrm_1920545000000417001,Sent
zcrm_1920545000017507371,zcrm_1920545000000738001,zcrm_1920545000000425025,Sent
zcrm_1920545000017507375,zcrm_1920545000000738001,zcrm_1920545000000430007,Bounced
zcrm_1920545000017507377,zcrm_1920545000000738001,zcrm_1920545000000431003,Sent
zcrm_1920545000017507379,zcrm_1920545000000738001,zcrm_1920545000000431007,Bounced
zcrm_1920545000017507381,zcrm_1920545000000738001,zcrm_1920545000000431091,Sent
zcrm_1920545000017507383,zcrm_1920545000000738001,zcrm_1920545000000431095,Bounced
zcrm_1920545000017507387,zcrm_1920545000000738001,zcrm_1920545000000431103,Sent
zcrm_1920545000017507389,zcrm_1920545000000738001,zcrm_1920545000000431107,Opened
zcrm_1920545000017507391,zcrm_1920545000000738001,zcrm_1920545000000431111,Sent
zcrm_1920545000017507393,zcrm_1920545000000738001,zcrm_1920545000000431119,Opened
zcrm_1920545000017507395,zcrm_1920545000000738001,zcrm_1920545000000431123,Sent
zcrm_1920545000017507397,zcrm_1920545000000738001,zcrm_1920545000000431127,Sent
zcrm_1920545000017507399,zcrm_1920545000000738001,zcrm_1920545000000431131,Sent
zcrm_1920545000017507401,zcrm_1920545000000738001,zcrm_1920545000000431135,Sent
zcrm_1920545000017507403,zcrm_1920545000000738001,zcrm_1920545000000431139,Sent
zcrm_1920545000017507405,zcrm_1920545000000738001,zcrm_1920545000000431143,Opened
zcrm_1920545000017507407,zcrm_1920545000000738001,zcrm_1920545000000431147,Clicked
zcrm_1920545000017507409,zcrm_1920545000000738001,zcrm_1920545000000431151,Sent
zcrm_1920545000017507411,zcrm_1920545000000738001,zcrm_1920545000000431155,Sent
zcrm_1920545000017507413,zcrm_1920545000000738001,zcrm_1920545000000431163,Opened
zcrm_1920545000017507415,zcrm_1920545000000738001,zcrm_1920545000000431167,Sent
zcrm_1920545000017507417,zcrm_1920545000000738001,zcrm_1920545000000431171,Sent
zcrm_1920545000017507419,zcrm_1920545000000738001,zcrm_1920545000000431175,Bounced
zcrm_1920545000017507423,zcrm_1920545000000738001,zcrm_1920545000000431191,Sent
zcrm_1920545000017507425,zcrm_1920545000000738001,zcrm_1920545000000431195,Sent
zcrm_1920545000017507427,zcrm_1920545000000738001,zcrm_1920545000000431199,Sent
zcrm_1920545000017507431,zcrm_1920545000000738001,zcrm_1920545000000431207,Sent
zcrm_1920545000017507433,zcrm_1920545000000738001,zcrm_1920545000000431211,Sent
zcrm_1920545000017507435,zcrm_1920545000000738001,zcrm_1920545000000431215,Sent
zcrm_1920545000017507437,zcrm_1920545000000738001,zcrm_1920545000000431219,Clicked
zcrm_1920545000017507439,zcrm_1920545000000738001,zcrm_1920545000000431223,Sent
zcrm_1920545000017507441,zcrm_1920545000000738001,zcrm_1920545000000431227,Sent
zcrm_1920545000017507443,zcrm_1920545000000738001,zcrm_1920545000000431235,Sent
zcrm_1920545000017507445,zcrm_1920545000000738001,zcrm_1920545000000431239,Sent
zcrm_1920545000017507447,zcrm_1920545000000738001,zcrm_1920545000000431243,Sent
zcrm_1920545000017507449,zcrm_1920545000000738001,zcrm_1920545000000431251,Opened
zcrm_1920545000017507451,zcrm_1920545000000738001,zcrm_1920545000000431255,Opened
zcrm_1920545000017507453,zcrm_1920545000000738001,zcrm_1920545000000431259,Bounced
zcrm_1920545000017507455,zcrm_1920545000000738001,zcrm_1920545000000431263,Sent
zcrm_1920545000017507457,zcrm_1920545000000738001,zcrm_1920545000000431267,Sent
zcrm_1920545000017507459,zcrm_1920545000000738001,zcrm_1920545000000431275,Bounced
zcrm_1920545000017507461,zcrm_1920545000000738001,zcrm_1920545000000431283,Sent
zcrm_1920545000017507463,zcrm_1920545000000738001,zcrm_1920545000000431287,Bounced
zcrm_1920545000017507465,zcrm_1920545000000738001,zcrm_1920545000000431291,Sent
zcrm_1920545000017507467,zcrm_1920545000000738001,zcrm_1920545000000431295,Sent
zcrm_1920545000017507469,zcrm_1920545000000738001,zcrm_1920545000000431299,Opened
zcrm_1920545000017507471,zcrm_1920545000000738001,zcrm_1920545000000431303,Opened
zcrm_1920545000017507473,zcrm_1920545000000738001,zcrm_1920545000000431307,Sent
zcrm_1920545000017507475,zcrm_1920545000000738001,zcrm_1920545000000431311,Sent
zcrm_1920545000017507477,zcrm_1920545000000738001,zcrm_1920545000000431315,Sent
zcrm_1920545000017507479,zcrm_1920545000000738001,zcrm_1920545000000431319,Sent
zcrm_1920545000017507481,zcrm_1920545000000738001,zcrm_1920545000000431323,Sent
zcrm_1920545000017507483,zcrm_1920545000000738001,zcrm_1920545000000431327,Sent
zcrm_1920545000017507485,zcrm_1920545000000738001,zcrm_1920545000000431331,Sent
zcrm_1920545000017507487,zcrm_1920545000000738001,zcrm_1920545000000431335,Sent
zcrm_1920545000017507489,zcrm_1920545000000738001,zcrm_1920545000000431339,Sent
zcrm_1920545000017507491,zcrm_1920545000000738001,zcrm_1920545000000431343,Sent
zcrm_1920545000017507493,zcrm_1920545000000738001,zcrm_1920545000000431347,Opened
zcrm_1920545000017507495,zcrm_1920545000000738001,zcrm_1920545000000431351,Sent
zcrm_1920545000017507497,zcrm_1920545000000738001,zcrm_1920545000000431355,Sent
zcrm_1920545000017507499,zcrm_1920545000000738001,zcrm_1920545000000431359,Bounced
zcrm_1920545000017507501,zcrm_1920545000000738001,zcrm_1920545000000431363,Sent
zcrm_1920545000017507503,zcrm_1920545000000738001,zcrm_1920545000000431371,Opened
zcrm_1920545000017507505,zcrm_1920545000000738001,zcrm_1920545000000431375,Sent
zcrm_1920545000017507507,zcrm_1920545000000738001,zcrm_1920545000000431379,Sent
zcrm_1920545000017507509,zcrm_1920545000000738001,zcrm_1920545000000431383,Opened
zcrm_1920545000017507511,zcrm_1920545000000738001,zcrm_1920545000000431387,Bounced
zcrm_1920545000017507513,zcrm_1920545000000738001,zcrm_1920545000000431391,Bounced
zcrm_1920545000017507515,zcrm_1920545000000738001,zcrm_1920545000000431395,Sent
zcrm_1920545000017507517,zcrm_1920545000000738001,zcrm_1920545000000431399,Sent
zcrm_1920545000017507519,zcrm_1920545000000738001,zcrm_1920545000000431403,Sent
zcrm_1920545000017507521,zcrm_1920545000000738001,zcrm_1920545000000431407,Sent
zcrm_1920545000017507523,zcrm_1920545000000738001,zcrm_1920545000000431411,Bounced
zcrm_1920545000017507525,zcrm_1920545000000738001,zcrm_1920545000000431415,Bounced
zcrm_1920545000017507527,zcrm_1920545000000738001,zcrm_1920545000000431419,Bounced
zcrm_1920545000017507529,zcrm_1920545000000738001,zcrm_1920545000000431423,Clicked
zcrm_1920545000017507531,zcrm_1920545000000738001,zcrm_1920545000000431427,Sent
zcrm_1920545000017507533,zcrm_1920545000000738001,zcrm_1920545000000431431,Sent
zcrm_1920545000017507535,zcrm_1920545000000738001,zcrm_1920545000000431435,Opened
zcrm_1920545000017507537,zcrm_1920545000000738001,zcrm_1920545000000431439,Opened
zcrm_1920545000017507539,zcrm_1920545000000738001,zcrm_1920545000000431443,Opened
zcrm_1920545000017507541,zcrm_1920545000000738001,zcrm_1920545000000431447,Sent
zcrm_1920545000017507543,zcrm_1920545000000738001,zcrm_1920545000000439005,Sent
zcrm_1920545000017507545,zcrm_1920545000000738001,zcrm_1920545000000440001,Sent
zcrm_1920545000017507551,zcrm_1920545000000738001,zcrm_1920545000000440025,Opened
zcrm_1920545000017507553,zcrm_1920545000000738001,zcrm_1920545000000440029,Bounced
zcrm_1920545000017507555,zcrm_1920545000000738001,zcrm_1920545000000440037,Opened
zcrm_1920545000017507557,zcrm_1920545000000738001,zcrm_1920545000000440059,Sent
zcrm_1920545000017507559,zcrm_1920545000000738001,zcrm_1920545000000440063,Sent
zcrm_1920545000017507567,zcrm_1920545000000738001,zcrm_1920545000000448006,Opened
zcrm_1920545000017507569,zcrm_1920545000000738001,zcrm_1920545000000448014,Clicked
zcrm_1920545000017507571,zcrm_1920545000000738001,zcrm_1920545000000448018,Sent
zcrm_1920545000017507573,zcrm_1920545000000738001,zcrm_1920545000000449025,Sent
zcrm_1920545000017507575,zcrm_1920545000000738001,zcrm_1920545000000451001,Bounced
zcrm_1920545000017507577,zcrm_1920545000000738001,zcrm_1920545000000457009,Sent
zcrm_1920545000017507579,zcrm_1920545000000738001,zcrm_1920545000000459017,Bounced
zcrm_1920545000017507583,zcrm_1920545000000738001,zcrm_1920545000000459025,Sent
zcrm_1920545000017507589,zcrm_1920545000000738001,zcrm_1920545000000459041,Sent
zcrm_1920545000017507591,zcrm_1920545000000738001,zcrm_1920545000000459049,Bounced
zcrm_1920545000017507597,zcrm_1920545000000738001,zcrm_1920545000000459065,Sent
zcrm_1920545000017507599,zcrm_1920545000000738001,zcrm_1920545000000459069,Sent
zcrm_1920545000017507603,zcrm_1920545000000738001,zcrm_1920545000000462001,Sent
zcrm_1920545000017507605,zcrm_1920545000000738001,zcrm_1920545000000468009,Sent
zcrm_1920545000017507607,zcrm_1920545000000738001,zcrm_1920545000000468013,Sent
zcrm_1920545000017507609,zcrm_1920545000000738001,zcrm_1920545000000468017,Sent
zcrm_1920545000017507611,zcrm_1920545000000738001,zcrm_1920545000000471001,Bounced
zcrm_1920545000017507613,zcrm_1920545000000738001,zcrm_1920545000000476045,Sent
zcrm_1920545000017507615,zcrm_1920545000000738001,zcrm_1920545000000479013,Sent
zcrm_1920545000017507617,zcrm_1920545000000738001,zcrm_1920545000000491001,Sent
zcrm_1920545000017507619,zcrm_1920545000000738001,zcrm_1920545000000491005,Sent
zcrm_1920545000017507621,zcrm_1920545000000738001,zcrm_1920545000000500049,Sent
zcrm_1920545000017507623,zcrm_1920545000000738001,zcrm_1920545000000500053,Sent
zcrm_1920545000017507625,zcrm_1920545000000738001,zcrm_1920545000000500077,Sent
zcrm_1920545000017507627,zcrm_1920545000000738001,zcrm_1920545000000500081,Sent
zcrm_1920545000017507629,zcrm_1920545000000738001,zcrm_1920545000000500085,Opened
zcrm_1920545000017507631,zcrm_1920545000000738001,zcrm_1920545000000502045,Sent
zcrm_1920545000017507633,zcrm_1920545000000738001,zcrm_1920545000000502053,Sent
zcrm_1920545000017507635,zcrm_1920545000000738001,zcrm_1920545000000502061,Sent
zcrm_1920545000017507637,zcrm_1920545000000738001,zcrm_1920545000000502065,Opened
zcrm_1920545000017507639,zcrm_1920545000000738001,zcrm_1920545000000502081,Bounced
zcrm_1920545000017507641,zcrm_1920545000000738001,zcrm_1920545000000502085,Bounced
zcrm_1920545000017507643,zcrm_1920545000000738001,zcrm_1920545000000502089,Sent
zcrm_1920545000017507645,zcrm_1920545000000738001,zcrm_1920545000000502101,Sent
zcrm_1920545000017507647,zcrm_1920545000000738001,zcrm_1920545000000502113,Opened
zcrm_1920545000017507649,zcrm_1920545000000738001,zcrm_1920545000000502117,Sent
zcrm_1920545000017507651,zcrm_1920545000000738001,zcrm_1920545000000502125,Bounced
zcrm_1920545000017507653,zcrm_1920545000000738001,zcrm_1920545000000502133,Bounced
zcrm_1920545000017507655,zcrm_1920545000000738001,zcrm_1920545000000502137,Sent
zcrm_1920545000017507657,zcrm_1920545000000738001,zcrm_1920545000000520001,Sent
zcrm_1920545000017507659,zcrm_1920545000000738001,zcrm_1920545000000520005,Bounced
zcrm_1920545000017507661,zcrm_1920545000000738001,zcrm_1920545000000526001,Sent
zcrm_1920545000017507663,zcrm_1920545000000738001,zcrm_1920545000000526005,Sent
zcrm_1920545000017507665,zcrm_1920545000000738001,zcrm_1920545000000526011,Sent
zcrm_1920545000017507667,zcrm_1920545000000738001,zcrm_1920545000000536005,Sent
zcrm_1920545000017507669,zcrm_1920545000000738001,zcrm_1920545000000539001,Sent
zcrm_1920545000017507671,zcrm_1920545000000738001,zcrm_1920545000000540001,Sent
zcrm_1920545000017507673,zcrm_1920545000000738001,zcrm_1920545000000540005,Sent
zcrm_1920545000017507675,zcrm_1920545000000738001,zcrm_1920545000000540009,Sent
zcrm_1920545000017507677,zcrm_1920545000000738001,zcrm_1920545000000540013,Sent
zcrm_1920545000017507679,zcrm_1920545000000738001,zcrm_1920545000000550031,Sent
zcrm_1920545000017507681,zcrm_1920545000000738001,zcrm_1920545000000550035,Sent
zcrm_1920545000017507683,zcrm_1920545000000738001,zcrm_1920545000000551001,Sent
zcrm_1920545000017507685,zcrm_1920545000000738001,zcrm_1920545000000552169,Sent
zcrm_1920545000017507687,zcrm_1920545000000738001,zcrm_1920545000000552183,Opened
zcrm_1920545000017507689,zcrm_1920545000000738001,zcrm_1920545000000552331,Sent
zcrm_1920545000017507691,zcrm_1920545000000738001,zcrm_1920545000000552336,Sent
zcrm_1920545000017507693,zcrm_1920545000000738001,zcrm_1920545000000552718,Sent
zcrm_1920545000017507695,zcrm_1920545000000738001,zcrm_1920545000000552719,Sent
zcrm_1920545000017507697,zcrm_1920545000000738001,zcrm_1920545000000552828,Sent
zcrm_1920545000017507699,zcrm_1920545000000738001,zcrm_1920545000000552846,Opened
zcrm_1920545000017507705,zcrm_1920545000000738001,zcrm_1920545000000558074,Sent
zcrm_1920545000017507707,zcrm_1920545000000738001,zcrm_1920545000000564019,Opened
zcrm_1920545000017507713,zcrm_1920545000000738001,zcrm_1920545000000564136,Sent
zcrm_1920545000017507715,zcrm_1920545000000738001,zcrm_1920545000000572014,Sent
zcrm_1920545000017507717,zcrm_1920545000000738001,zcrm_1920545000000573039,Sent
zcrm_1920545000017507719,zcrm_1920545000000738001,zcrm_1920545000000579010,Opened
zcrm_1920545000017507721,zcrm_1920545000000738001,zcrm_1920545000000596011,Sent
zcrm_1920545000017507723,zcrm_1920545000000738001,zcrm_1920545000000605001,Sent
zcrm_1920545000017507725,zcrm_1920545000000738001,zcrm_1920545000000607057,Clicked
zcrm_1920545000017507727,zcrm_1920545000000738001,zcrm_1920545000000607062,Opened
zcrm_1920545000017507729,zcrm_1920545000000738001,zcrm_1920545000000607065,Opened
zcrm_1920545000017507731,zcrm_1920545000000738001,zcrm_1920545000000607071,Sent
zcrm_1920545000017507733,zcrm_1920545000000738001,zcrm_1920545000000607073,Opened
zcrm_1920545000017507735,zcrm_1920545000000738001,zcrm_1920545000000607077,Sent
zcrm_1920545000017507737,zcrm_1920545000000738001,zcrm_1920545000000607080,Bounced
zcrm_1920545000017507739,zcrm_1920545000000738001,zcrm_1920545000000607083,Sent
zcrm_1920545000017507741,zcrm_1920545000000738001,zcrm_1920545000000607085,Sent
zcrm_1920545000017507743,zcrm_1920545000000738001,zcrm_1920545000000607090,Clicked
zcrm_1920545000017507745,zcrm_1920545000000738001,zcrm_1920545000000607098,Sent
zcrm_1920545000017507747,zcrm_1920545000000738001,zcrm_1920545000000607101,Bounced
zcrm_1920545000017507749,zcrm_1920545000000738001,zcrm_1920545000000607102,Sent
zcrm_1920545000017507751,zcrm_1920545000000738001,zcrm_1920545000000607103,Opened
zcrm_1920545000017507753,zcrm_1920545000000738001,zcrm_1920545000000607107,Opened
zcrm_1920545000017507755,zcrm_1920545000000738001,zcrm_1920545000000607515,Sent
zcrm_1920545000017507761,zcrm_1920545000000738001,zcrm_1920545000000642159,Sent
zcrm_1920545000017507763,zcrm_1920545000000738001,zcrm_1920545000000642162,Sent
zcrm_1920545000017507765,zcrm_1920545000000738001,zcrm_1920545000000642163,Bounced
zcrm_1920545000017507767,zcrm_1920545000000738001,zcrm_1920545000000642166,Bounced
zcrm_1920545000017507773,zcrm_1920545000000738001,zcrm_1920545000000652055,Sent
zcrm_1920545000017507781,zcrm_1920545000000738001,zcrm_1920545000000663063,Sent
zcrm_1920545000017507785,zcrm_1920545000000738001,zcrm_1920545000000663065,Sent
zcrm_1920545000017507789,zcrm_1920545000000738001,zcrm_1920545000000672001,Bounced
zcrm_1920545000017507791,zcrm_1920545000000738001,zcrm_1920545000000672020,Sent
zcrm_1920545000017507793,zcrm_1920545000000738001,zcrm_1920545000000672028,Sent
