Member Id,Campaign ID,Lead ID,Member Status
zcrm_1920545000017508371,zcrm_1920545000002464039,zcrm_1920545000002437084,Bounced
zcrm_1920545000017508373,zcrm_1920545000002464039,zcrm_1920545000002437089,Sent
zcrm_1920545000017508375,zcrm_1920545000002464039,zcrm_1920545000002437090,Sent
zcrm_1920545000017508377,zcrm_1920545000002464039,zcrm_1920545000002437093,Opened
zcrm_1920545000017508379,zcrm_1920545000002464039,zcrm_1920545000002437095,Bounced
zcrm_1920545000017508381,zcrm_1920545000002464039,zcrm_1920545000002437097,Sent
zcrm_1920545000017508383,zcrm_1920545000002464039,zcrm_1920545000002437104,Sent
zcrm_1920545000017508385,zcrm_1920545000002464039,zcrm_1920545000002437116,Opened
zcrm_1920545000017508387,zcrm_1920545000002464039,zcrm_1920545000002437118,Sent
zcrm_1920545000017508389,zcrm_1920545000002464039,zcrm_1920545000002437125,Sent
zcrm_1920545000017508391,zcrm_1920545000002464039,zcrm_1920545000002437131,Bounced
zcrm_1920545000017508393,zcrm_1920545000002464039,zcrm_1920545000002437133,Sent
zcrm_1920545000017508395,zcrm_1920545000002464039,zcrm_1920545000002437138,Sent
zcrm_1920545000017508397,zcrm_1920545000002464039,zcrm_1920545000002437149,Sent
zcrm_1920545000017508399,zcrm_1920545000002464039,zcrm_1920545000002437152,Sent
zcrm_1920545000017508401,zcrm_1920545000002464039,zcrm_1920545000002437154,Sent
zcrm_1920545000017508403,zcrm_1920545000002464039,zcrm_1920545000002437163,Sent
zcrm_1920545000017508405,zcrm_1920545000002464039,zcrm_1920545000002437165,Sent
zcrm_1920545000017508407,zcrm_1920545000002464039,zcrm_1920545000002438001,Bounced
zcrm_1920545000017508409,zcrm_1920545000002464039,zcrm_1920545000002442554,Sent
zcrm_1920545000017508411,zcrm_1920545000002464039,zcrm_1920545000002442556,Bounced
zcrm_1920545000017508413,zcrm_1920545000002464039,zcrm_1920545000002442574,Opened
zcrm_1920545000017508415,zcrm_1920545000002464039,zcrm_1920545000002442580,Sent
zcrm_1920545000017508417,zcrm_1920545000002464039,zcrm_1920545000002442589,Sent
zcrm_1920545000017508419,zcrm_1920545000002464039,zcrm_1920545000002442596,Opened
zcrm_1920545000017508421,zcrm_1920545000002464039,zcrm_1920545000002442600,Sent
zcrm_1920545000017508423,zcrm_1920545000002464039,zcrm_1920545000002442603,Bounced
zcrm_1920545000017508425,zcrm_1920545000002464039,zcrm_1920545000002442609,Sent
zcrm_1920545000017508427,zcrm_1920545000002464039,zcrm_1920545000002442617,Sent
zcrm_1920545000017508429,zcrm_1920545000002464039,zcrm_1920545000002442636,Sent
zcrm_1920545000017508431,zcrm_1920545000002464039,zcrm_1920545000002442639,Sent
zcrm_1920545000017508433,zcrm_1920545000002464039,zcrm_1920545000002442641,Sent
zcrm_1920545000017508435,zcrm_1920545000002464039,zcrm_1920545000002442642,Sent
zcrm_1920545000017508437,zcrm_1920545000002464039,zcrm_1920545000002442643,Sent
zcrm_1920545000017508439,zcrm_1920545000002464039,zcrm_1920545000002442656,Sent
zcrm_1920545000017508441,zcrm_1920545000002464039,zcrm_1920545000002442661,Sent
zcrm_1920545000017508443,zcrm_1920545000002464039,zcrm_1920545000002442666,Sent
zcrm_1920545000017508445,zcrm_1920545000002464039,zcrm_1920545000002442670,Sent
zcrm_1920545000017508447,zcrm_1920545000002464039,zcrm_1920545000002442674,Sent
zcrm_1920545000017508449,zcrm_1920545000002464039,zcrm_1920545000002442675,Bounced
zcrm_1920545000017508451,zcrm_1920545000002464039,zcrm_1920545000002442676,Bounced
zcrm_1920545000017508453,zcrm_1920545000002464039,zcrm_1920545000002442680,Sent
zcrm_1920545000017508455,zcrm_1920545000002464039,zcrm_1920545000002442682,Bounced
zcrm_1920545000017508457,zcrm_1920545000002464039,zcrm_1920545000002442684,Sent
zcrm_1920545000017508459,zcrm_1920545000002464039,zcrm_1920545000002442706,Sent
zcrm_1920545000017508461,zcrm_1920545000002464039,zcrm_1920545000002442712,Sent
zcrm_1920545000017508463,zcrm_1920545000002464039,zcrm_1920545000002442718,Sent
zcrm_1920545000017508465,zcrm_1920545000002464039,zcrm_1920545000002442720,Sent
zcrm_1920545000017508467,zcrm_1920545000002464039,zcrm_1920545000002446021,Sent
zcrm_1920545000017508469,zcrm_1920545000002464039,zcrm_1920545000002465029,Sent
zcrm_1920545000017508471,zcrm_1920545000002464039,zcrm_1920545000002467023,Sent
zcrm_1920545000017508473,zcrm_1920545000002464039,zcrm_1920545000002467044,Sent
zcrm_1920545000017508475,zcrm_1920545000002464039,zcrm_1920545000002471061,Sent
zcrm_1920545000017508477,zcrm_1920545000002464039,zcrm_1920545000002474095,Sent
zcrm_1920545000017508479,zcrm_1920545000002464039,zcrm_1920545000002474096,Sent
zcrm_1920545000017508481,zcrm_1920545000002464039,zcrm_1920545000002474097,Sent
zcrm_1920545000017508483,zcrm_1920545000002464039,zcrm_1920545000002474098,Sent
zcrm_1920545000017508485,zcrm_1920545000002464039,zcrm_1920545000002474099,Sent
zcrm_1920545000017508487,zcrm_1920545000002464039,zcrm_1920545000002474100,Sent
zcrm_1920545000017508489,zcrm_1920545000002464039,zcrm_1920545000002474101,Sent
zcrm_1920545000017508491,zcrm_1920545000002464039,zcrm_1920545000002474102,Opened
zcrm_1920545000017508493,zcrm_1920545000002464039,zcrm_1920545000002474103,Sent
zcrm_1920545000017508495,zcrm_1920545000002464039,zcrm_1920545000002474104,Sent
zcrm_1920545000017508497,zcrm_1920545000002464039,zcrm_1920545000002474105,Sent
zcrm_1920545000017508499,zcrm_1920545000002464039,zcrm_1920545000002474106,Sent
zcrm_1920545000017508501,zcrm_1920545000002464039,zcrm_1920545000002474107,Sent
zcrm_1920545000017508503,zcrm_1920545000002464039,zcrm_1920545000002474108,Sent
zcrm_1920545000017508505,zcrm_1920545000002464039,zcrm_1920545000002474109,Opened
zcrm_1920545000017508507,zcrm_1920545000002464039,zcrm_1920545000002474110,Sent
zcrm_1920545000017508509,zcrm_1920545000002464039,zcrm_1920545000002474111,Sent
zcrm_1920545000017508511,zcrm_1920545000002464039,zcrm_1920545000002474112,Sent
zcrm_1920545000017508513,zcrm_1920545000002464039,zcrm_1920545000002474113,Sent
zcrm_1920545000017508515,zcrm_1920545000002464039,zcrm_1920545000002474114,Sent
zcrm_1920545000017508517,zcrm_1920545000002464039,zcrm_1920545000002474115,Sent
zcrm_1920545000017508519,zcrm_1920545000002464039,zcrm_1920545000002474116,Sent
zcrm_1920545000017508521,zcrm_1920545000002464039,zcrm_1920545000002474117,Sent
zcrm_1920545000017508523,zcrm_1920545000002464039,zcrm_1920545000002474118,Sent
zcrm_1920545000017508525,zcrm_1920545000002464039,zcrm_1920545000002474119,Sent
zcrm_1920545000017508527,zcrm_1920545000002464039,zcrm_1920545000002474120,Sent
zcrm_1920545000017508529,zcrm_1920545000002464039,zcrm_1920545000002474121,Sent
zcrm_1920545000017508531,zcrm_1920545000002464039,zcrm_1920545000002474122,Sent
zcrm_1920545000017508533,zcrm_1920545000002464039,zcrm_1920545000002474123,Opened
zcrm_1920545000017508535,zcrm_1920545000002464039,zcrm_1920545000002474124,Opened
zcrm_1920545000017508537,zcrm_1920545000002464039,zcrm_1920545000002474125,Sent
zcrm_1920545000017508539,zcrm_1920545000002464039,zcrm_1920545000002474126,Sent
zcrm_1920545000017508541,zcrm_1920545000002464039,zcrm_1920545000002474127,Sent
zcrm_1920545000017508543,zcrm_1920545000002464039,zcrm_1920545000002474128,Sent
zcrm_1920545000017508545,zcrm_1920545000002464039,zcrm_1920545000002474129,Sent
zcrm_1920545000017508547,zcrm_1920545000002464039,zcrm_1920545000002474130,Sent
zcrm_1920545000017508549,zcrm_1920545000002464039,zcrm_1920545000002474131,Opened
zcrm_1920545000017508551,zcrm_1920545000002464039,zcrm_1920545000002474132,Sent
zcrm_1920545000017508553,zcrm_1920545000002464039,zcrm_1920545000002474133,Sent
zcrm_1920545000017508555,zcrm_1920545000002464039,zcrm_1920545000002474134,Sent
zcrm_1920545000017508557,zcrm_1920545000002464039,zcrm_1920545000002474135,Sent
zcrm_1920545000017508559,zcrm_1920545000002464039,zcrm_1920545000002474136,Sent
zcrm_1920545000017508561,zcrm_1920545000002464039,zcrm_1920545000002474137,Sent
zcrm_1920545000017508563,zcrm_1920545000002464039,zcrm_1920545000002474138,Sent
zcrm_1920545000017508565,zcrm_1920545000002464039,zcrm_1920545000002474139,Sent
zcrm_1920545000017508567,zcrm_1920545000002464039,zcrm_1920545000002474140,Sent
zcrm_1920545000017508569,zcrm_1920545000002464039,zcrm_1920545000002474141,Sent
zcrm_1920545000017508571,zcrm_1920545000002464039,zcrm_1920545000002474142,Sent
zcrm_1920545000017508573,zcrm_1920545000002464039,zcrm_1920545000002474143,Sent
zcrm_1920545000017508575,zcrm_1920545000002464039,zcrm_1920545000002474144,Sent
zcrm_1920545000017508577,zcrm_1920545000002464039,zcrm_1920545000002474145,Opened
zcrm_1920545000017508579,zcrm_1920545000002464039,zcrm_1920545000002474146,Sent
zcrm_1920545000017508581,zcrm_1920545000002464039,zcrm_1920545000002474147,Sent
zcrm_1920545000017508583,zcrm_1920545000002464039,zcrm_1920545000002474148,Sent
zcrm_1920545000017508585,zcrm_1920545000002464039,zcrm_1920545000002474149,Opened
zcrm_1920545000017508587,zcrm_1920545000002464039,zcrm_1920545000002474150,Sent
zcrm_1920545000017508589,zcrm_1920545000002464039,zcrm_1920545000002474151,Sent
zcrm_1920545000017508591,zcrm_1920545000002464039,zcrm_1920545000002474152,Sent
zcrm_1920545000017508593,zcrm_1920545000002464039,zcrm_1920545000002474153,Sent
zcrm_1920545000017508595,zcrm_1920545000002464039,zcrm_1920545000002474154,Sent
zcrm_1920545000017508597,zcrm_1920545000002464039,zcrm_1920545000002474155,Sent
zcrm_1920545000017508599,zcrm_1920545000002464039,zcrm_1920545000002474156,Sent
zcrm_1920545000017508601,zcrm_1920545000002464039,zcrm_1920545000002474157,Sent
zcrm_1920545000017508603,zcrm_1920545000002464039,zcrm_1920545000002474158,Sent
zcrm_1920545000017508605,zcrm_1920545000002464039,zcrm_1920545000002474159,Sent
zcrm_1920545000017508607,zcrm_1920545000002464039,zcrm_1920545000002474160,Bounced
zcrm_1920545000017508609,zcrm_1920545000002464039,zcrm_1920545000002474161,Sent
zcrm_1920545000017508611,zcrm_1920545000002464039,zcrm_1920545000002474162,Sent
zcrm_1920545000017508613,zcrm_1920545000002464039,zcrm_1920545000002474163,Sent
zcrm_1920545000017508615,zcrm_1920545000002464039,zcrm_1920545000002474164,Opened
zcrm_1920545000017508617,zcrm_1920545000002464039,zcrm_1920545000002474165,Sent
zcrm_1920545000017508619,zcrm_1920545000002464039,zcrm_1920545000002474166,Bounced
zcrm_1920545000017508621,zcrm_1920545000002464039,zcrm_1920545000002474167,Sent
zcrm_1920545000017508623,zcrm_1920545000002464039,zcrm_1920545000002474168,Sent
zcrm_1920545000017508625,zcrm_1920545000002464039,zcrm_1920545000002474169,Sent
zcrm_1920545000017508627,zcrm_1920545000002464039,zcrm_1920545000002474170,Sent
zcrm_1920545000017508629,zcrm_1920545000002464039,zcrm_1920545000002474171,Sent
zcrm_1920545000017508631,zcrm_1920545000002464039,zcrm_1920545000002474172,Sent
zcrm_1920545000017508633,zcrm_1920545000002464039,zcrm_1920545000002474173,Sent
zcrm_1920545000017508635,zcrm_1920545000002464039,zcrm_1920545000002474174,Bounced
zcrm_1920545000017508637,zcrm_1920545000002464039,zcrm_1920545000002474175,Sent
zcrm_1920545000017508639,zcrm_1920545000002464039,zcrm_1920545000002474176,Sent
zcrm_1920545000017508641,zcrm_1920545000002464039,zcrm_1920545000002474177,Sent
zcrm_1920545000017508643,zcrm_1920545000002464039,zcrm_1920545000002474178,Opened
zcrm_1920545000017508645,zcrm_1920545000002464039,zcrm_1920545000002474179,Sent
zcrm_1920545000017508647,zcrm_1920545000002464039,zcrm_1920545000002474180,Sent
zcrm_1920545000017508649,zcrm_1920545000002464039,zcrm_1920545000002474181,Sent
zcrm_1920545000017508651,zcrm_1920545000002464039,zcrm_1920545000002474182,Opened
zcrm_1920545000017508653,zcrm_1920545000002464039,zcrm_1920545000002474183,Sent
zcrm_1920545000017508655,zcrm_1920545000002464039,zcrm_1920545000002474184,Bounced
zcrm_1920545000017508657,zcrm_1920545000002464039,zcrm_1920545000002474185,Sent
zcrm_1920545000017508659,zcrm_1920545000002464039,zcrm_1920545000002474186,Sent
zcrm_1920545000017508661,zcrm_1920545000002464039,zcrm_1920545000002474187,Sent
zcrm_1920545000017508663,zcrm_1920545000002464039,zcrm_1920545000002474188,Sent
zcrm_1920545000017508665,zcrm_1920545000002464039,zcrm_1920545000002474189,Sent
zcrm_1920545000017508667,zcrm_1920545000002464039,zcrm_1920545000002474190,Sent
zcrm_1920545000017508669,zcrm_1920545000002464039,zcrm_1920545000002474191,Sent
zcrm_1920545000017508671,zcrm_1920545000002464039,zcrm_1920545000002474192,Sent
zcrm_1920545000017508673,zcrm_1920545000002464039,zcrm_1920545000002474193,Sent
zcrm_1920545000017508675,zcrm_1920545000002464039,zcrm_1920545000002474194,Sent
zcrm_1920545000017508677,zcrm_1920545000002464039,zcrm_1920545000002474195,Sent
zcrm_1920545000017508679,zcrm_1920545000002464039,zcrm_1920545000002474196,Sent
zcrm_1920545000017508681,zcrm_1920545000002464039,zcrm_1920545000002474197,Sent
zcrm_1920545000017508683,zcrm_1920545000002464039,zcrm_1920545000002474198,Sent
zcrm_1920545000017508685,zcrm_1920545000002464039,zcrm_1920545000002474199,Sent
zcrm_1920545000017508687,zcrm_1920545000002464039,zcrm_1920545000002474200,Sent
zcrm_1920545000017508689,zcrm_1920545000002464039,zcrm_1920545000002474201,Sent
zcrm_1920545000017508691,zcrm_1920545000002464039,zcrm_1920545000002474202,Bounced
zcrm_1920545000017508693,zcrm_1920545000002464039,zcrm_1920545000002474203,Sent
zcrm_1920545000017508695,zcrm_1920545000002464039,zcrm_1920545000002474204,Sent
zcrm_1920545000017508697,zcrm_1920545000002464039,zcrm_1920545000002474205,Sent
zcrm_1920545000017508699,zcrm_1920545000002464039,zcrm_1920545000002474206,Sent
zcrm_1920545000017508701,zcrm_1920545000002464039,zcrm_1920545000002474207,Sent
zcrm_1920545000017508703,zcrm_1920545000002464039,zcrm_1920545000002474208,Opened
zcrm_1920545000017508705,zcrm_1920545000002464039,zcrm_1920545000002474209,Sent
zcrm_1920545000017508707,zcrm_1920545000002464039,zcrm_1920545000002474210,Sent
zcrm_1920545000017508709,zcrm_1920545000002464039,zcrm_1920545000002474211,Sent
zcrm_1920545000017508711,zcrm_1920545000002464039,zcrm_1920545000002474212,Sent
zcrm_1920545000017508713,zcrm_1920545000002464039,zcrm_1920545000002474213,Sent
zcrm_1920545000017508715,zcrm_1920545000002464039,zcrm_1920545000002474214,Opened
zcrm_1920545000017508717,zcrm_1920545000002464039,zcrm_1920545000002474215,Sent
zcrm_1920545000017508719,zcrm_1920545000002464039,zcrm_1920545000002474216,Opened
zcrm_1920545000017508721,zcrm_1920545000002464039,zcrm_1920545000002474217,Sent
zcrm_1920545000017508723,zcrm_1920545000002464039,zcrm_1920545000002474218,Sent
zcrm_1920545000017508725,zcrm_1920545000002464039,zcrm_1920545000002474219,Sent
zcrm_1920545000017508727,zcrm_1920545000002464039,zcrm_1920545000002474220,Sent
zcrm_1920545000017508729,zcrm_1920545000002464039,zcrm_1920545000002474221,Sent
zcrm_1920545000017508731,zcrm_1920545000002464039,zcrm_1920545000002474222,Sent
zcrm_1920545000017508733,zcrm_1920545000002464039,zcrm_1920545000002474223,Sent
zcrm_1920545000017508735,zcrm_1920545000002464039,zcrm_1920545000002474224,Sent
zcrm_1920545000017508737,zcrm_1920545000002464039,zcrm_1920545000002474225,Sent
zcrm_1920545000017508739,zcrm_1920545000002464039,zcrm_1920545000002474226,Sent
zcrm_1920545000017508741,zcrm_1920545000002464039,zcrm_1920545000002474227,Sent
zcrm_1920545000017508743,zcrm_1920545000002464039,zcrm_1920545000002474228,Sent
zcrm_1920545000017508745,zcrm_1920545000002464039,zcrm_1920545000002474229,Sent
zcrm_1920545000017508747,zcrm_1920545000002464039,zcrm_1920545000002474230,Opened
zcrm_1920545000017508749,zcrm_1920545000002464039,zcrm_1920545000002474231,Opened
zcrm_1920545000017508751,zcrm_1920545000002464039,zcrm_1920545000002474232,Sent
zcrm_1920545000017508753,zcrm_1920545000002464039,zcrm_1920545000002474233,Sent
zcrm_1920545000017508755,zcrm_1920545000002464039,zcrm_1920545000002474234,Sent
zcrm_1920545000017508757,zcrm_1920545000002464039,zcrm_1920545000002474235,Sent
zcrm_1920545000017508759,zcrm_1920545000002464039,zcrm_1920545000002474236,Sent
zcrm_1920545000017508761,zcrm_1920545000002464039,zcrm_1920545000002474237,Opened
zcrm_1920545000017508763,zcrm_1920545000002464039,zcrm_1920545000002474238,Sent
zcrm_1920545000017508765,zcrm_1920545000002464039,zcrm_1920545000002474239,Sent
zcrm_1920545000017508767,zcrm_1920545000002464039,zcrm_1920545000002474240,Bounced
zcrm_1920545000017508769,zcrm_1920545000002464039,zcrm_1920545000002474241,Sent
zcrm_1920545000017508771,zcrm_1920545000002464039,zcrm_1920545000002474242,Bounced
zcrm_1920545000017508773,zcrm_1920545000002464039,zcrm_1920545000002474243,Sent
zcrm_1920545000017508775,zcrm_1920545000002464039,zcrm_1920545000002474244,Sent
zcrm_1920545000017508777,zcrm_1920545000002464039,zcrm_1920545000002474245,Sent
zcrm_1920545000017508779,zcrm_1920545000002464039,zcrm_1920545000002474246,Sent
zcrm_1920545000017508781,zcrm_1920545000002464039,zcrm_1920545000002474247,Sent
zcrm_1920545000017508783,zcrm_1920545000002464039,zcrm_1920545000002474248,Bounced
zcrm_1920545000017508785,zcrm_1920545000002464039,zcrm_1920545000002474249,Sent
zcrm_1920545000017508787,zcrm_1920545000002464039,zcrm_1920545000002474250,Sent
zcrm_1920545000017508789,zcrm_1920545000002464039,zcrm_1920545000002474251,Sent
zcrm_1920545000017508791,zcrm_1920545000002464039,zcrm_1920545000002474252,Sent
zcrm_1920545000017508793,zcrm_1920545000002464039,zcrm_1920545000002474253,Sent
zcrm_1920545000017508795,zcrm_1920545000002464039,zcrm_1920545000002474254,Sent
zcrm_1920545000017508797,zcrm_1920545000002464039,zcrm_1920545000002474255,Sent
zcrm_1920545000017508799,zcrm_1920545000002464039,zcrm_1920545000002474256,Sent
zcrm_1920545000017508801,zcrm_1920545000002464039,zcrm_1920545000002474257,Sent
zcrm_1920545000017508803,zcrm_1920545000002464039,zcrm_1920545000002474258,Sent
zcrm_1920545000017508805,zcrm_1920545000002464039,zcrm_1920545000002474259,Bounced
zcrm_1920545000017508807,zcrm_1920545000002464039,zcrm_1920545000002474260,Sent
zcrm_1920545000017508809,zcrm_1920545000002464039,zcrm_1920545000002474261,Sent
zcrm_1920545000017508811,zcrm_1920545000002464039,zcrm_1920545000002474262,Sent
zcrm_1920545000017508813,zcrm_1920545000002464039,zcrm_1920545000002474263,Opened
zcrm_1920545000017508815,zcrm_1920545000002464039,zcrm_1920545000002474264,Sent
zcrm_1920545000017508817,zcrm_1920545000002464039,zcrm_1920545000002474265,Sent
zcrm_1920545000017508819,zcrm_1920545000002464039,zcrm_1920545000002474266,Sent
zcrm_1920545000017508821,zcrm_1920545000002464039,zcrm_1920545000002474267,Sent
zcrm_1920545000017508823,zcrm_1920545000002464039,zcrm_1920545000002474268,Sent
zcrm_1920545000017508825,zcrm_1920545000002464039,zcrm_1920545000002474269,Sent
zcrm_1920545000017508827,zcrm_1920545000002464039,zcrm_1920545000002474270,Sent
zcrm_1920545000017508829,zcrm_1920545000002464039,zcrm_1920545000002474271,Sent
zcrm_1920545000017508831,zcrm_1920545000002464039,zcrm_1920545000002474272,Sent
zcrm_1920545000017508833,zcrm_1920545000002464039,zcrm_1920545000002474273,Sent
zcrm_1920545000017508835,zcrm_1920545000002464039,zcrm_1920545000002474274,Sent
zcrm_1920545000017508837,zcrm_1920545000002464039,zcrm_1920545000002474275,Sent
zcrm_1920545000017508839,zcrm_1920545000002464039,zcrm_1920545000002474276,Sent
zcrm_1920545000017508841,zcrm_1920545000002464039,zcrm_1920545000002474277,Sent
zcrm_1920545000017508843,zcrm_1920545000002464039,zcrm_1920545000002474278,Sent
zcrm_1920545000017508845,zcrm_1920545000002464039,zcrm_1920545000002474279,Opened
zcrm_1920545000017508847,zcrm_1920545000002464039,zcrm_1920545000002474281,Sent
zcrm_1920545000017508849,zcrm_1920545000002464039,zcrm_1920545000002474282,Sent
zcrm_1920545000017508851,zcrm_1920545000002464039,zcrm_1920545000002474283,Opened
zcrm_1920545000017508853,zcrm_1920545000002464039,zcrm_1920545000002474284,Sent
zcrm_1920545000017508855,zcrm_1920545000002464039,zcrm_1920545000002474285,Sent
zcrm_1920545000017508857,zcrm_1920545000002464039,zcrm_1920545000002474286,Opened
zcrm_1920545000017508859,zcrm_1920545000002464039,zcrm_1920545000002474287,Sent
zcrm_1920545000017508861,zcrm_1920545000002464039,zcrm_1920545000002474288,Sent
zcrm_1920545000017508863,zcrm_1920545000002464039,zcrm_1920545000002474289,Sent
zcrm_1920545000017508865,zcrm_1920545000002464039,zcrm_1920545000002474290,Sent
zcrm_1920545000017508867,zcrm_1920545000002464039,zcrm_1920545000002474291,Sent
zcrm_1920545000017508869,zcrm_1920545000002464039,zcrm_1920545000002474292,Sent
zcrm_1920545000017508871,zcrm_1920545000002464039,zcrm_1920545000002474293,Sent
zcrm_1920545000017508873,zcrm_1920545000002464039,zcrm_1920545000002474294,Sent
zcrm_1920545000017508875,zcrm_1920545000002464039,zcrm_1920545000002482495,Sent
zcrm_1920545000017508877,zcrm_1920545000002464039,zcrm_1920545000002482496,Sent
zcrm_1920545000017508879,zcrm_1920545000002464039,zcrm_1920545000002482497,Sent
zcrm_1920545000017508881,zcrm_1920545000002464039,zcrm_1920545000002482498,Sent
zcrm_1920545000017508883,zcrm_1920545000002464039,zcrm_1920545000002482499,Sent
zcrm_1920545000017508885,zcrm_1920545000002464039,zcrm_1920545000002482500,Sent
zcrm_1920545000017508887,zcrm_1920545000002464039,zcrm_1920545000002482501,Sent
zcrm_1920545000017508889,zcrm_1920545000002464039,zcrm_1920545000002482502,Sent
zcrm_1920545000017508891,zcrm_1920545000002464039,zcrm_1920545000002482503,Opened
zcrm_1920545000017508893,zcrm_1920545000002464039,zcrm_1920545000002482504,Sent
zcrm_1920545000017508895,zcrm_1920545000002464039,zcrm_1920545000002482505,Opened
zcrm_1920545000017508897,zcrm_1920545000002464039,zcrm_1920545000002482507,Sent
zcrm_1920545000017508899,zcrm_1920545000002464039,zcrm_1920545000002482508,Opened
zcrm_1920545000017508901,zcrm_1920545000002464039,zcrm_1920545000002482509,Sent
zcrm_1920545000017508903,zcrm_1920545000002464039,zcrm_1920545000002482510,Sent
zcrm_1920545000017508905,zcrm_1920545000002464039,zcrm_1920545000002482511,Sent
zcrm_1920545000017508907,zcrm_1920545000002464039,zcrm_1920545000002482512,Sent
zcrm_1920545000017508909,zcrm_1920545000002464039,zcrm_1920545000002482513,Sent
zcrm_1920545000017508911,zcrm_1920545000002464039,zcrm_1920545000002482514,Sent
zcrm_1920545000017508913,zcrm_1920545000002464039,zcrm_1920545000002482515,Sent
zcrm_1920545000017508915,zcrm_1920545000002464039,zcrm_1920545000002482516,Sent
zcrm_1920545000017508917,zcrm_1920545000002464039,zcrm_1920545000002482517,Sent
zcrm_1920545000017508919,zcrm_1920545000002464039,zcrm_1920545000002482518,Sent
zcrm_1920545000017508921,zcrm_1920545000002464039,zcrm_1920545000002482519,Sent
zcrm_1920545000017508923,zcrm_1920545000002464039,zcrm_1920545000002482520,Sent
zcrm_1920545000017508925,zcrm_1920545000002464039,zcrm_1920545000002482521,Sent
zcrm_1920545000017508927,zcrm_1920545000002464039,zcrm_1920545000002482522,Sent
zcrm_1920545000017508929,zcrm_1920545000002464039,zcrm_1920545000002482524,Sent
zcrm_1920545000017508931,zcrm_1920545000002464039,zcrm_1920545000002482525,Sent
zcrm_1920545000017508933,zcrm_1920545000002464039,zcrm_1920545000002482526,Sent
zcrm_1920545000017508935,zcrm_1920545000002464039,zcrm_1920545000002482527,Sent
zcrm_1920545000017508937,zcrm_1920545000002464039,zcrm_1920545000002482528,Opened
zcrm_1920545000017508939,zcrm_1920545000002464039,zcrm_1920545000002482529,Sent
zcrm_1920545000017508941,zcrm_1920545000002464039,zcrm_1920545000002482530,Opened
zcrm_1920545000017508943,zcrm_1920545000002464039,zcrm_1920545000002482531,Sent
zcrm_1920545000017508945,zcrm_1920545000002464039,zcrm_1920545000002482532,Opened
zcrm_1920545000017508947,zcrm_1920545000002464039,zcrm_1920545000002482533,Sent
zcrm_1920545000017508949,zcrm_1920545000002464039,zcrm_1920545000002482534,Sent
zcrm_1920545000017508951,zcrm_1920545000002464039,zcrm_1920545000002482535,Sent
zcrm_1920545000017508953,zcrm_1920545000002464039,zcrm_1920545000002482536,Sent
zcrm_1920545000017508955,zcrm_1920545000002464039,zcrm_1920545000002482537,Sent
zcrm_1920545000017508957,zcrm_1920545000002464039,zcrm_1920545000002482538,Sent
zcrm_1920545000017508959,zcrm_1920545000002464039,zcrm_1920545000002482539,Sent
zcrm_1920545000017508961,zcrm_1920545000002464039,zcrm_1920545000002482540,Sent
zcrm_1920545000017508963,zcrm_1920545000002464039,zcrm_1920545000002482541,Sent
zcrm_1920545000017508965,zcrm_1920545000002464039,zcrm_1920545000002482542,Sent
zcrm_1920545000017508967,zcrm_1920545000002464039,zcrm_1920545000002482543,Sent
zcrm_1920545000017508969,zcrm_1920545000002464039,zcrm_1920545000002482544,Opened
zcrm_1920545000017508971,zcrm_1920545000002464039,zcrm_1920545000002482545,Sent
zcrm_1920545000017508973,zcrm_1920545000002464039,zcrm_1920545000002482546,Sent
zcrm_1920545000017508975,zcrm_1920545000002464039,zcrm_1920545000002482547,Opened
zcrm_1920545000017508977,zcrm_1920545000002464039,zcrm_1920545000002482548,Sent
zcrm_1920545000017508979,zcrm_1920545000002464039,zcrm_1920545000002482549,Sent
zcrm_1920545000017508981,zcrm_1920545000002464039,zcrm_1920545000002482550,Sent
zcrm_1920545000017508983,zcrm_1920545000002464039,zcrm_1920545000002482551,Sent
zcrm_1920545000017508985,zcrm_1920545000002464039,zcrm_1920545000002482552,Sent
zcrm_1920545000017508987,zcrm_1920545000002464039,zcrm_1920545000002482553,Opened
zcrm_1920545000017508989,zcrm_1920545000002464039,zcrm_1920545000002482554,Opened
zcrm_1920545000017508991,zcrm_1920545000002464039,zcrm_1920545000002482555,Opened
zcrm_1920545000017508993,zcrm_1920545000002464039,zcrm_1920545000002482556,Opened
zcrm_1920545000017508995,zcrm_1920545000002464039,zcrm_1920545000002482557,Sent
zcrm_1920545000017508997,zcrm_1920545000002464039,zcrm_1920545000002482558,Sent
zcrm_1920545000017508999,zcrm_1920545000002464039,zcrm_1920545000002482559,Sent
zcrm_1920545000017510001,zcrm_1920545000002464039,zcrm_1920545000002482560,Sent
zcrm_1920545000017510003,zcrm_1920545000002464039,zcrm_1920545000002482561,Sent
zcrm_1920545000017510005,zcrm_1920545000002464039,zcrm_1920545000002482562,Sent
zcrm_1920545000017510007,zcrm_1920545000002464039,zcrm_1920545000002482563,Sent
zcrm_1920545000017510009,zcrm_1920545000002464039,zcrm_1920545000002482564,Sent
zcrm_1920545000017510011,zcrm_1920545000002464039,zcrm_1920545000002482565,Opened
zcrm_1920545000017510013,zcrm_1920545000002464039,zcrm_1920545000002482566,Sent
zcrm_1920545000017510015,zcrm_1920545000002464039,zcrm_1920545000002482567,Sent
zcrm_1920545000017510017,zcrm_1920545000002464039,zcrm_1920545000002482568,Sent
