Company_Name,Category,Address,Url,Latitude,Longitude,State,Territory
The Muscular Fitness GYM,Gym,"Mankuva-Kodki Rd, Mankuwa, Gujarat 370030, India",https://www.google.co.kr/maps/place/The+Muscular+Fitness+GYM/data=!4m5!3m4!1s0x39511931244fc2a3:0x432254f1b7351758!8m2!3d23.209639!4d69.565363?authuser=0&hl=en&rclk=1,23.209639,69.565363,Gujarat,West 2
Shape Up Fitness,Gym,"Ananta Samruddhi,Ajwaroad, near NH-8, Vadodara, Gujarat 390019, India",https://www.google.co.kr/maps/place/Shape+Up+Fitness/data=!4m5!3m4!1s0x395fcf44f72d5697:0xfc86a3d6c365f9a7!8m2!3d22.32583!4d73.2581693?authuser=0&hl=en&rclk=1,22.32583,73.2581693,Gujarat,West 2
Refresh Fitness Center,Gym,"Joshipura Market Rd, Joshipura, Junagadh, Gujarat 362001, India",https://www.google.co.kr/maps/place/Refresh+Fitness+Center/data=!4m5!3m4!1s0x3958021f950efb95:0x7dd9df7131ca5547!8m2!3d21.5306407!4d70.4537307?authuser=0&hl=en&rclk=1,21.5306407,70.4537307,Gujarat,West 2
The Empire Fitness Zone,Gym,"Thakkarbapa Nagar Rd, Thakkarbapanagar, India Colony, Ahmedabad, Gujarat 382345, India",https://www.google.co.kr/maps/place/The+Empire+Fitness+Zone/data=!4m5!3m4!1s0x395e87981eaec4c1:0x5774c4ef461fefb1!8m2!3d23.039265!4d72.6399745?authuser=0&hl=en&rclk=1,23.039265,72.6399745,Gujarat,West 2
"Fitness Track Gym ( Best Gym & Fitness Center In Waghodia Road , Vadodara )",Gym,"5th Floor, Nathdwara Avenue, Opp. Rukashmani Party Plot Nr. Parivar Cross road, Dabhoi - Waghodia Ring Rd, Waghodia, Vadodara, Gujarat 390025, India","https://www.google.co.kr/maps/place/Fitness+Track+Gym+(+Best+Gym+%26+Fitness+Center+In+Waghodia+Road+,+Vadodara+)/data=!4m5!3m4!1s0x395fc570d5c3818f:0x4cf70f67a92bfc4d!8m2!3d22.290076!4d73.2355406?authuser=0&hl=en&rclk=1",22.290076,73.2355406,Gujarat,West 2
Perfect Fitness Gym,Gym,"Jetpur Rd, Hirpara Wadi, Dhoraji, Gujarat 360410, India",https://www.google.co.kr/maps/place/Perfect+Fitness+Gym/data=!4m5!3m4!1s0x39581fbda79f9bbf:0xa3dac97582feba02!8m2!3d21.7338401!4d70.4503002?authuser=0&hl=en&rclk=1,21.7338401,70.4503002,Gujarat,West 2
Swas Gym,Gym,"1st floor ,Indira nivas, Pratap Rd, above bank of baroda, Dandia Bazar, Vadodara, Gujarat 390001, India",https://www.google.co.kr/maps/place/Swas+Gym/data=!4m5!3m4!1s0x395fcf58ae10306d:0x73cb097406433cec!8m2!3d22.3013516!4d73.1993594?authuser=0&hl=en&rclk=1,22.3013516,73.1993594,Gujarat,West 2
Vibe The Fitness Studio,Gym,"Bodakdev, Ahmedabad, Gujarat 380054, India",https://www.google.co.kr/maps/place/Vibe+The+Fitness+Studio/data=!4m5!3m4!1s0x395e9b459bf64199:0xa7badc6323b9b0d6!8m2!3d23.0405947!4d72.507763?authuser=0&hl=en&rclk=1,23.0405947,72.507763,Gujarat,West 2
Jason Fitness,Gym,"Jason Fitness, 2nd floor, Baroi Rd, Mahavir Nagar, Mundra, Gujarat 370421, India",https://www.google.co.kr/maps/place/Jason+Fitness/data=!4m5!3m4!1s0x3950d5aa73307d77:0x6115fcd71311860c!8m2!3d22.8421094!4d69.7333223?authuser=0&hl=en&rclk=1,22.8421094,69.7333223,Gujarat,West 2
PATEL GYM & FITNESS CENTER,Gym,"101, Avadh Complex Panchavati Rd, Near Patel Bhel, Amin Marg, above Rameshwar Drug House, Corner, Sirvar Park, Kotecha Nagar, Rajkot, Gujarat 360001, India",https://www.google.co.kr/maps/place/PATEL+GYM+%26+FITNESS+CENTER/data=!4m5!3m4!1s0x3959cb1121853fbf:0xc0487a1488d903c8!8m2!3d22.2885599!4d70.7822981?authuser=0&hl=en&rclk=1,22.2885599,70.7822981,Gujarat,West 2
VR Fitness Gym,Gym,"5JX5+P22, Gandhinagar, Gujarat 382423, India",https://www.google.co.kr/maps/place/VR+Fitness+Gym/data=!4m5!3m4!1s0x395c29838bac095b:0x8e82ee82710c1d14!8m2!3d23.199252!4d72.6075157?authuser=0&hl=en&rclk=1,23.199252,72.6075157,Gujarat,West 2
Vaja Fitness,Gym,"3rd Floor, Omkar Complex, above the Kalupur bank, Opp. Bus-stand, Rd, 390019, Waghodia, Vadodara, Gujarat 390019, India",https://www.google.co.kr/maps/place/Vaja+Fitness/data=!4m5!3m4!1s0x395fc57eedbd646f:0x43d236f6720fe537!8m2!3d22.3006165!4d73.2335398?authuser=0&hl=en&rclk=1,22.3006165,73.2335398,Gujarat,West 2
FITNESS FUEL GYM,Gym,"2ND FLOOR, Shreeji Complex, Gurukul Rd, OPP. SWAMINARAYAN TEMPLE, Nilmani Society, Memnagar, Ahmedabad, Gujarat 380052, India",https://www.google.co.kr/maps/place/FITNESS+FUEL+GYM/data=!4m5!3m4!1s0x395e84bab31bffff:0x267e9b43545350dd!8m2!3d23.0467191!4d72.5332239?authuser=0&hl=en&rclk=1,23.0467191,72.5332239,Gujarat,West 2
OMG Ginmasio,Gym,"4th-5th floor, H. R. Stone, Anand - Vidyanagar Rd, opp. Mazda bakery, Anand, Gujarat 388001, India",https://www.google.co.kr/maps/place/OMG+Ginmasio/data=!4m5!3m4!1s0x395e4fc007a59363:0x7fe5df146886d208!8m2!3d22.5540999!4d72.9484992?authuser=0&hl=en&rclk=1,22.5540999,72.9484992,Gujarat,West 2
Powermax fitness,Gym,"Shop 147, First floor, Ambika Complex, Nr, 150 Feet Ring Rd, Near Raiya Chowkdi, Rajkot, 360007, India",https://www.google.co.kr/maps/place/Powermax+fitness/data=!4m5!3m4!1s0x3959c97dd38d142f:0xaf49d2ed37b559d0!8m2!3d22.3012465!4d70.7681495?authuser=0&hl=en&rclk=1,22.3012465,70.7681495,Gujarat,West 2
