Date,East,West 1,West 2,South,North,Overseas,Amazon
2017-1,1.0,41.54212347921668,100.0,28.8631671177902,1972.9806268662076,1.0,1.0
2017-2,30.830941829860492,1394.6399837729014,1.0,3430.3058575816976,50.0,1.0,1.0
2017-3,1.0,678.532731891783,25.793733818152383,25.907641958960152,349.2830283266747,1.0,1.0
2017-4,1944.0914889857258,1168.9961834693052,33.33333333333333,1351.9695108548217,935.1969467754441,1.0,1.0
2017-5,50.0,393.1160986784715,1.0,1004.6300340716799,26.181532375707704,1.0,1.0
2017-6,3428.5936447397617,8.565579710449967,1.0,958.7825096380706,630.7779678446731,1.0,1.0
2017-7,42.73574849497691,95.36224476557412,1.0,2182.036791213751,19.943349203804836,1.0,1.0
2017-8,691.693327524569,645.07881067681,20.525247439541698,980.0241808045345,878.7157688144997,1.0,1.0
2017-9,3248.5456583478685,2169.302454888706,81.81818181818183,87.3015873015873,2778.468924890496,1.0,1.0
2017-10,11.801788413667238,1148.8103934717776,88.88888888888889,3879.140740225329,1483.2492497613491,1.0,1.0
2017-11,1306.6582301874282,933.3447655639153,66.66666666666666,25.333047042738833,443.9965361498158,1.0,1.0
2017-12,478.42060474542683,382.9214229294095,711.0362281082962,544.6308713809256,270.7611622663739,1.0,1.0
2018-1,6.118746429958405,33.876329300938195,205.97089585053163,854.0526263465534,798.6153107667822,1.0,1.0
2018-2,21.42857142857142,474.72298024123717,1340.4029605425303,12.485358609555693,975.6387641824416,1.0,1.0
2018-3,125.06648350431759,82.43166249448622,814.2491290590756,743.9863892317027,830.4124892477603,1.0,1.0
2018-4,1.0,376.69844724810605,0.7052121639219853,1517.4066020570622,656.0707838008362,46.118734612281614,1.0
2018-5,776.1125111658321,530.0114215926936,569.6880955156086,1682.1277453415646,739.2143497731414,1.0,1.0
2018-6,335.7201630187839,294.3254333587945,2458.30465625045,1187.7851032462772,627.298979088386,1.0,1.0
2018-7,1035.6122166054956,486.4709963451721,1155.2205742416002,1012.2772303636475,339.0834790654711,1.0,1.0
2018-8,782.7289809770392,474.89280654073934,646.8404952867745,445.64490011597877,2065.643553377189,1.0,1.0
2018-9,1113.0387857609758,145.07581386346112,0.6625379275978166,2236.0191898690346,34.706998768414394,1.0,1.0
2018-10,1505.1909047424906,288.893687233478,40.0,1407.8393298118635,34.44042426093254,40.22579870491486,1.0
2018-11,541.6202689266063,718.5720199931386,642.3489743417981,2566.5872016914245,602.7660952120025,1.0,1.0
2018-12,37.10761805093158,18.926423969374557,2100.180295112064,909.9833963287728,329.2226947327653,1.0,1.0
2019-1,75.0,908.4617511592212,50.0,2197.363033703109,1133.613572790054,1.0,0.9682924214579591
2019-2,1818.8146506323308,113.65774676203532,3140.5443461381988,150.58538538127362,1124.0144974109649,1.0,1.4567040458608629
2019-3,453.81140871594175,828.5804447219809,722.923368164225,555.6891008694895,1694.021109652388,1.0,1.0611045878767849
2019-4,18.89448844738065,345.64181904779565,459.9908173894455,341.0309615163207,3427.125423560407,1.0,0.7198504144527347
2019-5,0.7949620394729443,1020.4513824691946,1348.2985880120127,225.8870981387038,1601.6158748321636,100.0,0.9256699110179971
2019-6,12.523195831716372,1081.2202773414963,1543.1692507218465,2868.6211511354677,1217.123127380783,1.0,0.3792776477181117
2019-7,984.1589216157253,268.8297884208013,825.3176812504566,702.8524760028374,716.0132892879999,1.0,0.9598508155894229
2019-8,100.0,654.1376568408874,3674.9443573286717,1583.1457653566506,1492.6612629595197,1.0,1.4789944485470916
2019-9,9.123456245457593,1074.3866938240606,1703.1875873524662,732.8648039872746,1008.1536155733232,1.0,0.5609431069526397
2019-10,1446.9194314798867,430.56508413563193,473.04216164572415,1387.7717529010736,429.1873020061379,1.0,0.6509837062778565
2019-11,2861.5391240163544,144.56790799315726,15.69079395560733,351.9447521082525,1237.249528834723,1.0,1.4551598740578953
2019-12,24.06230462714143,446.5726630352593,851.3008517755907,407.33798085068685,1119.6705762529498,1.0,1.1988190373135008
2020-1,13.143079785096756,462.9962529203508,1488.2654568903133,626.6775992605519,755.2214886588972,1.0,1.482513932831461
2020-2,315.1305326417107,492.0296034761646,465.07230611229767,924.1480919904134,1050.8668940102198,33.33333333333333,1.1238118243748285
2020-3,135.2553430706553,279.6732406915573,622.2928138606801,178.39625648410336,1559.7226960873127,58.189398447932795,81.37970211950994
2020-4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-5,1.0,4916.308693838611,1.0,1.0,100.0,1.0,1.6738261232277742
2020-6,2433.9148069982475,439.74982547089905,9.052002871457061,174.81309775330996,2526.6512072707164,1.0,779.3824761532243
2020-7,50.0,100.0,1.0,1.0,5309.814337996678,42.54962559703612,4.352231022997104
2020-8,1.0,52.466183429257526,16.578295180790295,377.90314287542895,756.9742150619281,1.0,2.5894270880735917
2020-9,1.0,26.03088589451104,1037.1451758656156,1571.6439749494316,1970.5308398994944,1.0,1.9950961782716867
2020-10,1771.6980059849334,73.17935888947197,2668.9291411947474,464.49359340461564,2360.144855569899,100.0,202.24834655962724
2020-11,50.0,225.16851912504038,2.051656291676333,737.1155142249123,57.74881317888838,1.0,320.9292656270786
2020-12,25.0,1119.5723194137602,954.6597684242197,404.92120393686014,51.10545118652229,1.0,225.18100151908723
2021-1,0.8032646816329768,436.3992929929875,808.1507240516221,735.344251729772,1066.7610035328128,1.0,1.548402008633657
2021-2,889.0777319956749,566.9534218482332,31.54563959578872,822.4870088077158,737.9401723702397,1.0,1.895258191647398
2021-3,820.7276459917089,362.72469790544403,2003.3416330375667,542.9369418866752,1424.412650369154,1.0,2.0311318938519616
2021-4,209.1680369558043,192.69973974412991,1541.8125848495215,463.24880959918886,1968.164933363341,1.0,1.9247843151221993
2021-5,1.0,2304.88339871097,1264.9786684896849,1.0,1.0,1.0,3.3031852861931936
2021-6,25.0,431.8361804778335,1213.1704824645497,1709.7840308508246,38.5895539109115,1.0,2.040171777788961
2021-7,22.842789699856056,1014.0590957815189,645.7560332407082,299.40615636240966,1223.5811726832408,1.0,0.8290413664705392
