Company_Name,Category,Address,Url
Hope Clinic,Medical clinic,"Pine Mount Ridge, Opp Pine Mount School, Barik, Opp Pine Mount School, Barik, Shillong, Meghalaya 793001, India",https://www.google.co.kr/maps/place/Hope+Clinic/data=!4m5!3m4!1s0x37507e9b3551d11b:0x6756445f7a147ef!8m2!3d25.563535!4d91.8806506?authuser=0&hl=en&rclk=1
Sandavella Doctor Clinic,Medical clinic,"Malki Point, East Khasi Hills, Shillong, Meghalaya 793001, India",https://www.google.co.kr/maps/place/Sandavella+Doctor+Clinic/data=!4m5!3m4!1s0x37507e9983be9e5b:0x2c1ceb9db6f596db!8m2!3d25.5651643!4d91.8859057?authuser=0&hl=en&rclk=1
Child Care Clinic,Medical clinic,"HV8Q+6RR, Malki, Shillong, Meghalaya 793001, India",https://www.google.co.kr/maps/place/Child+Care+Clinic/data=!4m5!3m4!1s0x37507e986f50d575:0x55117abc16042ea6!8m2!3d25.5656207!4d91.8895016?authuser=0&hl=en&rclk=1
Rapha Clinic,Medical clinic,"HWM5+4V7, Nongmynsong, Shillong, Meghalaya 793006, India",https://www.google.co.kr/maps/place/Rapha+Clinic/data=!4m5!3m4!1s0x37507ecb2c10a64d:0xe10d531ed231f51e!8m2!3d25.5827887!4d91.9096573?authuser=0&hl=en&rclk=1
Memorial Clinic,Medical clinic,"near Umshyrpi College, harisava, Laban, Shillong, Meghalaya 793004, India",https://www.google.co.kr/maps/place/Memorial+Clinic/data=!4m5!3m4!1s0x37507e85748546e7:0x2080f412599f4575!8m2!3d25.5666702!4d91.8783734?authuser=0&hl=en&rclk=1
Dr. Phanbuh's Clinic,Orthopedic clinic,"National Highway 44, Lachumiere, Shillong, Meghalaya 793001, India",https://www.google.co.kr/maps/place/Dr.+Phanbuh's+Clinic/data=!4m5!3m4!1s0x37507e9a3d0d7671:0xee34c766a75984e9!8m2!3d25.5666675!4d91.8848057?authuser=0&hl=en&rclk=1
Physio Care Clinic,Physical therapy clinic,"Laitumkhrah Main Road, Laitumkhrah, Shillong, Meghalaya 793003, India",https://www.google.co.kr/maps/place/Physio+Care+Clinic/data=!4m5!3m4!1s0x37507ea55110469d:0x594ee63200213043!8m2!3d25.5671837!4d91.8997412?authuser=0&hl=en&rclk=1
Nazareth Hospital,General hospital,"Arbuthnot Rd, near Police Point, Nongkynrih, Laitumkhrah, Shillong, Meghalaya 793003, India",https://www.google.co.kr/maps/place/Nazareth+Hospital/data=!4m5!3m4!1s0x37507eba5269ca75:0xeba93ef78cda465d!8m2!3d25.571382!4d91.8979556?authuser=0&hl=en&rclk=1
Dr Lakiang Clinic,Medical clinic,"HV8Q+3VQ, Malki, Shillong, Meghalaya 793001, India",https://www.google.co.kr/maps/place/Dr+Lakiang+Clinic/data=!4m5!3m4!1s0x37507e986359415d:0x1ae8b86008a66017!8m2!3d25.5652055!4d91.8897245?authuser=0&hl=en&rclk=1
AESTHETICA- Dental Implant Clinics Shillong,Dental clinic,"Dhankheti,Woodland Hospital, ,3rd Floor, New OPD Building, Shillong, Meghalaya 793003, India",https://www.google.co.kr/maps/place/AESTHETICA-+Dental+Implant+Clinics+Shillong/data=!4m5!3m4!1s0x37507ebb0000001d:0x90b05b4b2c625f40!8m2!3d25.5706742!4d91.8977193?authuser=0&hl=en&rclk=1
Nath Homeo Clinic,Medical clinic,"jhalupara,, Shillong, Meghalaya 793002, India",https://www.google.co.kr/maps/place/Nath+Homeo+Clinic/data=!4m5!3m4!1s0x37507e61e0c0794d:0x932b9f9be29897a2!8m2!3d25.5753771!4d91.8706317?authuser=0&hl=en&rclk=1
Brightwell Clinic And Diagnostic Centre,Diagnostic center,"Lachumiere, Near Lady Hydari Park, Barik, Shillong, Meghalaya 793001, India",https://www.google.co.kr/maps/place/Brightwell+Clinic+And+Diagnostic+Centre/data=!4m5!3m4!1s0x37507e9ae4ffc0a3:0x3b09694732deb9bd!8m2!3d25.5654985!4d91.8823075?authuser=0&hl=en&rclk=1
Kamber Medical Center,Diagnostic center,"Keating Rd, Secretariat Hills, Shillong, Meghalaya 793001, India",https://www.google.co.kr/maps/place/Kamber+Medical+Center/data=!4m5!3m4!1s0x37507e910712782b:0x895353fbc57a542e!8m2!3d25.5713918!4d91.8831979?authuser=0&hl=en&rclk=1
Shillong Opticals,Eye care center,"Thana Road, Police Bazar, Shillong, Meghalaya 793001, India",https://www.google.co.kr/maps/place/Shillong+Opticals/data=!4m5!3m4!1s0x37507e927fde41f5:0xebc995183d18e5c4!8m2!3d25.5771744!4d91.8810402?authuser=0&hl=en&rclk=1
Dr. Blah Clinic,Medical clinic,"Unnamed Road, Mawlai Mawdatbaki, Shillong, Meghalaya 793008, India",https://www.google.co.kr/maps/place/Dr.+Blah+Clinic/data=!4m5!3m4!1s0x37507f88cf9f31c3:0x7fd11c326eda339d!8m2!3d25.5945363!4d91.8889953?authuser=0&hl=en&rclk=1
"Downtown Diagnotic Centre, Shillong",Medical clinic,"HVCX+WP4, Nongkynrih, Laitumkhrah, Shillong, Meghalaya 793003, India","https://www.google.co.kr/maps/place/Downtown+Diagnotic+Centre,+Shillong/data=!4m5!3m4!1s0x37507f13101129fd:0x1cbec843f75b4cae!8m2!3d25.5722599!4d91.8993181?authuser=0&hl=en&rclk=1"
