,Year,Month,Client,Region,Category,Net,Industry Fin
627,2019,February,Prakash Bhatt,Amazon,Others,1160.0,Others_Individual
628,2019,February,Ample Technologies-Jayanagr,Amazon,Enterprise,92494.0,Others_Others Corporate
629,2019,February,Ample Technologies,Amazon,Enterprise,61663.0,Others_Others Corporate
630,2019,February,Ample Technologies,Amazon,Enterprise,30831.0,Others_Others Corporate
631,2019,February,Shilen Vadodaria,Amazon,Others,1160.0,Others_Individual
632,2019,February,Ayesha,Amazon,Others,1160.0,Others_etc
633,2019,February,Paulsons Beauty & Fashion Pvt Ltd,South,Skin&SPA,145536.0,Others_Aesthetic
634,2019,February,Paulsons Beauty & Fashion Pvt Ltd,South,Skin&SPA,893.0,Others_Aesthetic
635,2019,February,Paulsons Beauty & Fashion Pvt Ltd,South,Skin&SPA,893.0,Others_Aesthetic
636,2019,February,Kapil Kulkarni,Amazon,Others,1249.0,Others_Individual
637,2019,February,Sameer Ugargol,Amazon,Others,1160.0,Others_etc
638,2019,February,Tapan Awasthy,Amazon,Others,21411.0,Others_Individual
639,2019,February,Victor Anthony,Amazon,Others,1160.0,Others_Individual
640,2019,February,Sukanya,Amazon,Others,1160.0,Others_etc
641,2019,February,Abhishek Ghorpade,Amazon,Others,21411.0,Others_Individual
642,2019,February,Siva Rajesh,Amazon,Others,1160.0,Others_Individual
643,2019,February,Anytime Fitness Shadara,Amazon,Fitness/Sports,0.0,Fitness
644,2019,February,Anytime Fitness Vikaspuri,Amazon,Fitness/Sports,0.0,Fitness
645,2019,February,Satwant Sarwara,Amazon,Others,1231.0,Others_Individual
646,2019,February,InBody Co.ltd,West 1,Others,77655.0,Others_etc
647,2019,February,Kumar Mahajan,Amazon,Others,1160.0,Others_Individual
648,2019,February,Prakash Gogari,Amazon,Others,1160.0,Others_etc
649,2019,February,Kenedy Kongkham,Amazon,Others,1160.0,Others_Individual
650,2019,February,Pritesh Wani,Amazon,Others,21411.0,Others_etc
651,2019,February,Amrendra Rai,Amazon,Others,1160.0,Others_etc
652,2019,February,Indresh Chndra,Amazon,Others,1160.0,Others_Individual
653,2019,February,James Varghese,Amazon,Others,1160.0,Others_Individual
654,2019,February,Wasim Mujawar,Amazon,Others,1160.0,Others_etc
655,2019,February,Gravite Fitness,South,Fitness/Sports,428571.0,Fitness
656,2019,February,Gravite Fitness,South,Fitness/Sports,2679.0,Fitness
657,2019,February,Superintendent Of Police,East,Government,1158929.0,Public Association
658,2019,February,Superintendent Of Police,East,Government,1786.0,Public Association
659,2019,February,Daivam Wellness,North,Health Center,239286.0,Others_Aesthetic
660,2019,February,Daivam Wellness,North,Health Center,893.0,Others_Aesthetic
661,2019,February,Daivam Wellness,North,Health Center,893.0,Others_Aesthetic
662,2019,February,SRH Incorporation,West 2,Enterprise,401679.0,Others_Others Corporate
663,2019,February,SRH Incorporation,West 2,Enterprise,536.0,Others_Others Corporate
664,2019,February,Body Mechanics,North,Fitness/Sports,348214.0,Fitness
665,2019,February,Body Mechanics,North,Fitness/Sports,3686.0,Fitness
666,2019,February,Fitness Hub,North,Fitness/Sports,410714.0,Fitness
667,2019,February,Fitness Hub,North,Fitness/Sports,268.0,Fitness
668,2019,February,Fitness Hub,North,Fitness/Sports,257.0,Fitness
669,2019,February,Rohit Saraf,Amazon,Others,1160.0,Others_Individual
670,2019,February,Jagdeesh Lala,Amazon,Others,2320.0,Others_Individual
671,2019,March,Hardik Mistry,Amazon,Others,1160.0,Others_etc
672,2019,March,Av Fitness,West 2,Fitness/Sports,177991.0,Fitness
673,2019,March,Av Fitness,West 2,Fitness/Sports,500.0,Fitness
674,2019,March,Av Fitness,West 2,Fitness/Sports,80.0,Fitness
675,2019,March,Ample Technologies -Jayanagar,South,Enterprise,35456.0,Others_Others Corporate
676,2019,March,Ample Technologies ,South,Enterprise,23637.0,Others_Others Corporate
677,2019,March,Ample Technologies ,South,Enterprise,11819.0,Others_Others Corporate
678,2019,March,K11 Fitness Management Pvt Ltd,West 1,Fitness/Sports,142857.0,Fitness
679,2019,March,K11 Fitness Management Pvt Ltd,West 1,Fitness/Sports,3571.0,Fitness
680,2019,March,K11 Fitness Management Pvt Ltd,West 1,Fitness/Sports,3571.0,Fitness
681,2019,March,K11 Fitness Management Pvt Ltd,North,Fitness/Sports,142857.0,Fitness
682,2019,March,K11 Fitness Management Pvt Ltd,North,Fitness/Sports,3571.0,Fitness
683,2019,March,K11 Fitness Management Pvt Ltd,North,Fitness/Sports,3571.0,Fitness
684,2019,March,K11 Fitness Management Pvt Ltd,West 1,Fitness/Sports,142857.0,Fitness
685,2019,March,K11 Fitness Management Pvt Ltd,West 1,Fitness/Sports,3571.0,Fitness
686,2019,March,K11 Fitness Management Pvt Ltd,West 1,Fitness/Sports,3571.0,Fitness
687,2019,March,K11 Fitness Management Pvt Ltd,East,Fitness/Sports,142857.0,Fitness
688,2019,March,K11 Fitness Management Pvt Ltd,East,Fitness/Sports,3571.0,Fitness
689,2019,March,K11 Fitness Management Pvt Ltd,East,Fitness/Sports,3571.0,Fitness
690,2019,March,K11 Fitness Management Pvt Ltd,West 2,Fitness/Sports,142857.0,Fitness
691,2019,March,K11 Fitness Management Pvt Ltd,West 2,Fitness/Sports,3571.0,Fitness
692,2019,March,K11 Fitness Management Pvt Ltd,West 2,Fitness/Sports,3571.0,Fitness
693,2019,March,Forcefit Gym,North,Fitness/Sports,204911.0,Fitness
694,2019,March,Forcefit Gym,North,Fitness/Sports,223.0,Fitness
695,2019,March,Forcefit Gym,North,Fitness/Sports,223.0,Fitness
696,2019,March,Apollo Hospitals Enterprises Ltd,South,Hospitals,503571.0,Hospital
697,2019,March,Apollo Hospitals Enterprises Ltd,South,Hospitals,1000.0,Hospital
698,2019,March,Apollo Hospitals Enterprises Ltd,South,Hospitals,46321.0,Hospital
699,2019,March,InBody Co.ltd,Amazon,Enterprise,2282.0,Others_etc
700,2019,March,Trinity Mobile App lab pvt Ltd,Amazon,Enterprise,1160.0,Others_Others Corporate
701,2019,March,Mohd Salman Rayeen,Amazon,Others,21411.0,Others_Individual
702,2019,March,Ankit,Amazon,Others,21411.0,Others_etc
703,2019,March,Turbo Fitness Bandra,West 1,Fitness/Sports,4000.0,Fitness
704,2019,March,21 Firness LLP,North,Fitness/Sports,400000.0,Fitness
705,2019,March,21 Firness LLP,North,Fitness/Sports,200.0,Fitness
706,2019,March,Shivshakti Finess Pvt Ltd,North,Fitness/Sports,410714.0,Fitness
707,2019,March,Shivshakti Finess Pvt Ltd,North,Fitness/Sports,257.0,Fitness
708,2019,March,Shivshakti Finess Pvt Ltd,North,Fitness/Sports,268.0,Fitness
709,2019,March,Neha Enterprises,West 2,Fitness/Sports,383036.0,Fitness
710,2019,March,Neha Enterprises,West 2,Fitness/Sports,777.0,Fitness
711,2019,March,Vishwa Fitness Pvt Ltd,West 1,Fitness/Sports,392438.0,Fitness
712,2019,March,Vishwa Fitness Pvt Ltd,West 1,Fitness/Sports,418.0,Fitness
713,2019,March,Dushyant Kumar Singh,Amazon,Others,1160.0,Others_etc
714,2019,March,Dodo,Amazon,Others,21429.0,Others_etc
715,2019,March,Shanti's Health & fitness club,West 1,Fitness/Sports,27770.0,Fitness
716,2019,March,Narendra,Amazon,Others,1160.0,Others_etc
717,2019,March,VLCC Healthcare ,North,Health Center,625.0,Others_Aesthetic
718,2019,March,VLCC Healthcare ,North,Health Center,12946.0,Others_Aesthetic
719,2019,March,Nitro Beapoke Fitness,West 1,Fitness/Sports,0.0,Fitness
720,2019,March,Elancheliyan S,Amazon,Others,1160.0,Others_Individual
721,2019,March,G S R Krishna,Amazon,Others,1160.0,Others_Individual
722,2019,March,Abhijeet Gorgile,Amazon,Others,1160.0,Others_etc
723,2019,March,Pawan Gupta,Amazon,Others,1160.0,Others_etc
724,2019,March,M K Enterprises,Amazon,Enterprise,17411.0,Others_Others Corporate
725,2019,March,Meenakshi Multitrade Pvt Ltd,West 1,Enterprise,4464.0,Others_Others Corporate
726,2019,March,VLCC Healthcare ,North,Health Center,12946.0,Others_Aesthetic
727,2019,March,S N Giri,Amazon,Others,1160.0,Others_etc
728,2019,March,Multifit Wellness Pvt Ltd,West 1,Health Center,330357.0,Others_Aesthetic
729,2019,March,Multifit Wellness Pvt Ltd,West 1,Health Center,4464.0,Others_Aesthetic
730,2019,March,Sreyaa Hollatic Remedies Pvt Ltd,South,Care Center,660535.0,Others_Others Corporate
731,2019,March,Sreyaa Hollatic Remedies Pvt Ltd,South,Care Center,179.0,Others_Others Corporate
732,2019,March,Apurva,Amazon,Others,1160.0,Others_etc
733,2019,March,Radhika Bansal,Amazon,Others,21411.0,Others_etc
734,2019,March,Manpreet Kaur,Amazon,Others,1160.0,Others_Individual
735,2019,March,Meenakshi  ,Amazon,Others,1160.0,Others_Individual
736,2019,March,Alltime Fintness Pvt Ltd,North,Fitness/Sports,410612.0,Fitness
737,2019,March,Alltime Fintness Pvt Ltd,North,Fitness/Sports,268.0,Fitness
738,2019,March,Pankaj Sinha,Amazon,Others,1160.0,Others_etc
739,2019,March,M/S Vivid Ways Traders,North,Enterprise,125000.0,Others_Others Corporate
740,2019,March,Atheletica Fitness LLP,West 2,Fitness/Sports,4464.0,Fitness
741,2019,March,Bharat Petroleum corporation Ltd,West 1,Enterprise,392438.0,Others_Others Corporate
742,2019,March,Bharat Petroleum corporation Ltd,West 1,Enterprise,420.0,Others_Others Corporate
743,2019,March,Ritika Sharma,Amazon,Others,1160.0,Others_Individual
744,2019,March,Manuj Malik,Amazon,Others,1160.0,Others_Individual
745,2019,March,Jana Prbodhini Sanshodhan Sanstha,West 1,Government,1219643.0,Public Association
746,2019,March,Jana Prbodhini Sanshodhan Sanstha,West 1,Government,0.0,Public Association
747,2019,March,MD Fitness Gym Ravet,West 1,Fitness/Sports,178571.0,Fitness
748,2019,March,MD Fitness Gym Ravet,West 1,Fitness/Sports,4464.0,Fitness
749,2019,March,MD Fitness Gym Ravet,West 1,Fitness/Sports,4464.0,Fitness
750,2019,March,Shardha Pulipati,South,Fitness/Sports,463036.0,Fitness
751,2019,March,Shardha Pulipati,South,Fitness/Sports,1250.0,Fitness
752,2019,March,Fitbar,West 1,Fitness/Sports,178571.0,Fitness
753,2019,March,Fitbar,West 1,Fitness/Sports,4464.0,Fitness
754,2019,March,Fitbar,West 1,Fitness/Sports,4464.0,Fitness
755,2019,March,Socciety of promotion of education,North,Hospitals,356607.0,Hospital
756,2019,March,Socciety of promotion of education,North,Hospitals,536.0,Hospital
757,2019,March,Artaexrexes fitness & lifestyle Pvt Ltd,North,Fitness/Sports,13393.0,Fitness
758,2019,March,Multifit Wellness Pvt Ltd,South,Fitness/Sports,330357.0,Fitness
759,2019,March,Multifit Wellness Pvt Ltd,South,Fitness/Sports,4464.0,Fitness
760,2019,March,Spandan Soham Hospital,West 1,Hospitals,504464.0,Hospital
761,2019,March,Spandan Soham Hospital,West 1,Hospitals,4464.0,Hospital
762,2019,April,Ivory Charm,South,Fitness/Sports,142857.0,Fitness
763,2019,April,Ivory Charm,South,Fitness/Sports,2679.0,Fitness
764,2019,April,Ivory Charm,South,Fitness/Sports,1786.0,Fitness
765,2019,April,Aishwarya Shravan Joshi,West 1,Fitness/Sports,196429.0,Fitness
766,2019,April,Aishwarya Shravan Joshi,West 1,Fitness/Sports,1786.0,Fitness
767,2019,April,Aishwarya Shravan Joshi,West 1,Fitness/Sports,446.0,Fitness
768,2019,April,Centre of diabetes and allied sciences,North,Scientific Research Institute,1207230.0,Hospital
769,2019,April,Centre of diabetes and allied sciences,North,Scientific Research Institute,1.0,Hospital
770,2019,April,Centre of diabetes and allied sciences,North,Scientific Research Institute,1.0,Hospital
771,2019,April,American Express India Pvt Ltd,North,Enterprise,2741071.0,Others_Others Corporate
772,2019,April,American Express India Pvt Ltd,North,Enterprise,4464.0,Others_Others Corporate
773,2019,April,American Express India Pvt Ltd,North,Enterprise,4464.0,Others_Others Corporate
774,2019,April,KG Fitness,West 2,Fitness/Sports,13500.0,Fitness
775,2019,April,Anytime Fitness Amd,West 2,Fitness/Sports,12500.0,Fitness
776,2019,April,I Gymholic gym,West 2,Fitness/Sports,15625.0,Fitness
777,2019,April,Sanjay ,Amazon,Others,1160.0,Others_Individual
778,2019,April,K & R Fitness Services,West 2,Fitness/Sports,401250.0,Fitness
779,2019,April,K & R Fitness Services,West 2,Fitness/Sports,536.0,Fitness
780,2019,April,M G Associates,East,Fitness/Sports,419732.0,Fitness
781,2019,April,M G Associates,East,Fitness/Sports,5357.0,Fitness
782,2019,April,Vipin Kumar Singh,Amazon,Others,1160.0,Others_Individual
783,2019,April,Aweighry Times corporation,Amazon,Others,1160.0,Others_Individual
784,2019,April,D Srinivasulu,Amazon,Others,1160.0,Others_Individual
785,2019,April,Vibes Healthcare Ltd,East,Health Center,8000.0,Others_Aesthetic
786,2019,April,Vibes Healthcare Ltd,East,Health Center,8000.0,Others_Aesthetic
787,2019,April,Alankrita Bhushan,Amazon,Others,1160.0,Others_etc
788,2019,April,Pushpa,Amazon,Others,1160.0,Fitness
789,2019,April,Ritika Sharma,Amazon,Others,1160.0,Others_Individual
790,2019,April,Vinod Kumar,Amazon,Others,1160.0,Others_etc
791,2019,April,Jagmohan Pharmacy,West 2,Pharmacy,196429.0,Private Enterprise
792,2019,April,Jagmohan Pharmacy,West 2,Pharmacy,2679.0,Private Enterprise
793,2019,April,Jagmohan Pharmacy,West 2,Pharmacy,1786.0,Private Enterprise
794,2019,April,Saakshi Saraf,Amazon,Others,21482.0,Others_etc
795,2019,April,L&K Wellness Services Pvt Ltd,West 1,Care Center,129491.0,Others_Aesthetic
796,2019,April,L&K Wellness Services Pvt Ltd,West 1,Care Center,2679.0,Others_Aesthetic
797,2019,April,L&K Wellness Services Pvt Ltd,West 1,Care Center,1786.0,Others_Aesthetic
798,2019,April,Malay Kumar Dash,Amazon,Others,1160.0,Others_Individual
799,2019,April,Gurpeet,Amazon,Others,21411.0,Others_Individual
800,2019,April,Pushpa,Amazon,Others,1160.0,Fitness
801,2019,April,VLCC Healthcare ,North,Health Center,12946.0,Others_Aesthetic
802,2019,April,VLCC Healthcare ,North,Health Center,12946.0,Others_Aesthetic
803,2019,April,Jamuna,Amazon,Others,21411.0,Others_etc
804,2019,April,Tlwalkar Brothers Pvt Ltd,West 1,Fitness/Sports,354564.0,Fitness
805,2019,April,Tlwalkar Brothers Pvt Ltd,West 1,Fitness/Sports,1250.0,Fitness
806,2019,April,Tlwalkar Brothers Pvt Ltd,West 1,Fitness/Sports,1116.0,Fitness
807,2019,April,Tlwalkar Brothers Pvt Ltd,West 1,Fitness/Sports,268.0,Fitness
808,2019,April,Krish,Amazon,Others,1160.0,Others_Individual
809,2019,April,R S Wellness II,North,Fitness/Sports,187500.0,Fitness
810,2019,April,R S Wellness II,North,Fitness/Sports,13393.0,Fitness
811,2019,April,R S Wellness II,North,Fitness/Sports,4464.0,Fitness
812,2019,April,Sridhar M,Amazon,Others,1160.0,Others_Individual
813,2019,April,Samsudeen,Amazon,Others,1160.0,Others_etc
814,2019,April,Sreyas Holistic Remedies Pvt Ltd,South,Health Center,329464.0,Others_Aesthetic
815,2019,April,Sreyas Holistic Remedies Pvt Ltd,South,Health Center,893.0,Others_Aesthetic
816,2019,April,Multifit Wellness Pvt Ltd,South,Fitness/Sports,0.0,Fitness
817,2019,April,Shree Guruji wellness,North,Fitness,535714.0,Fitness
818,2019,April,Shree Guruji wellness,North,Fitness,21429.0,Fitness
819,2019,April,Shree Guruji wellness,North,Fitness,5357.0,Fitness
820,2019,April,M/S Ashoka Wellness,North,Fitness/Sports,205357.0,Fitness
821,2019,April,M/S Ashoka Wellness,North,Fitness/Sports,0.0,Fitness
822,2019,April,M/S Ashoka Wellness,North,Fitness/Sports,0.0,Fitness
823,2019,April,Aspire Wellness,North,Fitness/Sports,205357.0,Fitness
824,2019,April,Aspire Wellness,North,Fitness/Sports,0.0,Fitness
825,2019,April,Aspire Wellness,North,Fitness/Sports,0.0,Fitness
826,2019,April,Shri Sai Wellness,North,Fitness/Sports,205357.0,Fitness
827,2019,April,Shri Sai Wellness,North,Fitness/Sports,0.0,Fitness
828,2019,April,Shri Sai Wellness,North,Fitness/Sports,0.0,Fitness
829,2019,April,Bharat Petroleum corporation Ltd,West 1,Enterprise,0.0,Others_Others Corporate
830,2019,April,Santosh,Amazon,Others,1160.0,Others_etc
831,2019,April,Santosh,Amazon,Others,1160.0,Others_etc
832,2019,April,Peninsula Club House,West 1,Golf club,42203.0,Hotel
833,2019,April,Omkar Deepak Ghalasa,West 1,Others,18750.0,Others_Individual
834,2019,April,Ascend Fitness Pvt Ltd,West 1,Fitness/Sports,381829.0,Fitness
835,2019,April,Ascend Fitness Pvt Ltd,West 1,Fitness/Sports,2100.0,Fitness
836,2019,April,Raveendrnath Nara,Amazon,Others,1160.0,Others_Individual
837,2019,April,Santosh,Amazon,Others,1160.0,Others_etc
838,2019,May,Ascend Fitness Pvt Ltd,West 1,Fitness/Sports,5357.0,Fitness
839,2019,May,World Fitness,West 1,Fitness/Sports,169643.0,Fitness
840,2019,May,World Fitness,West 1,Fitness/Sports,44643.0,Fitness
841,2019,May,World Fitness,West 1,Fitness/Sports,2679.0,Fitness
842,2019,May,World Fitness,West 1,Fitness/Sports,1786.0,Fitness
843,2019,May,Prashant Jangale,West 1,Fitness/Sports,1160.0,Fitness
844,2019,May,Wares & Wants Trading Pvt Ltd,East,Fitness/Sports,4018.0,Fitness
845,2019,May,Angel Wellness Pvt Ltd,West 1,Fitness/Sports,13393.0,Fitness
846,2019,May,Fifth Gear Fitness LLP,West 2,Fitness/Sports,0.0,Fitness
847,2019,May,Fifth Gear Fitness LLP,West 2,Fitness/Sports,0.0,Fitness
848,2019,May,Fifth Gear Fitness LLP,West 2,Fitness/Sports,0.0,Fitness
849,2019,May,Revitalis Labs LLP,West 1,Hospitals,388125.0,Hospital
850,2019,May,Revitalis Labs LLP,West 1,Hospitals,268.0,Hospital
851,2019,May,Dr.Agarwal Children Hospital,West 1,Hospitals,558068.0,Hospital
852,2019,May,Dr.Agarwal Children Hospital,West 1,Hospitals,2679.0,Hospital
853,2019,May,Dr.Agarwal Children Hospital,West 1,Hospitals,1786.0,Hospital
854,2019,May,Dr.Agarwal Children Hospital,West 1,Hospitals,17857.0,Hospital
855,2019,May,Jyotiprakash,Amazon,Others,1160.0,Others_etc
856,2019,May,Laxmi Biradar,Amazon,Others,1160.0,Others_Individual
857,2019,May,Fitnoholic,Amazon,Others,1054.0,Others_Individual
858,2019,May,Ravikumar Patil,Amazon,Others,1160.0,Others_etc
859,2019,May,Pranjal Pandey,Amazon,Others,1160.0,Others_Individual
860,2019,May,Deepanshu,Amazon,Others,1160.0,Others_Individual
861,2019,May,Gap Global Exim LLP,North,Enterprise,0.0,Others_Others Corporate
862,2019,May,Anjali Singh Birender,Amazon,Others,21411.0,Others_Individual
863,2019,May,Fifth Gear Fitness LLP,West 2,Fitness/Sports,408214.0,Fitness
864,2019,May,Fifth Gear Fitness LLP,West 2,Fitness/Sports,2500.0,Fitness
865,2019,May,Sundaresan,Amazon,Others,1160.0,Others_etc
866,2019,May,Satishkumar Bhopale,Amazon,Others,1160.0,Others_Individual
867,2019,May,Atul Kumar ,Amazon,Others,1160.0,Others_Individual
868,2019,May,InBody India Pvt Ltd,West 1,Others,0.0,Others_etc
869,2019,May,Fitness Mantra,West 1,Fitness/Sports,1786.0,Fitness
870,2019,May,Dulal Chandra Bag,Amazon,Others,1160.0,Others_etc
871,2019,May,SRS Health and Fitness LLP,North,Fitness/Sports,399464.0,Fitness
872,2019,May,SRS Health and Fitness LLP,North,Fitness/Sports,536.0,Fitness
873,2019,May,Ecostream,South,Fitness/Sports,14422.0,Fitness
874,2019,May,Maiden Helath n Wellness Wisdom,West 1,Health Center,204911.0,Others_Aesthetic
875,2019,May,Maiden Helath n Wellness Wisdom,West 1,Health Center,250.0,Others_Aesthetic
876,2019,May,Maiden Helath n Wellness Wisdom,West 1,Health Center,71.0,Others_Aesthetic
877,2019,May,Ashwani Kumar,Amazon,Others,1160.0,Others_Individual
878,2019,May,InBody India Pvt Ltd,West 1,,0.0,Others_etc
879,2019,May,Truefit Ventures LLP,West 1,Fitness/Sports,459875.0,Fitness
880,2019,May,Truefit Ventures LLP,West 1,Fitness/Sports,393.0,Fitness
881,2019,May,Truefit Ventures LLP,West 1,Fitness/Sports,8482.0,Fitness
882,2019,May,Fitsquad Enterprises,South,Fitness/Sports,397321.0,Fitness
883,2019,May,Fitsquad Enterprises,South,Fitness/Sports,4464.0,Fitness
884,2019,May,InBody India Pvt Ltd,West 1,,0.0,Others_etc
885,2019,May,Dr.Aaditya Patakrao,Amazon,Medical,21411.0,Hospital
886,2019,May,Prabir Haldar ,Amazon,Others,1160.0,Others_Individual
887,2019,May,VLCC Healthcare Ltd,South,Health Center,2200.0,Others_Aesthetic
888,2019,May,Pons,Amazon,Others,1160.0,Others_etc
889,2019,May,VLCC Healthcare Ltd,East,Health Center,2600.0,Others_Aesthetic
890,2019,May,Seven Core Fitness,West 2,Fitness,374464.0,Fitness
891,2019,May,Seven Core Fitness,West 2,Fitness,536.0,Fitness
892,2019,May,Neo Ventus Pvt Ltd,South,Fitness,4704.0,Fitness
893,2019,May,Inspire Gym,West 1,Fitness,10000.0,Fitness
894,2019,June,Wares & Wants Trading Pvt Ltd,East,Fitness/Sports,357143.0,Fitness
895,2019,June,Wares & Wants Trading Pvt Ltd,East,Fitness/Sports,4491.0,Fitness
896,2019,June,Raviteja Sagar,Amazon,Others,1160.0,Others_Individual
897,2019,June,R S Rawat,Amazon,Others,1160.0,Others_Individual
898,2019,June,Only Fitness LLP,West 1,Fitness/Sports,207955.0,Fitness
899,2019,June,Only Fitness LLP,West 1,Fitness/Sports,50.0,Fitness
900,2019,June,Only Fitness LLP,West 1,Fitness/Sports,25.0,Fitness
901,2019,June,Only Fitness LLP,West 1,Fitness/Sports,7063.0,Fitness
902,2019,June,Nove Nordisk India Pvt Ltd,South,Pharmacy,1032143.0,Private Enterprise
903,2019,June,Nove Nordisk India Pvt Ltd,South,Pharmacy,0.0,Private Enterprise
904,2019,June,Vibes Healthcare Ltd,South,Health Center,255409.0,Others_Aesthetic
905,2019,June,Vibes Healthcare Ltd,South,Health Center,325.0,Others_Aesthetic
906,2019,June,Nove Nordisk India Pvt Ltd,South,Pharmacy,1032143.0,Private Enterprise
907,2019,June,Nove Nordisk India Pvt Ltd,South,Pharmacy,0.0,Private Enterprise
908,2019,June,Shraddha Health & Fitness Pvt Ltd,East,Fitness/Sports,0.0,Fitness
909,2019,June,Pranav Gautam,Amazon,Others,1160.0,Others_Individual
910,2019,June,Teej Fitness & Leisures Lvt Ltd,West 2,Fitness/Sports,375000.0,Fitness
911,2019,June,Teej Fitness & Leisures Lvt Ltd,West 2,Fitness/Sports,893.0,Fitness
912,2019,June,Teej Fitness & Leisures Lvt Ltd,West 2,Fitness/Sports,25893.0,Fitness
913,2019,June,Adaptive Fitness,North,Fitness/Sports,540179.0,Fitness
914,2019,June,Adaptive Fitness,North,Fitness/Sports,4464.0,Fitness
915,2019,June,Rohit Singal,Amazon,Others,21411.0,Others_etc
916,2019,June,Satya Narayan Rout,Amazon,Others,1160.0,Others_etc
917,2019,June,Shivani,Amazon,Others,1160.0,Others_Individual
918,2019,June,Nove Nordisk India Pvt Ltd,South,Pharmacy,1032143.0,Private Enterprise
919,2019,June,Nove Nordisk India Pvt Ltd,South,Pharmacy,0.0,Private Enterprise
920,2019,June,Sreyas Holistic Remedies Pvt Ltd,South,Health Center,1629464.0,Others_Aesthetic
921,2019,June,Sreyas Holistic Remedies Pvt Ltd,South,Health Center,22321.0,Others_Aesthetic
922,2019,June,Sreyas Holistic Remedies Pvt Ltd,South,Health Center,651786.0,Others_Aesthetic
923,2019,June,Sreyas Holistic Remedies Pvt Ltd,South,Health Center,8929.0,Others_Aesthetic
924,2019,June,Sreyas Holistic Remedies Pvt Ltd,South,Health Center,651786.0,Others_Aesthetic
925,2019,June,Sreyas Holistic Remedies Pvt Ltd,South,Health Center,8929.0,Others_Aesthetic
926,2019,June,Jet'z Fitness,South,Fitness/Sports,410625.0,Fitness
927,2019,June,Jet'z Fitness,South,Fitness/Sports,536.0,Fitness
928,2019,June,Team 101 Hardcore,North,Fitness/Sports,214286.0,Fitness
929,2019,June,Team 101 Hardcore,North,Fitness/Sports,8929.0,Fitness
930,2019,June,Team 101 Hardcore,North,Fitness/Sports,4464.0,Fitness
931,2019,June,Team 101 Hardcore,North,Fitness/Sports,4464.0,Fitness
932,2019,June,Apurva Orthopedic Hospital,West 2,Hospitals,356607.0,Hospital
933,2019,June,Apurva Orthopedic Hospital,West 2,Hospitals,536.0,Hospital
934,2019,June,Posco Maharashtra Steel Pvt Ltd,West 1,Enterprise,898214.0,Others_Others Corporate
935,2019,June,Posco Maharashtra Steel Pvt Ltd,West 1,Enterprise,1786.0,Others_Others Corporate
936,2019,June,Om Prakash Yadav,Amazon,Others,1160.0,Others_etc
937,2019,June,Swastik,Amazon,Others,1160.0,Others_Individual
938,2019,June,Abhishek Parasher,Amazon,Others,1160.0,Others_Individual
939,2019,June,Arjit Bhattacharya,Amazon,Others,1160.0,Others_Individual
940,2019,June,Kirat Singh,Amazon,Others,1160.0,Others_etc
941,2019,June,Physiocell Corporate Wellness Pvt Ltd,West 1,Health Center,22321.0,Others_Aesthetic
942,2019,June,Victuals Food India Pvt Ltd,North,Others,18973.0,Others_Others Corporate
943,2019,June,Anjum's Diet & Wellness,West 1,Health Center,12500.0,Others_Aesthetic
944,2019,June,Pravik Technologoies Pvt Ltd,West 1,Enterprise,178393.0,Others_Others Corporate
945,2019,June,Pravik Technologoies Pvt Ltd,West 1,Enterprise,125.0,Others_Others Corporate
946,2019,June,Pravik Technologoies Pvt Ltd,West 1,Enterprise,54.0,Others_Others Corporate
947,2019,June,Solaris Sports World,West 1,Fitness/Sports,325893.0,Fitness
948,2019,June,Solaris Sports World,West 1,Fitness/Sports,4464.0,Fitness
949,2019,June,Ageless Bodies,West 1,Fitness/Sports,490750.0,Fitness
950,2019,June,Ageless Bodies,West 1,Fitness/Sports,321.0,Fitness
951,2019,June,Varun Gandhi,Amazon,Others,1160.0,Others_etc
952,2019,June,Santanu Dingal,Amazon,Others,1160.0,Others_etc
953,2019,June,Chaynika Dutta,Amazon,Others,21411.0,Others_Individual
954,2019,June,Nishant Mehta,Amazon,Others,1160.0,Others_etc
955,2019,June,KH Fitness,East,Fitness/Sports,487500.0,Fitness
956,2019,June,KH Fitness,East,Fitness/Sports,2250.0,Fitness
957,2019,June,KH Fitness,East,Fitness/Sports,429.0,Fitness
958,2019,June,Meenakshi Multitrade Pvt Ltd,West 1,Fitness/Sports,4464.0,Fitness
959,2019,June,Yaduvanshi Fitness Club Pvt Ltd,West 2,Fitness/Sports,249464.0,Fitness
960,2019,June,Yaduvanshi Fitness Club Pvt Ltd,West 2,Fitness/Sports,536.0,Fitness
961,2019,June,Rassilli Commodities Pvt Ltd,East,Fitness/Sports,178571.0,Fitness
962,2019,June,Rassilli Commodities Pvt Ltd,East,Fitness/Sports,17857.0,Fitness
963,2019,June,Rassilli Commodities Pvt Ltd,East,Fitness/Sports,4464.0,Fitness
964,2019,June,D.K Ahlawat ,Amazon,Others,1160.0,Others_Individual
965,2019,June,Gyneshwar Pandey,Amazon,Others,1160.0,Others_Individual
966,2019,July,SPANV Medisearch Lifescineces Pvt Ltd,West 1,Hospitals,356705.0,Hospital
967,2019,July,SPANV Medisearch Lifescineces Pvt Ltd,West 1,Hospitals,429.0,Hospital
968,2019,July,Yora Fitness Pvt Ltd,South,Fitness/Sports,857143.0,Fitness
