,Year,Month,Client,Region,Category,Net,Industry Fin
1243,2019,October,Sahil Sachdeva,Amazon,Others,1160.0,Others_etc
1244,2019,October,Deccan College Of Medical Science,South,Hospitals,589286.0,Hospital
1245,2019,October,Deccan College Of Medical Science,South,Hospitals,2679.0,Hospital
1246,2019,October,Deccan College Of Medical Science,South,Hospitals,1786.0,Hospital
1247,2019,October,Mavi Fitness Solutions Pvt Ltd,South,Fitness/Sports,357143.0,Fitness
1248,2019,October,Mavi Fitness Solutions Pvt Ltd,South,Fitness/Sports,12500.0,Fitness
1249,2019,October,Creative Fitness Pvt Ltd,South,Fitness/Sports,493750.0,Fitness
1250,2019,October,Creative Fitness Pvt Ltd,South,Fitness/Sports,6250.0,Fitness
1251,2019,October,Addict Fitness LLP,South,Fitness/Sports,495536.0,Fitness
1252,2019,October,Addict Fitness LLP,South,Fitness/Sports,4464.0,Fitness
1253,2019,October,Abhishek Gupta,Amazon,Others,1160.0,Others_etc
1254,2019,October,Jaal Bhagwat,Amazon,Others,1160.0,Others_Individual
1255,2019,October,Er Adwitiya Sharma,Amazon,Others,1160.0,Others_etc
1256,2019,October,Jat Aziz Ibrahim,Amazon,Others,19625.0,Others_Individual
1257,2019,October,Fitness Next,East,Fitness/Sports,535714.0,Fitness
1258,2019,October,Fitness Next,East,Fitness/Sports,48.0,Fitness
1259,2019,October,Kulanthaivel,Amazon,Others,1160.0,Others_etc
1260,2019,October,Sravan Kumar,Amazon,Others,1160.0,Others_etc
1261,2019,October,Saif Quadr,Amazon,Others,19625.0,Others_etc
1262,2019,October,Giri Brothers,South,Enterprise,419643.0,Others_Others Corporate
1263,2019,October,Giri Brothers,South,Enterprise,54.0,Others_Others Corporate
1264,2019,October,Giri Brothers,South,Enterprise,625.0,Others_Others Corporate
1265,2019,October,Ajay Kumar Tripathi,Amazon,Others,1160.0,Others_etc
1266,2019,October,Smart Flips,West 1,Nutrition,172768.0,Clinic
1267,2019,October,Smart Flips,West 1,Nutrition,625.0,Clinic
1268,2019,October,Smart Flips,West 1,Nutrition,714.0,Clinic
1269,2019,October,Nutronics,North,Nutrition,172768.0,Clinic
1270,2019,October,Nutronics,North,Nutrition,625.0,Clinic
1271,2019,October,Nutronics,North,Nutrition,714.0,Clinic
1272,2019,October,Happy Life,West 1,Nutrition,172768.0,Clinic
1273,2019,October,Happy Life,West 1,Nutrition,625.0,Clinic
1274,2019,October,Happy Life,West 1,Nutrition,714.0,Clinic
1275,2019,October,Jyotsna Prime Fitness,West 1,Fitness/Sports,971339.0,Fitness
1276,2019,October,Jyotsna Prime Fitness,West 1,Fitness/Sports,67.0,Fitness
1277,2019,October,Jyotsna Prime Fitness,West 1,Fitness/Sports,20313.0,Fitness
1278,2019,October,Jyotsna Prime Fitness,West 1,Fitness/Sports,100781.0,Fitness
1279,2019,October,Jyotsna Prime Fitness,West 1,Fitness/Sports,1250.0,Fitness
1280,2019,October,"Deputy Inspector General of Police, Training-Cum-Principal, Swami Vivekananda State Police Academy",East,Government,3419643.0,Public Association
1281,2019,October,"Deputy Inspector General of Police, Training-Cum-Principal, Swami Vivekananda State Police Academy",East,Government,10714.0,Public Association
1282,2019,October,"Deputy Inspector General of Police, Training-Cum-Principal, Swami Vivekananda State Police Academy",East,Government,7143.0,Public Association
1283,2019,October,Chudasma Devanshi B,West 2,Others,86864.0,Others_Individual
1284,2019,November,Start Fitness,West 2,Fitness/Sports,410304.0,Fitness
1285,2019,November,Start Fitness,West 2,Fitness/Sports,536.0,Fitness
1286,2019,November,Start Fitness,West 2,Fitness/Sports,17956.0,Fitness
1287,2019,November,Ms.Chhaya Mishra,North,Nutrition,176786.0,Clinic
1288,2019,November,Ms.Chhaya Mishra,North,Nutrition,893.0,Clinic
1289,2019,November,Ms.Chhaya Mishra,North,Nutrition,893.0,Clinic
1290,2019,November,Jayant Mishra,Amazon,Others,1160.0,Others_etc
1291,2019,November,Ritwick Sharma,Amazon,Others,1160.0,Others_Individual
1292,2019,November,Wizqart Pvt Ltd,Amazon,Others,19625.0,Others_Others Corporate
1293,2019,November,Jadukula Tilak Rath,Amazon,Others,1160.0,Others_etc
1294,2019,November,Dr. Braja Jena,Amazon,Others,1160.0,Others_Individual
1295,2019,November,K Kiran Kumar,Amazon,Others,19625.0,Others_Individual
1296,2019,November,Transformation and Fitness Studio,West 2,Fitness,325893.0,Fitness
1297,2019,November,Transformation and Fitness Studio,West 2,Fitness,4464.0,Fitness
1298,2019,November,S3 Fitness,North,Fitness/Sports,406250.0,Fitness
1299,2019,November,S3 Fitness,North,Fitness/Sports,4464.0,Fitness
1300,2019,November,VLCC Wellness Centre,South,Health Center,12946.0,Others_Aesthetic
1301,2019,November,SE Fitness,Amazon,Others,19625.0,Fitness
1302,2019,November,Vidyasagar,Amazon,Others,19625.0,Others_etc
1303,2019,November,Robin,Amazon,Others,19625.0,Others_etc
1304,2019,November,Vimal Shah,Amazon,Others,19625.0,Others_etc
1305,2019,November,Digeshwar Pagote,Amazon,Others,1160.0,Others_etc
1306,2019,November,Sara Lifestyle $ Leisures Pvt Ltd ,West 2,Fitness/Sports,12946.0,Fitness
1307,2019,November,Vibes Healthcare Ltd,East,Health Center,343750.0,Others_Aesthetic
1308,2019,November,Vibes Healthcare Ltd,East,Health Center,4464.0,Others_Aesthetic
1309,2019,November,Vibes Healthcare Ltd,East,Health Center,343750.0,Others_Aesthetic
1310,2019,November,Vibes Healthcare Ltd,East,Health Center,4464.0,Others_Aesthetic
1311,2019,November,Prime Fitness Gym,West 1,Fitness/Sports,391205.0,Fitness
1312,2019,November,Prime Fitness Gym,West 1,Fitness/Sports,1652.0,Fitness
1313,2019,November,Fitness First Mega Mall,West 1,Fitness/Sports,5362.0,Fitness
1314,2019,November,Gharda Chemical Limited,West 1,Pharmacy,6400.0,Private Enterprise
1315,2019,November,VLCC Jaipur,West 2,Health Center,12946.0,Others_Aesthetic
1316,2019,November,Sowrah,Amazon,Others,19625.0,Others_Individual
1317,2019,November,Rhea Choksy,Amazon,Others,19625.0,Others_Individual
1318,2019,November,Kapil Malhotra,Amazon,Others,1160.0,Others_Individual
1319,2019,November,Ambuj Kumar,Amazon,Others,1160.0,Others_etc
1320,2019,November,Ajith Babu,Amazon,Others,19625.0,Others_etc
1321,2019,November,B.Yerraswamy,Amazon,Others,1160.0,Others_Individual
1322,2019,November,Jatin Gautam,Amazon,Others,1160.0,Others_etc
1323,2019,November,Chillies N Lemon Infra,North,Fitness/Sports,12946.0,Fitness
1324,2019,November,Shilp Body Design,West 2,Fitness/Sports,168750.0,Fitness
1325,2019,November,Shilp Body Design,West 2,Fitness/Sports,750.0,Fitness
1326,2019,November,Shilp Body Design,West 2,Fitness/Sports,143.0,Fitness
1327,2019,November,Kolaparathi ,Amazon,Others,1160.0,Others_Individual
1328,2019,November,Naveen Kumar,Amazon,Others,1160.0,Others_Individual
1329,2019,November,Shweta,Amazon,Others,1160.0,Others_Individual
1330,2019,November,Krishnan Saini,Amazon,Others,1160.0,Others_Individual
1331,2019,November,We Transform,South,Fitness/Sports,357143.0,Fitness
1332,2019,November,We Transform,South,Fitness/Sports,15357.0,Fitness
1333,2019,November,Raghav Sharma,Amazon,Others,1160.0,Others_Individual
1334,2019,November,Anurav Agarwal,Amazon,Others,19625.0,Others_Individual
1335,2019,December,Anurag Pratik,Amazon,Others,19625.0,Others_etc
1336,2019,December,Satpal Joshi,Amazon,Others,1160.0,Others_Individual
1337,2019,December,Flyjin Fitness India Pilot LLP,West 1,Others,0.0,Others_Individual
1338,2019,December,Onyx Enetrprise,South,Fitness/Sports,14732.0,Fitness
1339,2019,December,Kailash Health Village,North,Health Center,508661.0,Others_Aesthetic
1340,2019,December,Kailash Health Village,North,Health Center,268.0,Others_Aesthetic
1341,2019,December,M/S Vivid Ways Traders,North,Enterprise,250000.0,Others_Others Corporate
1342,2019,December,Maira Fitness Pvt Ltd,North,Fitness/Sports,187500.0,Fitness
1343,2019,December,Maira Fitness Pvt Ltd,North,Fitness/Sports,446.0,Fitness
1344,2019,December,Maira Fitness Pvt Ltd,North,Fitness/Sports,54.0,Fitness
1345,2019,December,VLCC Healthcare Ltd,North,Health Center,42200.0,Others_Aesthetic
1346,2019,December,Lalitha Nittala,Amazon,Others,1160.0,Others_Individual
1347,2019,December,Jupiter Lifeline Hospitals Ltd,West 1,Hospitals,16949.0,Hospital
1348,2019,December,Sikka Ports and Terminals Ltd,West 1,Enterprise,435021.0,Others_Others Corporate
1349,2019,December,Sikka Ports and Terminals Ltd,West 1,Enterprise,2679.0,Others_Others Corporate
1350,2019,December,J P Firm,West 2,Fitness/Sports,375268.0,Fitness
1351,2019,December,J P Firm,West 2,Fitness/Sports,0.0,Fitness
1352,2019,December,VLCC Healthcare Ltd,South,Health Center,348125.0,Others_Aesthetic
1353,2019,December,VLCC Healthcare Ltd,South,Health Center,49.0,Others_Aesthetic
1354,2019,December,British Biologicals,South,Hospitals,187500.0,Hospital
1355,2019,December,British Biologicals,South,Hospitals,2679.0,Hospital
1356,2019,December,British Biologicals,South,Hospitals,1786.0,Hospital
1357,2019,December,Sportiqo Fitness LLP ,East,Fitness/Sports,375000.0,Fitness
1358,2019,December,Sportiqo Fitness LLP ,East,Fitness/Sports,4464.0,Fitness
1359,2019,December,Nobesity Healthcare LLP,West 2,Health Center,300000.0,Others_Aesthetic
1360,2019,December,Nobesity Healthcare LLP,West 2,Health Center,0.0,Others_Aesthetic
1361,2019,December,Gymbiotic Pvt Ltd,West 1,Fitness/Sports,6630.0,Fitness
1362,2019,December,S M Enterprises,North,Fitness/Sports,187500.0,Fitness
1363,2019,December,S M Enterprises,North,Fitness/Sports,232.0,Fitness
1364,2019,December,S M Enterprises,North,Fitness/Sports,268.0,Fitness
1365,2019,December,Eros Hotel,North,Others,526786.0,Others_Individual
1366,2019,December,Eros Hotel,North,Others,0.0,Others_Individual
1367,2019,December,Sandeep Kumar ,Amazon,Others,19625.0,Others_Individual
1368,2019,December,Dental Health Clinic,West 1,Care Center,178571.0,Clinic
1369,2019,December,Dental Health Clinic,West 1,Care Center,0.0,Clinic
1370,2019,December,Dental Health Clinic,West 1,Care Center,0.0,Clinic
1371,2019,December,Megha Chitgurkar,Amazon,Others,1160.0,Others_Individual
1372,2019,December,ABS Fitness Pvt Ltd,West 1,Fitness/Sports,9643.0,Fitness
1373,2019,December,Jaikul Assosiates,West 1,Enterprise,419643.0,Others_Others Corporate
1374,2019,December,Jaikul Assosiates,West 1,Enterprise,357.0,Others_Others Corporate
1375,2019,December,Aishwarya Enetrprises,West 1,Enterprise,354241.0,Others_Others Corporate
1376,2019,December,Aishwarya Enetrprises,West 1,Enterprise,2902.0,Others_Others Corporate
1377,2019,December,Rejeuvine Enterprises Pvt Ltd,Amazon,Others,19625.0,Others_Others Corporate
1378,2019,December,Rajes Iyer,Amazon,Others,1160.0,Others_Individual
1379,2019,December,Richa Singh,Amazon,Others,19625.0,Others_etc
1380,2019,December,SE Fitness,Amazon,Others,19625.0,Fitness
1381,2019,December,Praveen Srivastava,Amazon,Others,1160.0,Others_Individual
1382,2019,December,Keyur Nagori,Amazon,Others,19625.0,Others_Individual
1383,2019,December,Minati Baral,Amazon,Others,1160.0,Others_Individual
1384,2019,December,Susheel Thakur,Amazon,Others,1160.0,Others_Individual
1385,2019,December,Preeti's Diet Clinic,West 1,Diet,355536.0,Clinic
1386,2019,December,Preeti's Diet Clinic,West 1,Diet,1607.0,Clinic
1387,2019,December,K P Facility Management,West 2,Fitness/Sports,376804.0,Fitness
1388,2019,December,K P Facility Management,West 2,Fitness/Sports,536.0,Fitness
1389,2019,December,Vivid Fintness,West 1,Fitness/Sports,379554.0,Fitness
1390,2019,December,Vivid Fintness,West 1,Fitness/Sports,446.0,Fitness
1391,2019,December,Decent Fitness Centre,West 1,Fitness/Sports,194866.0,Fitness
1392,2019,December,Decent Fitness Centre,West 1,Fitness/Sports,313.0,Fitness
1393,2019,December,Decent Fitness Centre,West 1,Fitness/Sports,1250.0,Fitness
1394,2019,December,Alpha Fox Fitness Training Centre LLP,East,Fitness/Sports,497656.0,Fitness
1395,2019,December,Alpha Fox Fitness Training Centre LLP,East,Fitness/Sports,94.0,Fitness
1396,2019,December,Alpha Fox Fitness Training Centre LLP,East,Fitness/Sports,2250.0,Fitness
1397,2019,December,Ratheesh,Amazon,Others,1160.0,Others_etc
1398,2019,December,Ornate Wellness Pvt Ltd,West 1,Fitness/Sports,389914.0,Fitness
1399,2019,December,Ornate Wellness Pvt Ltd,West 1,Fitness/Sports,536.0,Fitness
1400,2019,December,Saga Fitness,West 2,Fitness/Sports,158357.0,Fitness
1401,2019,December,Saga Fitness,West 2,Fitness/Sports,5000.0,Fitness
1402,2019,December,Saga Fitness,West 2,Fitness/Sports,2143.0,Fitness
1403,2019,December,Balaji Real Estate Agent,Amazon,Others,1160.0,Others_etc
1404,2019,December,Dr. Krishna's Cancer Healer Centre Pvt Ltd,North,Hospitals,912500.0,Hospital
1405,2019,December,Dr. Krishna's Cancer Healer Centre Pvt Ltd,North,Hospitals,893.0,Hospital
1406,2019,December,Dr. Krishna's Cancer Healer Centre Pvt Ltd,North,Hospitals,893.0,Hospital
1407,2019,December,Dr. Krishna's Cancer Healer Centre Pvt Ltd,North,Hospitals,893.0,Hospital
1408,2019,December,Y D Nutrition,West 2,Fitness/Sports,378571.0,Fitness
1409,2019,December,Y D Nutrition,West 2,Fitness/Sports,536.0,Fitness
1410,2019,December,Lifeline Fitness,South,Fitness/Sports,414643.0,Fitness
1411,2019,December,Lifeline Fitness,South,Fitness/Sports,5000.0,Fitness
1412,2019,December,Lifeline Fitness,South,Fitness/Sports,0.0,Fitness
1413,2019,December,Hezzron Electrofit,South,Fitness/Sports,405982.0,Fitness
1414,2019,December,Hezzron Electrofit,South,Fitness/Sports,0.0,Fitness
1415,2019,December,Hezzron Electrofit,South,Fitness/Sports,48750.0,Fitness
1416,2019,December,G & B Fitness (The Gym 24*7),West 1,Fitness/Sports,176786.0,Fitness
1417,2019,December,G & B Fitness (The Gym 24*7),West 1,Fitness/Sports,1500.0,Fitness
1418,2019,December,G & B Fitness (The Gym 24*7),West 1,Fitness/Sports,357.0,Fitness
1419,2019,December,G & B Fitness (The Gym 24*7),West 1,Fitness/Sports,134.0,Fitness
1420,2019,December,Divyam Enterprises ,West 1,Fitness/Sports,381964.0,Fitness
1421,2019,December,Divyam Enterprises ,West 1,Fitness/Sports,1964.0,Fitness
1422,2019,December,Raghvendra Bathal,Amazon,Others,19625.0,Others_Individual
1423,2019,December,Suneel Singh ,Amazon,Others,1160.0,Others_Individual
1424,2020,January,D.V.Nirhali,Amazon,Others,1159.8214289999999,Others_etc
1425,2020,January,Dr.Sandeep Kate ,Amazon,Others,19625.0,Others_Individual
1426,2020,January,Manoj Verma,Amazon,Others,1159.8214289999999,Others_etc
1427,2020,January,Mahesh,Amazon,Others,19625.0,Others_etc
1428,2020,January,Athletica Fitness LLP,West 2,Fitness/Sports,2232.142857,Fitness
1429,2020,January,Jarma Wellness LLP,West 1,Care Center,16071.428569999998,Hospital
1430,2020,January,Avi vaghela,Amazon,Others,19625.0,Others_etc
1431,2020,January,Suresh Jagiri,Amazon,Others,1159.8214289999999,Others_Individual
1432,2020,January,Cross Hammer,South,Fitness/Sports,223214.2857,Fitness
1433,2020,January,Cross Hammer,South,Fitness/Sports,2678.571429,Fitness
1434,2020,January,Cross Hammer,South,Fitness/Sports,1785.714286,Fitness
1435,2020,January,Gurkaran singh,Amazon,Others,1159.8214289999999,Others_etc
1436,2020,January,Sathish mano,Amazon,Others,1159.8214289999999,Others_etc
1437,2020,January,Lyfestyle Wellness,West 2,Health Center,258814.2857,Others_Aesthetic
1438,2020,January,Lyfestyle Wellness,West 2,Health Center,292.85714289999993,Others_Aesthetic
1439,2020,January,Rajesh Dwiwedi,Amazon,Others,1159.8214289999999,Others_Individual
1440,2020,January,Trupti Shinde,Amazon,Others,19625.0,Others_Individual
1441,2020,January,Spin On Fitness,South,Fitness/Sports,389285.7143,Fitness
1442,2020,January,Spin On Fitness,South,Fitness/Sports,714.2857142999999,Fitness
1443,2020,January,Faiz Khan,Amazon,Others,19625.0,Others_Individual
1444,2020,January,Prafulla Patkar,Amazon,Others,1159.8214289999999,Others_Individual
1445,2020,January,Mohan Savalkar,Amazon,Others,19625.0,Others_etc
1446,2020,January,C Premkumar,Amazon,Others,1159.8214289999999,Others_Individual
1447,2020,January,Dudekula P,Amazon,Others,1159.8214289999999,Others_Individual
1448,2020,January,Mangesh Bhor,Amazon,Others,1159.8214289999999,Others_etc
1449,2020,January,4Ever Fit,South,Fitness/Sports,204910.7143,Fitness
1450,2020,January,4Ever Fit,South,Fitness/Sports,71.42857143,Fitness
1451,2020,January,4Ever Fit,South,Fitness/Sports,375.0,Fitness
1452,2020,January,Evolve Fitness,East,Fitness/Sports,187678.5714,Fitness
1453,2020,January,Evolve Fitness,East,Fitness/Sports,71.42857143,Fitness
1454,2020,January,Evolve Fitness,East,Fitness/Sports,250.0,Fitness
1455,2020,January,Lifeline Fitness,South,Fitness/Sports,17857.14286,Fitness
1456,2020,January,VLCC Healthcare Ltd,North,Health Center,348174.1071,Others_Aesthetic
1457,2020,January,VLCC Healthcare Ltd,North,Health Center,0.0,Others_Aesthetic
1458,2020,January,Parthsarathi,Amazon,Others,1159.8214289999999,Others_Individual
1459,2020,January,Sanjeev Shukla,Amazon,Others,1159.8214289999999,Others_etc
1460,2020,January,Sai Kripa Fitness,West 1,Fitness/Sports,184875.0,Fitness
1461,2020,January,Sai Kripa Fitness,West 1,Fitness/Sports,2500.0,Fitness
1462,2020,January,Sai Kripa Fitness,West 1,Fitness/Sports,625.0,Fitness
1463,2020,January,Mohsin Shaikh,West 1,Fitness/Sports,176785.7143,Fitness
1464,2020,January,Mohsin Shaikh,West 1,Fitness/Sports,1250.0,Fitness
1465,2020,January,Mohsin Shaikh,West 1,Fitness/Sports,535.7142857,Fitness
1466,2020,January,Tejash Patel,Amazon,Others,1159.8214289999999,Others_Individual
1467,2020,January,Smita Holey,Amazon,Others,1159.8214289999999,Others_Individual
1468,2020,January,Kavitha,Amazon,Others,1159.8214289999999,Others_etc
1469,2020,January,Kaushik,Amazon,Others,19625.0,Others_Individual
1470,2020,January,Ankush Dixit,Amazon,Others,1159.8214289999999,Others_Individual
1471,2020,January,Repower Fitness Equipment,West 2,Fitness/Sports,372500.0,Fitness
1472,2020,January,Repower Fitness Equipment,West 2,Fitness/Sports,2500.0,Fitness
1473,2020,January,Samrat Motors,West 1,Enterprise,8928.571429000001,Others_Others Corporate
1474,2020,January,Bhumika Patel,Amazon,Others,1159.8214289999999,Others_Individual
1475,2020,January,Ajay Bahl,Amazon,Others,19625.0,Others_etc
1476,2020,January,Yukta Fitness Pvt Ltd,North,Fitness/Sports,191357.1429,Fitness
1477,2020,January,Yukta Fitness Pvt Ltd,North,Fitness/Sports,250.0,Fitness
1478,2020,January,Yukta Fitness Pvt Ltd,North,Fitness/Sports,357.14285710000007,Fitness
1479,2020,January,Lovely Scooters,West 1,Fitness/Sports,324642.8571,Fitness
1480,2020,January,Lovely Scooters,West 1,Fitness/Sports,1250.0,Fitness
1481,2020,January,JJ Agencies ,South,Government,180357.1429,Public Association
1482,2020,January,JJ Agencies ,South,Government,714.2857142999999,Public Association
1483,2020,January,JJ Agencies ,South,Government,2500.0,Public Association
1484,2020,January,Aswa Gym,West 2,Fitness/Sports,354615.0,Fitness
1485,2020,January,Aswa Gym,West 2,Fitness/Sports,2500.0,Fitness
1486,2020,February,Seema,Amazon,Others,1159.8214289999999,Others_Individual
1487,2020,February,Vinati Kastia,Amazon,Others,19625.0,Others_etc
1488,2020,February,Riddhesh Parab,Amazon,Others,19625.0,Others_Individual
1489,2020,February,Karan Saini,Amazon,Others,1159.8214289999999,Others_etc
1490,2020,February,S.Muralikrishnan,Amazon,Others,1159.8214289999999,Others_etc
1491,2020,February,Fitness First Mega Mall,West 1,Fitness/Sports,16949.15254,Fitness
1492,2020,February,JV Diet Clinic,South,Diet,20535.71429,Clinic
1493,2020,February,Sani,North,Fitness/Sports,400000.0,Fitness
1494,2020,February,Sani,North,Fitness/Sports,0.0,Fitness
1495,2020,February,Prakash Sahoo,Amazon,Others,1159.8214289999999,Others_Individual
1496,2020,February,B Natural,Amazon,Others,19625.0,Others_Individual
1497,2020,February,Harish Ahuja,Amazon,Others,2319.642857,Others_etc
1498,2020,February,Rozal,Amazon,Others,19625.0,Others_etc
1499,2020,February,Dulal Bag,Amazon,Others,1159.8214289999999,Others_Individual
1500,2020,February,GSG Builders & Infrastructure Limited ,South,Fitness/Sports,355357.1429,Fitness
1501,2020,February,GSG Builders & Infrastructure Limited ,South,Fitness/Sports,1785.714286,Fitness
1502,2020,February,Roundglass Wellbeing Pvt Ltd,North,Enterprise,400200.0,Others_Others Corporate
1503,2020,February,Roundglass Wellbeing Pvt Ltd,North,Enterprise,0.0,Others_Others Corporate
1504,2020,February,Bodycraft Salon Skin & Consmotology Pvt Ltd,South,Skin&SPA,377678.5714,Others_Aesthetic
1505,2020,February,Bodycraft Salon Skin & Consmotology Pvt Ltd,South,Skin&SPA,0.0,Others_Aesthetic
1506,2020,February,Arihant Health Care and Fitness,East,Fitness/Sports,370000.0,Fitness
1507,2020,February,Arihant Health Care and Fitness,East,Fitness/Sports,535.7142857,Fitness
1508,2020,February,Life Fitness Twenty Four Into Seven,East,Fitness/Sports,370000.0,Fitness
1509,2020,February,Life Fitness Twenty Four Into Seven,East,Fitness/Sports,535.7142857,Fitness
1510,2020,February,Nilesh Phadnis,Amazon,Others,1159.8214289999999,Others_etc
1511,2020,February,Faiz Rezwan,Amazon,Others,19625.0,Others_etc
1512,2020,February,Jupiter Lifeline Hospital Ltd ,West 1,Hospitals,16949.15254,Hospital
1513,2020,February,Anand Gandhi,West 1,Fitness/Sports,11004.46429,Fitness
1514,2020,February,L M Acharya,Amazon,Others,19625.0,Others_Individual
1515,2020,February,Mahmood Ayaz,Amazon,Others,1159.8214289999999,Others_Individual
1516,2020,February,Kelum W,Amazon,Others,1159.8214289999999,Others_Individual
1517,2020,February,Midhun Lal,South,Others,205357.1429,Private Enterprise
1518,2020,February,Midhun Lal,South,Others,267.8571429,Private Enterprise
1519,2020,February,Midhun Lal,South,Others,357.14285710000007,Private Enterprise
1520,2020,February,Alm Ayush Centre,South,Health Center,398214.2857,Others_Aesthetic
1521,2020,February,Alm Ayush Centre,South,Health Center,892.8571429,Others_Aesthetic
1522,2020,February,Alm Ayush Centre,South,Health Center,892.8571429,Others_Aesthetic
1523,2020,February,Top Notch Fitness Solutions ,South,Fitness/Sports,408928.5714,Fitness
1524,2020,February,Top Notch Fitness Solutions ,South,Fitness/Sports,892.8571429,Fitness
1525,2020,February,Top Notch Fitness Solutions ,South,Fitness/Sports,892.8571429,Fitness
1526,2020,February,Multifit Wellness Pvt Ltd ,West 1,Fitness/Sports,332678.5714,Fitness
1527,2020,February,Multifit Wellness Pvt Ltd ,West 1,Fitness/Sports,2142.857143,Fitness
1528,2020,February,Fit 360,South,Fitness/Sports,408928.5714,Fitness
1529,2020,February,Fit 360,South,Fitness/Sports,446.42857139999995,Fitness
1530,2020,February,Fit 360,South,Fitness/Sports,446.42857139999995,Fitness
1531,2020,February,Ajit Prabhu,Amazon,Others,1159.8214289999999,Others_etc
1532,2020,February,Premalkumar Gonawala,Amazon,Others,1159.8214289999999,Others_etc
1533,2020,February,Anju Grover,Amazon,Others,1159.8214289999999,Others_etc
1534,2020,February,VLCC Healthcare Ltd,South,Health Center,41758.92857,Others_Aesthetic
1535,2020,February,Somchand Jethalal & Co,West 1,Enterprise,435000.0,Others_Others Corporate
1536,2020,February,Somchand Jethalal & Co,West 1,Enterprise,2678.571429,Others_Others Corporate
1537,2020,February,Juna,West 2,Fitness/Sports,175885.7143,Fitness
1538,2020,February,Juna,West 2,Fitness/Sports,714.2857142999999,Fitness
1539,2020,February,Juna,West 2,Fitness/Sports,2500.0,Fitness
1540,2020,February,Wavesdesign,West 2,Enterprise,166885.7143,Others_Others Corporate
1541,2020,February,Wavesdesign,West 2,Enterprise,2500.0,Others_Others Corporate
1542,2020,February,Wavesdesign,West 2,Enterprise,714.2857142999999,Others_Others Corporate
1543,2020,February,Raghvendra Pujari,Amazon,Others,1159.8214289999999,Others_Individual
1544,2020,February,Shivkumar Vatwani,Amazon,Others,1159.8214289999999,Others_Individual
1545,2020,February,Mohan Lal,Amazon,Others,1159.8214289999999,Others_etc
1546,2020,February,Gopinath Kanan,Amazon,Others,1159.8214289999999,Others_Individual
1547,2020,February,Body Scluptor,West 1,Fitness/Sports,8035.714286,Fitness
1548,2020,February,Laxmikumaran & Sridharan,North,Enterprise,211607.1429,Others_Others Corporate
1549,2020,February,Laxmikumaran & Sridharan,North,Enterprise,892.8571429,Others_Others Corporate
1550,2020,February,Laxmikumaran & Sridharan,North,Enterprise,892.8571429,Others_Others Corporate
1551,2020,February,Laxmikumaran & Sridharan,North,Enterprise,892.8571429,Others_Others Corporate
1552,2020,February,VLCC Healthcare Ltd,South,Health Center,12946.42857,Others_Aesthetic
1553,2020,February,S Fitness Zone,East,Fitness/Sports,205357.1429,Fitness
1554,2020,February,S Fitness Zone,East,Fitness/Sports,17.85714286,Fitness
1555,2020,February,S Fitness Zone,East,Fitness/Sports,17.85714286,Fitness
1556,2020,February,Smita Biswal,Amazon,Others,1159.8214289999999,Others_etc
1557,2020,February,Sikka Ports & Terminal Ltd,West 1,Enterprise,5803.571429,Others_Others Corporate
1558,2020,March,Sisodiya Superclan Pvt Ltd,North,Fitness/Sports,379285.7143,Fitness
1559,2020,March,Sisodiya Superclan Pvt Ltd,North,Fitness/Sports,178.5714286,Fitness
1560,2020,March,Sparsh Technologies ,South,Enterprise,176785.7143,Others_Others Corporate
1561,2020,March,Sparsh Technologies ,South,Enterprise,892.8571429,Others_Others Corporate
1562,2020,March,Sparsh Technologies ,South,Enterprise,892.8571429,Others_Others Corporate
1563,2020,March,Gymfull Fitness Pvt Ltd,East,Fitness/Sports,14500.0,Fitness
1564,2020,March,Harsh Daharia,Amazon,Others,1159.8214289999999,Others_Individual
1565,2020,March,Vibes Healthcare Ltd JP Nagar ,South,Health Center,0.0,Others_Aesthetic
1566,2020,March,Sap Fitness,Amazon,Others,19625.0,Fitness
1567,2020,March,Shashi Jain,Amazon,Others,1159.8214289999999,Others_etc
1568,2020,March,PRV Fitness,West 2,Fitness/Sports,211071.4286,Fitness
1569,2020,March,PRV Fitness,West 2,Fitness/Sports,2500.0,Fitness
1570,2020,March,PRV Fitness,West 2,Fitness/Sports,714.2857142999999,Fitness
1571,2020,March,Aditya Clinic,West 1,Health Center,354196.4286,Others_Aesthetic
1572,2020,March,Aditya Clinic,West 1,Health Center,2946.428571,Others_Aesthetic
1573,2020,March,Multifit Wellness Pvt Ltd ,North,Fitness/Sports,333928.5714,Fitness
1574,2020,March,Multifit Wellness Pvt Ltd ,North,Fitness/Sports,892.8571429,Fitness
1575,2020,March,InBody USA,Overseas,Fitness/Sports,371063.76,Others_etc
1576,2020,March,Motwani Healthcare Pvt Ltd,West 1,Fitness/Sports,0.0,Fitness
1577,2020,March,InBody India Pvt Ltd,West 1,Others,0.0,Others_etc
1578,2020,March,Novo Nordisk Pvt Ltd,South,Others,0.0,Others_Others Corporate
1579,2020,March,Fitness First Mega Mall,West 1,Fitness/Sports,22589.28571,Fitness
1580,2020,March,InBody India Pvt Ltd,West 1,Others,0.0,Others_etc
1581,2020,March,InBody India Pvt Ltd,West 1,Others,0.0,Others_etc
1582,2020,March,Aaruikant Sinha,Amazon,Others,1159.8214289999999,Others_Individual
1583,2020,March,Ankita Ghag,Amazon,Others,1159.8214289999999,Others_etc
