Member Id,Campaign ID,Customer ID,Member Status
zcrm_1920545000023973018,zcrm_1920545000023890194,zcrm_1920545000023973005,Planned
zcrm_1920545000024599055,zcrm_1920545000023259001,zcrm_1920545000023638017,Planned
zcrm_1920545000024600036,zcrm_1920545000023259001,zcrm_1920545000024600020,Planned
zcrm_1920545000024685019,zcrm_1920545000023259001,zcrm_1920545000024685005,Planned
zcrm_1920545000024792052,zcrm_1920545000024792001,zcrm_1920545000024712021,Planned
zcrm_1920545000024792058,zcrm_1920545000024792001,zcrm_1920545000024546005,Planned
zcrm_1920545000024792064,zcrm_1920545000024792001,zcrm_1920545000024640012,Planned
zcrm_1920545000024792070,zcrm_1920545000024792001,zcrm_1920545000024578026,Planned
zcrm_1920545000024819022,zcrm_1920545000024792001,zcrm_1920545000024819006,Planned
zcrm_1920545000024874069,zcrm_1920545000024792001,zcrm_1920545000024870072,Planned
zcrm_1920545000024927022,zcrm_1920545000024792001,zcrm_1920545000024927006,Planned
zcrm_1920545000025042021,zcrm_1920545000024792001,zcrm_1920545000025042005,Planned
zcrm_1920545000025125017,zcrm_1920545000002464039,zcrm_1920545000025125001,Sent
zcrm_1920545000025266040,zcrm_1920545000024792001,zcrm_1920545000025266024,Planned
zcrm_1920545000025268039,zcrm_1920545000024792001,zcrm_1920545000025268023,Planned
zcrm_1920545000025298029,zcrm_1920545000024792001,zcrm_1920545000025298013,Planned
zcrm_1920545000025376009,zcrm_1920545000025365342,zcrm_1920545000025298091,Planned
zcrm_1920545000025376023,zcrm_1920545000025365342,zcrm_1920545000025298013,Planned
zcrm_1920545000025382146,zcrm_1920545000025365342,zcrm_1920545000025382132,Planned
zcrm_1920545000025462142,zcrm_1920545000024792001,zcrm_1920545000025462105,Planned
zcrm_1920545000025464033,zcrm_1920545000021726001,zcrm_1920545000025464017,Responded
zcrm_1920545000025548027,zcrm_1920545000024792001,zcrm_1920545000025548011,Planned
zcrm_1920545000025567017,zcrm_1920545000024792001,zcrm_1920545000025567001,Planned
zcrm_1920545000025671028,zcrm_1920545000024792001,zcrm_1920545000025671012,Planned
zcrm_1920545000025712035,zcrm_1920545000024792001,zcrm_1920545000025712019,Planned
zcrm_1920545000025718080,zcrm_1920545000024792001,zcrm_1920545000025718064,Planned
zcrm_1920545000025719028,zcrm_1920545000024792001,zcrm_1920545000025719012,Planned
zcrm_1920545000025749042,zcrm_1920545000024792001,zcrm_1920545000025754026,Planned
zcrm_1920545000025790039,zcrm_1920545000024792001,zcrm_1920545000025790023,Planned
zcrm_1920545000025847048,zcrm_1920545000024792001,zcrm_1920545000025847032,Planned
zcrm_1920545000025849095,zcrm_1920545000024792001,zcrm_1920545000025849079,Planned
zcrm_1920545000025961020,zcrm_1920545000024792001,zcrm_1920545000025961006,Planned
zcrm_1920545000026011075,zcrm_1920545000026011001,zcrm_1920545000026011059,Planned
zcrm_1920545000026095266,zcrm_1920545000024792001,zcrm_1920545000026116026,Planned
zcrm_1920545000026117021,zcrm_1920545000023890194,zcrm_1920545000026117005,Planned
zcrm_1920545000026227057,zcrm_1920545000024792001,zcrm_1920545000026227041,Planned
zcrm_1920545000026227165,zcrm_1920545000024792001,zcrm_1920545000026228030,Planned
zcrm_1920545000026260185,zcrm_1920545000024792001,zcrm_1920545000026261026,Planned
zcrm_1920545000026299017,zcrm_1920545000026299001,zcrm_1920545000025671012,Planned
zcrm_1920545000026299023,zcrm_1920545000026299001,zcrm_1920545000000424001,Planned
zcrm_1920545000026299029,zcrm_1920545000026299001,zcrm_1920545000014182235,Planned
zcrm_1920545000026299041,zcrm_1920545000026299001,zcrm_1920545000005046004,Planned
zcrm_1920545000026351038,zcrm_1920545000024792001,zcrm_1920545000026227110,Planned
zcrm_1920545000026385021,zcrm_1920545000024792001,zcrm_1920545000026385005,Planned
zcrm_1920545000026436001,zcrm_1920545000024792001,zcrm_1920545000026419026,Planned
zcrm_1920545000026436054,zcrm_1920545000026299001,zcrm_1920545000008662357,Planned
zcrm_1920545000026436102,zcrm_1920545000026299001,zcrm_1920545000017387019,Planned
zcrm_1920545000026436120,zcrm_1920545000026299001,zcrm_1920545000020217029,Planned
zcrm_1920545000026436126,zcrm_1920545000026299001,zcrm_1920545000002676304,Planned
zcrm_1920545000026436132,zcrm_1920545000026299001,zcrm_1920545000001013004,Planned
zcrm_1920545000026670027,zcrm_1920545000000738001,zcrm_1920545000026670011,Sent
zcrm_1920545000026835001,zcrm_1920545000024792001,zcrm_1920545000026805026,Planned
zcrm_1920545000027487027,zcrm_1920545000024792001,zcrm_1920545000027487013,Planned
zcrm_1920545000027502052,zcrm_1920545000024792001,zcrm_1920545000027502036,Planned
zcrm_1920545000027683032,zcrm_1920545000024792001,zcrm_1920545000027687026,Planned
zcrm_1920545000027725001,zcrm_1920545000024792001,zcrm_1920545000027712026,Planned
zcrm_1920545000027793032,zcrm_1920545000024792001,zcrm_1920545000027793016,Planned
zcrm_1920545000027843059,zcrm_1920545000024792001,zcrm_1920545000027788026,Planned
zcrm_1920545000027876029,zcrm_1920545000024792001,zcrm_1920545000027876013,Planned
zcrm_1920545000027902002,zcrm_1920545000024792001,zcrm_1920545000027903026,Planned
zcrm_1920545000027931032,zcrm_1920545000024792001,zcrm_1920545000027924026,Planned
zcrm_1920545000028073051,zcrm_1920545000024792001,zcrm_1920545000028068021,Planned
zcrm_1920545000028097011,zcrm_1920545000024792001,zcrm_1920545000028097005,Planned
zcrm_1920545000028207001,zcrm_1920545000028201017,zcrm_1920545000025331026,Planned
zcrm_1920545000028207007,zcrm_1920545000028201017,zcrm_1920545000017296009,Planned
zcrm_1920545000028207019,zcrm_1920545000028201017,zcrm_1920545000026670011,Planned
zcrm_1920545000028207031,zcrm_1920545000028201017,zcrm_1920545000000186031,Planned
zcrm_1920545000028255050,zcrm_1920545000028201017,zcrm_1920545000023031041,Planned
zcrm_1920545000028255078,zcrm_1920545000028201017,zcrm_1920545000000950009,Planned
zcrm_1920545000028306059,zcrm_1920545000024792001,zcrm_1920545000028306043,Planned
zcrm_1920545000028427011,zcrm_1920545000024792001,zcrm_1920545000028427005,Planned
zcrm_1920545000028584028,zcrm_1920545000024792001,zcrm_1920545000028584012,Planned
zcrm_1920545000028721050,zcrm_1920545000024792001,zcrm_1920545000028721034,Planned
zcrm_1920545000028897032,zcrm_1920545000024792001,zcrm_1920545000028897016,Planned
zcrm_1920545000028897107,zcrm_1920545000024792001,zcrm_1920545000028897091,Planned
zcrm_1920545000028897216,zcrm_1920545000024792001,zcrm_1920545000028897200,Planned
zcrm_1920545000028931027,zcrm_1920545000024792001,zcrm_1920545000028931011,Planned
zcrm_1920545000029039031,zcrm_1920545000024792001,zcrm_1920545000029039015,Planned
zcrm_1920545000029095099,zcrm_1920545000024792001,zcrm_1920545000029095083,Planned
zcrm_1920545000029115062,zcrm_1920545000024792001,zcrm_1920545000029115046,Planned
zcrm_1920545000029174019,zcrm_1920545000024792001,zcrm_1920545000029174005,Planned
zcrm_1920545000029174072,zcrm_1920545000024792001,zcrm_1920545000029174056,Planned
zcrm_1920545000029211021,zcrm_1920545000024792001,zcrm_1920545000029211005,Planned
zcrm_1920545000029427021,zcrm_1920545000024792001,zcrm_1920545000029427005,Planned
zcrm_1920545000029468019,zcrm_1920545000024792001,zcrm_1920545000029468005,Planned
zcrm_1920545000029474029,zcrm_1920545000024792001,zcrm_1920545000029474013,Planned
zcrm_1920545000029584024,zcrm_1920545000024792001,zcrm_1920545000029584008,Planned
zcrm_1920545000030533028,zcrm_1920545000024792001,zcrm_1920545000030533012,Planned
zcrm_1920545000030536025,zcrm_1920545000024792001,zcrm_1920545000030536009,Planned
zcrm_1920545000030962026,zcrm_1920545000024792001,zcrm_1920545000030962010,Planned
zcrm_1920545000031327319,zcrm_1920545000024792001,zcrm_1920545000031327303,Planned
zcrm_1920545000031327710,zcrm_1920545000024792001,zcrm_1920545000031327696,Planned
zcrm_1920545000031327826,zcrm_1920545000024792001,zcrm_1920545000031327810,Planned
zcrm_1920545000031327934,zcrm_1920545000024792001,zcrm_1920545000031327918,Planned
zcrm_1920545000031588021,zcrm_1920545000024792001,zcrm_1920545000031588005,Planned
zcrm_1920545000031829296,zcrm_1920545000024792001,zcrm_1920545000031829280,Planned
zcrm_1920545000032471083,zcrm_1920545000012428107,zcrm_1920545000032471067,Planned
zcrm_1920545000032835085,zcrm_1920545000024792001,zcrm_1920545000032835069,Planned
zcrm_1920545000034322018,zcrm_1920545000000738001,zcrm_1920545000003520012,Opened
zcrm_1920545000034322242,zcrm_1920545000000738001,zcrm_1920545000034322227,Sent
zcrm_1920545000034707111,zcrm_1920545000034707085,zcrm_1920545000034707062,Planned
zcrm_1920545000034707119,zcrm_1920545000034707085,zcrm_1920545000025265021,Planned
zcrm_1920545000034724163,zcrm_1920545000034707085,zcrm_1920545000003432125,Planned
zcrm_1920545000034804112,zcrm_1920545000024792001,zcrm_1920545000034804097,Planned
zcrm_1920545000035653033,zcrm_1920545000024792001,zcrm_1920545000035653020,Planned
zcrm_1920545000035799148,zcrm_1920545000035699014,zcrm_1920545000035799134,Planned
zcrm_1920545000035799281,zcrm_1920545000035699014,zcrm_1920545000035799233,Planned
zcrm_1920545000035834166,zcrm_1920545000035699014,zcrm_1920545000035834154,Planned
zcrm_1920545000035979003,zcrm_1920545000035699014,zcrm_1920545000035194013,Planned
zcrm_1920545000036186103,zcrm_1920545000033649001,zcrm_1920545000036186089,Planned
zcrm_1920545000036865032,zcrm_1920545000023259001,zcrm_1920545000036865020,Planned
zcrm_1920545000037852226,zcrm_1920545000037446010,zcrm_1920545000031327574,Planned
zcrm_1920545000038770112,zcrm_1920545000033649001,zcrm_1920545000038770081,Planned
